FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;"VAL ESTAT";ADQNIF;ERRO
INTRA-EX;202403;513881387;SFD0121-4P-BK;87083091;BE;PT;10;EXW;11;3;;0,5;1,000;76;;QV999999999999;
INTRA-EX;202403;513881387;SME0455-4P-BK;87083091;BE;PT;10;EXW;11;3;;0,5;1,000;76;;QV999999999999;
INTRA-EX;202403;513881387;216BFWGOPSM;90269000;IT;PT;10;EXW;11;3;;0,4;1,000;33;;IT02710790060;
INTRA-EX;202403;513881387;216BFWGOTSM;90269000;IT;PT;10;EXW;11;3;;0,3;1,000;31;;IT02710790060;
INTRA-EX;202403;513881387;216BFWGEBOSM;87089235;IT;PT;10;EXW;11;3;;0,3;1,000;41;;IT02710790060;
INTRA-EX;202403;513881387;SMT0707-4P-BK;87083091;IT;PT;10;EXW;11;3;;0,5;1,000;55;;IT03656931205;
INTRA-EX;202403;513881387;MS100192;85111000;IT;PT;10;EXW;11;3;;0,3;4,000;153;;IT02330960994;
INTRA-EX;202403;513881387;Z1003100;84099100;IT;PT;10;EXW;11;3;;0,1;4,000;106;;IT02330960994;
INTRA-EX;202403;513881387;AC-200-TB;87088055;IT;PT;10;EXW;11;3;;0,5;1,000;53;;IT03656931205;
INTRA-EX;202403;513881387;BKR8EIX;85111000;NL;PT;10;EXW;11;3;;0,1;20,000;175;;NL002254344B79;
INTRA-EX;202403;513881387;VWR12G7R600FO;84213100;NL;PT;10;EXW;11;3;;0,5;1,000;76;;NL002254344B79;
INTRA-EX;202403;513881387;VWR12G7R600ITBLA;84213100;NL;PT;10;EXW;11;3;;0,8;1,000;76;;NL002254344B79;
INTRA-EX;202403;513881387;VWR1200R601E;84213100;NL;PT;10;EXW;11;3;;5,2;1,000;338;;NL002254344B79;
INTRA-EX;202403;513881387;03K906051;90269000;NL;PT;10;EXW;11;3;;0,1;4,000;54;;NL002254344B79;
INTRA-EX;202403;513881387;EVE-B58-CF-INT;84213100;NL;PT;10;EXW;11;3;;5;1,000;928;;NL002254344B79;
INTRA-EX;202403;513881387;AC-MK7-MD;87089997;NL;PT;10;EXW;11;3;;0,4;1,000;43;;NL002241494B08;
INTRA-EX;202403;513881387;PF04;90262020;NL;PT;10;EXW;11;3;;0,2;1,000;159;;NL002241494B08;
INTRA-EX;202403;513881387;BKR7EIX;85111000;NL;PT;10;EXW;11;3;;0,1;4,000;34;;NL002254344B79;
INTRA-EX;202403;513881387;9-354-1025;84133080;NL;PT;10;EXW;11;3;;0,8;1,000;161;;NL002254344B79;
INTRA-EX;202403;513881387;VWR121001;842131000;NL;PT;10;EXW;11;3;;2;1,000;247;;NL002254344B79;
INTRA-EX;202403;513881387;VWR130006;84099100;NL;PT;10;EXW;11;3;;0,3;1,000;40;;NL002254344B79;
INTRA-EX;202403;513881387;R7437-9;85111000;NL;PT;10;EXW;11;3;;0,1;17,000;598;;NL002254344B79;
INTRA-EX;202403;513881387;VWR31G70R;87088035;NL;PT;10;EXW;11;3;;9,5;1,000;161;;NL002254344B79;
INTRA-EX;202403;513881387;VWR1200R600E;84213100;NL;PT;10;EXW;11;3;;5,2;1,000;309;;NL002254344B79;
INTRA-EX;202403;513881387;SILFER8C7ES;85111000;NL;PT;10;EXW;11;3;;0,1;5,000;57;;NL002254344B79;
INTRA-EX;202403;513881387;VWR810000;87089997;NL;PT;10;EXW;11;3;;0,2;5,000;86;;NL002254344B79;
INTRA-EX;202403;513881387;VWR800001;58109210;NL;PT;10;EXW;11;3;;0,1;2,000;14;;NL002254344B79;
INTRA-EX;202403;513881387;VWR17G7R600;40091100;NL;PT;10;EXW;11;3;;0,2;2,000;76;;NL002254344B79;
INTRA-EX;202403;513881387;VWR12G7R600ITBLA;84213100;NL;PT;10;EXW;11;3;;0,8;2,000;152;;NL002254344B79;
INTRA-EX;202403;513881387;VWR1200R601E;84213100;NL;PT;10;EXW;11;3;;5,2;1,000;338;;NL002254344B79;
INTRA-EX;202403;513881387;VWR120000;84213100;NL;PT;10;EXW;11;3;;1;2,000;51;;NL002254344B79;
INTRA-EX;202403;513881387;SVXC059;87089235;NL;PT;10;EXW;11;3;;2,1;1,000;162;;NL002241494B08;
INTRA-EX;202403;513881387;L3P3BG2X;87089997;NL;PT;10;EXW;11;3;;0,3;1,000;252;;NL002241494B08;
INTRA-EX;202403;513881387;AC-200-CP-4;84099100;NL;PT;10;EXW;11;3;;1;1,000;81;;QV999999999999;
INTRA-EX;202403;513881387;SVW0630-4P-BK;87083091;NL;PT;10;EXW;11;3;;0,5;1,000;76;;QV999999999999;
INTRA-EX;202403;513881387;RBF660;27101999;NL;PT;10;EXW;11;3;;0,6;3,000;35;;QV999999999999;
INTRA-EX;202403;513881387;AC-200-CP;84099100;NL;PT;10;EXW;11;3;;0,3;4,000;54;;NL002241494B08;
INTRA-EX;202403;513881387;216EVOBO;90262020;NL;PT;10;EXW;11;3;;0,3;1,000;49;;NL002241494B08;
INTRA-EX;202403;513881387;MMBCC-F80-15CBE;87089997;ES;PT;10;EXW;11;3;;1,4;1,000;187;;ESB88553946;
INTRA-EX;202403;513881387;VWR810002;87089997;ES;PT;10;EXW;11;3;;0,5;1,000;56;;ESB88553946;
INTRA-EX;202403;513881387;MMAI-BRZ-13BBL;84213100;ES;PT;10;EXW;11;3;;4,4;1,000;208;;ESB66283003;
INTRA-EX;202403;513881387;MMFS-350Z-03;84149000;ES;PT;10;EXW;11;3;;5,8;1,000;140;;ESB66283003;
INTRA-EX;202403;513881387;9-651-1026;84133080;ES;PT;10;EXW;11;3;;0,5;1,000;103;;ESB66283003;
INTRA-EX;202403;513881387;9-201-0791;84133080;ES;PT;10;EXW;11;3;;0,5;1,000;70;;ESB66283003;
INTRA-EX;202403;513881387;9-201-0847;84133080;ES;PT;10;EXW;11;3;;0,6;1,000;70;;ESB66283003;
INTRA-EX;202403;513881387;MMOC-EVO-01;87089135;ES;PT;10;EXW;11;3;;4,3;1,000;310;;ESB66283003;
INTRA-EX;202403;513881387;FMKTTTRS-BK;40091100;ES;PT;10;EXW;11;3;;1,4;1,000;122;;ESB04855516;
INTRA-EX;202403;513881387;SAU0630-4P-BK;87083091;ES;PT;10;EXW;11;3;;0,5;1,000;55;;ESB04855516;
INTRA-EX;202403;513881387;10.127.100K;84132000;ES;PT;10;EXW;11;3;;0,3;2,000;507;;ESB67497925;
INTRA-EX;202403;513881387;MMRAD-E46-323;87089997;ES;PT;10;EXW;11;3;;7,2;1,000;217;;ES18062887K;
INTRA-EX;202403;513881387;VWR120010;40091100;ES;PT;10;EXW;11;3;;1,4;1,000;178;;ESB04855516;
INTRA-EX;202403;513881387;CTS-HX-006;87089135;ES;PT;10;EXW;11;3;;6;1,000;249;;ESB45759685;
INTRA-EX;202403;513881387;FM225IND-BK;40093100;ES;PT;10;EXW;11;3;;1;1,000;178;;QV999999999999;
INTRA-EX;202403;513881387;70017-AM107;84213100;ES;PT;10;EXW;11;3;;0,7;1,000;41;;QV999999999999;
INTRA-EX;202403;513881387;TS-0223-1063;87089997;ES;PT;10;EXW;11;3;;0,4;1,000;233;;QV999999999999;
INTRA-EX;202403;513881387;FMKT135F20;87089997;ES;PT;10;EXW;11;3;;0,7;1,000;98;;QV999999999999;
INTRA-EX;202403;513881387;AC-N55-TP;40091100;ES;PT;10;EXW;11;3;;1,7;1,000;148;;QV999999999999;
INTRA-EX;202403;513881387;MMEXH-MUS8-15HP;87089235;ES;PT;10;EXW;11;3;;5;1,000;189;;ESB96394523;
INTRA-EX;202403;513881387;216CLSDWAOT-R;87089997;ES;PT;10;EXW;11;3;;0,4;1,000;49;;QV999999999999;
INTRA-EX;202403;513881387;MMHP-ASHB-2424;87089997;ES;PT;10;EXW;11;3;;0,3;3,000;88;;QV999999999999;
INTRA-EX;202403;513881387;FMKT135F20;87089997;ES;PT;10;EXW;11;3;;0,7;1,000;98;;QV999999999999;
INTRA-EX;202403;513881387;AC-N55-TP;40091100;ES;PT;10;EXW;11;3;;1,7;1,000;148;;QV999999999999;
INTRA-EX;202403;513881387;VWR69G7KIT;87083091;ES;PT;10;EXW;11;3;;0,5;1,000;148;;QV999999999999;
INTRA-EX;202403;513881387;UR-TW2-3047;87088055;ES;PT;10;EXW;11;3;;3;1,000;128;;QV999999999999;
INTRA-EX;202403;513881387;06E898001-4;85111000;ES;PT;10;EXW;11;3;;1,2;1,000;104;;QV999999999999;
INTRA-EX;202403;513881387;SVW0610-4P-BK;87083091;ES;PT;10;EXW;11;3;;0,5;1,000;76;;QV999999999999;
INTRA-EX;202403;513881387;RBF600;27101999;ES;PT;10;EXW;11;3;;0,6;1,000;9;;QV999999999999;
INTRA-EX;202403;513881387;FMKC010-BL;40093100;ES;PT;10;EXW;11;3;;1;1,000;216;;QV999999999999;
INTRA-EX;202403;513881387;U3P3A8JX;87089997;ES;PT;10;EXW;11;3;;1;1,000;322;;ESB72435332;
INTRA-EX;202403;513881387;JSK-101-DD;84213100;ES;PT;10;EXW;11;3;;4,5;1,000;227;;QV999999999999;
INTRA-EX;202403;513881387;MS100208-5;84099100;ES;PT;10;EXW;11;3;;1,4;1,000;156;;ESB66224692;
INTRA-EX;202403;513881387;AC-250-CH-RD;40093100;ES;PT;10;EXW;11;3;;2,4;1,000;194;;ESB66224692;
INTRA-EX;202403;513881387;CTS-IT-250;84213100;ES;PT;10;EXW;11;3;;6,2;1,000;322;;ESB66224692;
INTRA-EX;202403;513881387;03K906051;90269000;ES;PT;10;EXW;11;3;;0,1;1,000;19;;ESB66224692;
INTRA-EX;202403;513881387;FMKTTTRS-RD;;ES;PT;10;EXW;11;3;;0,1;1,000;173;;ESB66224692;
INTRA-EX;202403;513881387;MMRT-MUS-15E;87089997;ES;PT;10;EXW;11;3;;3,4;1,000;164;;QV999999999999;
INTRA-EX;202403;513881387;06K103484F;87089997;ES;PT;10;EXW;11;3;;0,1;1,000;6;;QV999999999999;
INTRA-EX;202403;513881387;200001059;87089997;ES;PT;10;EXW;11;3;;18;1,000;1186;;ESB04855516;
INTRA-EX;202403;513881387;CTS-HW-0242;70102000;ES;PT;10;EXW;11;3;;0,5;1,000;62;;QV999999999999;
INTRA-EX;202403;513881387;BKR8EIX-4;85111000;ES;PT;10;EXW;11;3;;0,2;1,000;39;;QV999999999999;
INTRA-EX;202403;513881387;AC-200-OSA;87089997;ES;PT;10;EXW;11;3;;0,2;1,000;27;;QV999999999999;
INTRA-EX;202403;513881387;2Q0121321A;87089997;ES;PT;10;EXW;11;3;;0,2;1,000;8;;QV999999999999;
INTRA-EX;202403;513881387;FMMK7INDH-RD;40093100;ES;PT;10;EXW;11;3;;0,8;1,000;71;;QV999999999999;
INTRA-EX;202403;513881387;CI100039;40091100;ES;PT;10;EXW;11;3;;2;1,000;237;;QV999999999999;
INTRA-EX;202403;513881387;FMSS114-GR;87089997;ES;PT;10;EXW;11;3;;0,1;1,000;7;;QV999999999999;
INTRA-EX;202403;513881387;1K0253144AE;87089997;ES;PT;10;EXW;11;3;;0,3;1,000;8;;QV999999999999;
INTRA-EX;202403;513881387;CTS-IT-105R;84213100;ES;PT;10;EXW;11;3;;5;1,000;254;;QV999999999999;
INTRA-EX;202403;513881387;06E898001-4;85111000;ES;PT;10;EXW;11;3;;1,2;1,000;104;;QV999999999999;
INTRA-EX;202403;513881387;BKR8EIX-4;85111000;ES;PT;10;EXW;11;3;;0,2;1,000;39;;QV999999999999;
INTRA-EX;202403;513881387;ASKC;33030010;ES;PT;10;EXW;11;3;;0,1;1,000;1;;QV999999999999;
INTRA-EX;202403;513881387;UR-RU4-2987;87088055;ES;PT;10;EXW;11;3;;3,3;1,000;159;;QV999999999999;
INTRA-EX;202403;513881387;MS100208-4;84099100;ES;PT;10;EXW;11;3;;1,1;1,000;123;;QV999999999999;
INTRA-EX;202403;513881387;SILZKGR8B8S-6;85111000;ES;PT;10;EXW;11;3;;0,2;1,000;57;;QV999999999999;
INTRA-EX;202403;513881387;AC-R56-TB;87089997;ES;PT;10;EXW;11;3;;0,4;1,000;59;;QV999999999999;
INTRA-EX;202403;513881387;AC-R56-IC;84198998;ES;PT;10;EXW;11;3;;10,5;1,000;290;;QV999999999999;
INTRA-EX;202403;513881387;JSK-123-RD;84213100;ES;PT;10;EXW;11;3;;2;1,000;185;;QV999999999999;
INTRA-EX;202403;513881387;SSE0428-4P-BK;87083091;ES;PT;10;EXW;11;3;;0,5;1,000;55;;ES48924146H;
INTRA-EX;202403;513881387;AC-200-CFA;87089997;ES;PT;10;EXW;11;3;;0,1;1,000;16;;ES48924146H;
INTRA-EX;202403;513881387;AC-MK7-IND-RD;40091100;ES;PT;10;EXW;11;3;;0,9;2,000;65;;ES48924146H;
INTRA-EX;202403;513881387;AC-MK7-IND-BK;40091100;ES;PT;10;EXW;11;3;;0,9;2,000;65;;ES48924146H;
INTRA-EX;202403;513881387;1K0121407A;87089997;ES;PT;10;EXW;11;3;;0,8;1,000;7;;ES48924146H;
INTRA-EX;202403;513881387;06J103600AF;84099100;ES;PT;10;EXW;11;3;;2,5;1,000;14;;ES48924146H;
INTRA-EX;202403;513881387;EVE-N55V2-CF-INT;84213100;ES;PT;10;EXW;11;3;;5,1;1,000;985;;ESB19296938;
INTRA-EX;202403;513881387;VWR190002;87089997;ES;PT;10;EXW;11;3;;0,2;1,000;49;;ES44534463T;
INTRA-EX;202403;513881387;SMNC014;87089997;ES;PT;10;EXW;11;3;;8,2;1,000;351;;ES28841101K;
INTRA-EX;202403;513881387;EVE-W210-FTR;84213100;ES;PT;10;EXW;11;3;;0,6;1,000;79;;QV999999999999;
INTRA-EX;202403;513881387;PLFR5A-11-6;85111000;ES;PT;10;EXW;11;3;;0,3;2,000;105;;QV999999999999;
INTRA-EX;202403;513881387;AC-300-CP-6;84099100;ES;PT;10;EXW;11;3;;1,6;1,000;104;;ESB42771618;
INTRA-EX;202403;513881387;AC-Z33-CP-6;84099100;ES;PT;10;EXW;11;3;;1,2;1,000;104;;ESB42771618;
INTRA-EX;202403;513881387;FMINDK28RC;84213100;ES;PT;10;EXW;11;3;;1;1,000;78;;QV999999999999;
INTRA-EX;202403;513881387;SHD0012-4P-BK;87083091;ES;PT;10;EXW;11;3;;0,5;1,000;68;;QV999999999999;
INTRA-EX;202403;513881387;RBF600;27101999;ES;PT;10;EXW;11;3;;0,6;2,000;19;;QV999999999999;
INTRA-EX;202403;513881387;JSK-121-BK;84213100;ES;PT;10;EXW;11;3;;3,8;1,000;267;;ESB86420924;
INTRA-EX;202403;513881387;FM225AH-BK;40093100;ES;PT;10;EXW;11;3;;0,3;1,000;43;;ESB08910770;
INTRA-EX;202403;513881387;ATMSREN7;87089997;ES;PT;10;EXW;11;3;;0,9;1,000;117;;ES35573979V;
INTRA-EX;202403;513881387;SBMC066;87089235;FR;PT;10;EXW;11;3;;2;1,000;173;;FR90912665460;
INTRA-EX;202403;513881387;EVE-ST38V8S-CF-ENG;87089997;FR;PT;10;EXW;11;3;;1,3;1,000;428;;FR26750353237;
INTRA-EX;202403;513881387;EVE-GR4-CF-INT;84213100;FR;PT;10;EXW;11;3;;5,7;1,000;975;;FR26750353237;
INTRA-EX;202403;513881387;10.127.101K;84133080;FR;PT;10;EXW;11;3;;0,3;1,000;339;;QV999999999999;
INTRA-EX;202403;513881387;VWR12G7R600ITBLA;84213100;FR;PT;10;EXW;11;3;;0,8;1,000;109;;QV999999999999;
INTRA-EX;202403;513881387;VWR12G7R601FO;842131000;FR;PT;10;EXW;11;3;;0,9;1,000;150;;QV999999999999;
INTRA-EX;202403;513881387;AC-MK7-MD;87089997;FR;PT;10;EXW;11;3;;0,4;1,000;65;;QV999999999999;
INTRA-EX;202403;513881387;AC-MK7-INLET;40091100;FR;PT;10;EXW;11;3;;0,3;1,000;67;;QV999999999999;
INTRA-EX;202403;513881387;AC-N54-TP;40091100;FR;PT;10;EXW;11;3;;1,7;2,000;247;;FR35504243288;
INTRA-EX;202403;513881387;SILZKBR8D8S-6;84099100;FR;PT;10;EXW;11;3;;0,2;4,000;249;;FR35504243288;
INTRA-EX;202403;513881387;CTS-IGN-008;84099100;FR;PT;10;EXW;11;3;;0,3;6,000;210;;FR35504243288;
INTRA-EX;202403;513881387;6B1584H-STD;40091100;FR;PT;10;EXW;11;3;;0,4;2,000;269;;FR35504243288;
INTRA-EX;202403;513881387;BKR8EIX-4;85111000;FR;PT;10;EXW;11;3;;0,2;1,000;40;;QV999999999999;
INTRA-EX;202403;513881387;MS100204-4;84099100;FR;PT;10;EXW;11;3;;1,2;1,000;184;;QV999999999999;
INTRA-EX;202403;513881387;AC-MK8-DP;87089235;FR;PT;10;EXW;11;3;;8,3;1,000;322;;QV999999999999;
INTRA-EX;202403;513881387;KCA472;87088035;FR;PT;10;EXW;11;3;;1,7;1,000;182;;QV999999999999;
INTRA-EX;202403;513881387;FMDVMK7A-A;87089997;FR;PT;10;EXW;11;3;;0,6;1,000;203;;QV999999999999;
INTRA-EX;202403;513881387;TS-0203-1261;87089997;FR;PT;10;EXW;11;3;;0,4;1,000;122;;QV999999999999;
INTRA-EX;202403;513881387;CTS-EXH-TP-0007;87089235;FR;PT;10;EXW;11;3;;3;1,000;149;;QV999999999999;
INTRA-EX;202403;513881387;AC-UNI-WD;87089997;FR;PT;10;EXW;11;3;;0,1;1,000;13;;QV999999999999;
INTRA-EX;202403;513881387;022905715B-6;84099100;FR;PT;10;EXW;11;3;;1,4;1,000;161;;QV999999999999;
INTRA-EX;202403;513881387;IZKR7B-6;85111000;FR;PT;10;EXW;11;3;;0,2;1,000;55;;QV999999999999;
INTRA-EX;202403;513881387;CTS-HW-0242;70102000;FR;PT;10;EXW;11;3;;0,5;1,000;62;;QV999999999999;
INTRA-EX;202403;513881387;"THE-8V 001 02";87089997;FR;PT;10;EXW;11;3;;2,3;1,000;221;;QV999999999999;
INTRA-EX;202403;513881387;FMIND32A3-BL;84213100;FR;PT;10;EXW;11;3;;4,1;1,000;259;;QV999999999999;
INTRA-EX;202403;513881387;BMR94Z;87088055;FR;PT;10;EXW;11;3;;2,6;1,000;211;;QV999999999999;
INTRA-EX;202403;513881387;BMF65Z;87088055;FR;PT;10;EXW;11;3;;3,3;1,000;183;;QV999999999999;
INTRA-EX;202403;513881387;FMTUBL4;87089997;FR;PT;10;EXW;11;3;;0,6;1,000;126;;QV999999999999;
INTRA-EX;202403;513881387;TS-0223-1094;87089997;FR;PT;10;EXW;11;3;;0,4;1,000;216;;QV999999999999;
INTRA-EX;202403;513881387;SILZKBR8D8S-6;84099100;FR;PT;10;EXW;11;3;;0,2;1,000;62;;QV999999999999;
INTRA-EX;202403;513881387;FD31;87089235;FR;PT;10;EXW;11;3;;4,1;1,000;338;;QV999999999999;
INTRA-EX;202403;513881387;AC-FIST7-BAD;87089997;FR;PT;10;EXW;11;3;;0,5;1,000;59;;QV999999999999;
INTRA-EX;202403;513881387;058253039L;87089997;FR;PT;10;EXW;11;3;;0,1;2,000;11;;QV999999999999;
INTRA-EX;202403;513881387;613182.654150;87089997;FR;PT;10;EXW;11;3;;0,5;1,000;73;;QV999999999999;
INTRA-EX;202403;513881387;SILZKGR8B8S-4;84099100;FR;PT;10;EXW;11;3;;0,2;1,000;38;;QV999999999999;
INTRA-EX;202403;513881387;CTS-IGN-009;84099100;FR;PT;10;EXW;11;3;;0,3;4,000;127;;QV999999999999;
INTRA-EX;202403;513881387;06E898001-6;85111000;FR;PT;10;EXW;11;3;;1,9;1,000;157;;QV999999999999;
INTRA-EX;202403;513881387;LFR6AIX-11-6;85111000;FR;PT;10;EXW;11;3;;0,3;1,000;58;;QV999999999999;
INTRA-EX;202403;513881387;FMDV14T;84814090;FR;PT;10;EXW;11;3;;0,2;1,000;63;;QV999999999999;
INTRA-EX;202403;513881387;AC-200-VRH-RD;40093100;FR;PT;10;EXW;11;3;;0,6;1,000;23;;QV999999999999;
INTRA-EX;202403;513881387;AC-200-DB;87089997;FR;PT;10;EXW;11;3;;0,6;1,000;70;;QV999999999999;
INTRA-EX;202403;513881387;06F129101P;84814090;FR;PT;10;EXW;11;3;;0,2;1,000;17;;QV999999999999;
INTRA-EX;202403;513881387;06F103483E;87089235;FR;PT;10;EXW;11;3;;0,1;1,000;8;;QV999999999999;
INTRA-EX;202403;513881387;FMACVAG06;84099100;FR;PT;10;EXW;11;3;;0,6;1,000;141;;QV999999999999;
INTRA-EX;202403;513881387;TS-0223-1063;87089997;FR;PT;10;EXW;11;3;;0,4;1,000;235;;FR50804578573;
INTRA-EX;202403;513881387;BKR8EIX-4;85111000;FR;PT;10;EXW;11;3;;0,2;1,000;40;;FR50804578573;
INTRA-EX;202403;513881387;E10-35-020-02-22;73202081;FR;PT;10;EXW;11;3;;8,5;1,000;135;;QV999999999999;
INTRA-EX;202403;513881387;CI100054;40091100;FR;PT;10;EXW;11;3;;4,2;1,000;224;;QV999999999999;
INTRA-EX;202403;513881387;D650-0003-6;84099100;FR;PT;10;EXW;11;3;;1,8;1,000;171;;FR35504243288;
INTRA-EX;202403;513881387;HMP-526;84099100;FR;PT;10;EXW;11;3;;0,2;1,000;74;;FR35504243288;
INTRA-EX;202403;513881387;KLC163;87088035;FR;PT;10;EXW;11;3;;0,9;1,000;114;;FR35504243288;
INTRA-EX;202403;513881387;FMKT135F20;87089997;FR;PT;10;EXW;11;3;;0,7;1,000;99;;FR35504243288;
INTRA-EX;202403;513881387;6B1584H-STD;40091100;FR;PT;10;EXW;11;3;;0,4;1,000;134;;FR35504243288;
INTRA-EX;202403;513881387;CTS-IGN-008;84099100;FR;PT;10;EXW;11;3;;0,3;31,000;1086;;FR35504243288;
INTRA-EX;202403;513881387;SILZKBR8D8S-6;84099100;FR;PT;10;EXW;11;3;;0,2;3,000;187;;FR35504243288;
INTRA-EX;202403;513881387;EVE-ST38V8S-CF-INT;84213100;FR;PT;10;EXW;11;3;;7,2;1,000;1699;;FR26750396111;
INTRA-EX;202403;513881387;BKR8EIX-4;85111000;FR;PT;10;EXW;11;3;;0,2;2,000;80;;QV999999999999;
INTRA-EX;202403;513881387;UR-TW2-3047;87088055;FR;PT;10;EXW;11;3;;3;1,000;129;;QV999999999999;
INTRA-EX;202403;513881387;CG85-02-0023;84213100;FR;PT;10;EXW;11;3;;4;1,000;316;;QV999999999999;
INTRA-EX;202403;513881387;AC-200-CFA-KIT;87089997;FR;PT;10;EXW;11;3;;0,1;1,000;32;;QV999999999999;
INTRA-EX;202403;513881387;AC-200-HS;87089997;FR;PT;10;EXW;11;3;;0,5;1,000;22;;QV999999999999;
INTRA-EX;202403;513881387;06E898001-4;85111000;FR;PT;10;EXW;11;3;;1,2;1,000;104;;QV999999999999;
INTRA-EX;202403;513881387;BKR7EIX-4;84099100;FR;PT;10;EXW;11;3;;0,8;1,000;38;;QV999999999999;
INTRA-EX;202403;513881387;AC-MK7-CP-5;84099100;FR;PT;10;EXW;11;3;;1,3;1,000;140;;FR21342944667;
INTRA-EX;202403;513881387;9-655-1025;84133080;FR;PT;10;EXW;11;3;;0,8;1,000;165;;QV999999999999;
INTRA-EX;202403;513881387;238EVOOT-PK-R;90269000;FR;PT;10;EXW;11;3;;0,6;1,000;66;;QV999999999999;
INTRA-EX;202403;513881387;SNN0910-1P-BK;87083091;FR;PT;10;EXW;11;3;;0,3;1,000;23;;QV999999999999;
INTRA-EX;202403;513881387;ACSP1;84099100;FR;PT;10;EXW;11;3;;0,5;1,000;22;;QV999999999999;
INTRA-EX;202403;513881387;JE-338094;87082910;FR;PT;10;EXW;11;3;;3,6;1,000;1041;;FR35504243288;
INTRA-EX;202403;513881387;R-BMW-018-I;84099100;FR;PT;10;EXW;11;3;;3,6;1,000;693;;FR35504243288;
INTRA-EX;202403;513881387;EVE-E9X-CF-INT;84213100;FR;PT;10;EXW;11;3;;3;1,000;749;;FR95817660202;
INTRA-EX;202403;513881387;MMTS-MIA-99;90321020;FR;PT;10;EXW;11;3;;0,1;1,000;44;;QV999999999999;
INTRA-EX;202403;513881387;UR-RE2-081;87088055;FR;PT;10;EXW;11;3;;2,5;1,000;110;;QV999999999999;
INTRA-EX;202403;513881387;KCA417;87089997;FR;PT;10;EXW;11;3;;0,4;1,000;26;;QV999999999999;
INTRA-EX;202403;513881387;1K0253144BD;40091100;FR;PT;10;EXW;11;3;;0,2;1,000;9;;QV999999999999;
