REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
48004-AK001;1;69.3064;69.3064
50-1200;12;64.1814;770.1768
500001005;1;447.1378;447.1378
500001010;3;408.2698;1224.8094
500001014;1;217.054;217.054
500001018;1;335.9212;335.9212
500001024;1;558.0838;558.0838
500001031;1;1028.444;1028.444
50003-M45-HL;47;10.2336;480.9792
50003-M45-XL;16;10.2336;163.7376
50003-M45REL;4;16.1704;64.6816
50003-M50-HL;62;10.2336;634.4832
50003-M55RET;4;16.1704;64.6816
50003-MR45HLZ;36;12.2098;439.5528
50003-MR45XLZ;16;12.2098;195.3568
51003-AK125;11;9.1922;101.1142
51007-AK473;1;67.896;67.896
52004-AK003;15;18.3844;275.766
52004-AK009;10;18.3844;183.844
52006-AK004;7;5.8302;40.8114
52009-AK005;14;9.1922;128.6908
52009-AK011;8;13.4398;107.5184
564270C20;1;215.7584;215.7584
566270C20;1;215.7584;215.7584
566541A;1;150.88;150.88
5w30;20;18.6468;372.936
5W40;36;17.7776;639.9936
6-01-G;5;11.7752;58.876
6-03-0702;2;61.5492;123.0984
6-1001-FRB;4;74.8332;299.3328
6-1002-FRB;4;52.3652;209.4608
6-FPD-8AN;3;33.1034;99.3102
60AV06;1;205.0902;205.0902
60FO06;1;228.165;228.165
60FO19;1;228.165;228.165
60MA03;1;228.165;228.165
60MA07;1;244.4584;244.4584
60MN01;2;219.7354;439.4708
60PE10;1;228.165;228.165
60RE08;1;260.8256;260.8256
613182.654150;23;37.1952;855.4896
615160;2;191.8554;383.7108
615187;2;214.881;429.762
7-400;2;70.4052;140.8104
7-402;2;70.4052;140.8104
7-404;1;74.8332;74.8332
7-500;2;79.2612;158.5224
7-502;2;70.4052;140.8104
7-804;3;119.1132;357.3396
7-900;3;96.9732;290.9196
7-902;3;96.9732;290.9196
70017-AF101;5;25.1084;125.542
70017-AH004;4;15.5144;62.0576
70017-AH111;4;20.459;81.836
70017-AM105;2;21.9268;43.8536
70017-AM107;2;17.8186;35.6372
70017-AN101;9;21.9268;197.3412
70017-AN104;6;38.9008;233.4048
70017-AN105;4;36.3014;145.2056
70017-AT111;1;21.9268;21.9268
70017-AT120;6;20.459;122.754
70017-AT130;3;26.076;78.228
70017-AT131;3;30.7664;92.2992
70017-AT132;3;15.5144;46.5432
70017-AZ101;6;20.459;122.754
70017-AZ104;7;38.9008;272.3056
70018-AM001;1;123.7708;123.7708
70018-AN007;1;502.1516;502.1516
70020-AF105;1;158.424;158.424
70020-AF108;1;178.227;178.227
70020-AH110;1;332.4034;332.4034
70020-AM103;3;234.3314;702.9942
70020-AN101;1;289.9766;289.9766
70020-AN105;1;260.7354;260.7354
70020-AN106;1;547.883;547.883
70020-AN107;2;558.7316;1117.4632
70020-AT115;1;300.3414;300.3414
70020-AZ108;1;260.7354;260.7354
70020-DH101;3;313.5434;940.6302
70026-AT001;1;211.232;211.232
70026-AT006;1;313.5434;313.5434
70026-AT007;2;72.611;145.222
70026-AT008;1;155.1276;155.1276
70026-AT009;1;72.611;72.611
70027-AH001;7;19.803;138.621
70027-AT001;3;19.803;59.409
70028-AT001;1;572.8766;572.8766
70028-AT002;1;475.272;475.272
70999-AT002;4;72.611;290.444
70999-AT003;2;118.818;237.636
71008-AF003;2;125.419;250.838
71008-AF005;2;158.424;316.848
71008-AF006;3;158.424;475.272
71008-AF013;4;158.424;633.696
71008-AH009;3;228.6816;686.0448
71008-AM011;2;178.227;356.454
71008-AM015;3;204.631;613.893
71008-AN015;2;158.424;316.848
71008-AN027;4;627.095;2508.38
71008-AT020;2;279.9972;559.9944
71008-AT021;3;495.075;1485.225
75W140;22;11.4062;250.9364
80280-AT001;2;522.7992;1045.5984
817754;1;772.0546;772.0546
82292469991;1;20.2212;20.2212
82494;8;105.8784;847.0272
82544;4;129.1254;516.5016
82668;2;293.3222;586.6444
883089.000034;2;724.2732;1448.5464
883089.000035;3;754.7526;2264.2578
883089.000046;2;726.3396;1452.6792
883089.000060;1;679.0912;679.0912
883089.000071;1;669.5136;669.5136
883089.000126;5;724.2732;3621.366
883089.000127;3;754.7526;2264.2578
883089.000135A;2;724.2732;1448.5464
883089.000148;1;687.078;687.078
8D0121403M;7;6.56;45.92
8K0253115K;4;1.64;6.56
9-201-7020;1;185.5332;185.5332
9-250;5;62.3282;311.641
9-250-bracket;5;2.8454;14.227
9-307-1059;11;76.7192;843.9112
9-307-1060;29;76.711;2224.619
9-309-1009-2;2;170.478;340.956
9-350;5;88.8962;444.481
9-350-bracket;4;3.2472;12.9888
9-441-0901;2;117.3092;234.6184
999760.999985;2;328.041;656.082
999792.999954;1;330.1074;330.1074
A1000004;7;2.5748;18.0236
A1000008;13;7.7244;100.4172
AB65HCTR;1;234.192;234.192
AB80SFRS2;1;282.9;282.9
AC-14-BT;97;8.2;795.4
AC-180-CAN;21;3.69;77.49
AC-180-DB;23;7.011;161.253
AC-180-EM;69;11.9556;824.9364
AC-180-EXM;6;116.604;699.624
AC-18FW-DP;14;41.328;578.592
AC-190-DP;7;184.5;1291.5
AC-200-BT;6;8.2;49.2
AC-200-CP;2;6.7896;13.5792
AC-200-DB;25;15.7194;392.985
AC-200-DP;13;45.756;594.828
AC-200-DVBO;68;2.05;139.4
AC-200-EM;28;11.9556;334.7568
AC-200-HPFP;1;185.9514;185.9514
AC-200-HS;15;7.011;105.165
AC-200-IT;33;51.66;1704.78
AC-200-LMI;10;11.07;110.7
AC-200-ND;15;1.6236;24.354
AC-200-OSA;17;12.505;212.585
AC-200-PCVCC;61;9.84;600.24
AC-200-PP;39;22.14;863.46
AC-200-QS;74;19.188;1419.912
AC-200-SF;13;44.28;575.64
AC-200-TB;80;20.4836;1638.688
AC-200-TM;10;10.332;103.32
AC-200-TP;77;22.14;1704.78
AC-200-VRA;58;4.428;256.824
AC-200K03-MD;15;17.22;258.3
AC-200K04-MD;8;15.498;123.984
AC-200K04-OT;11;25.83;284.13
AC-200R-DP;52;59.04;3070.08
AC-204-FU;11;35.424;389.664
AC-211-CFA;124;3.1734;393.5016
AC-211-IT;49;51.66;2531.34
AC-211-OT;21;25.83;542.43
AC-250-IP;15;40.59;608.85
AC-250-THK;3;10.2008;30.6024
AC-27-CB;6;127.1;762.6
AC-27-DEL;32;4.797;153.504
AC-27-DP;9;118.9;1070.1
AC-27-TI;22;55.35;1217.7
AC-27-YH;14;23.5832;330.1648
AC-300-CP;226;6.273;1417.698
AC-45-BT;10;10.8486;108.486
AC-45-DP;17;88.56;1505.52
AC-45-DPCAT;1;143.91;143.91
AC-45-IC;13;169.74;2206.62
AC-45-TB;69;30.0776;2075.3544
AC-451-RAD;22;147.6;3247.2
AC-452-RAD;12;66.42;797.04
AC-500-DP;9;44.28;398.52
AC-500-QS;28;6.273;175.644
AC-500-TB;84;16.0556;1348.6704
AC-AU-04BK;63;5.904;371.952
AC-B48-BT;3;11.808;35.424
AC-B58-IC;7;131.364;919.548
AC-B58-INLET;43;40.59;1745.37
AC-B82-DP;7;36.9;258.3
AC-BM-ODP;154;1.845;284.13
AC-C8RS-DP;1;185.976;185.976
AC-DAZA-IM;2;900.36;1800.72
AC-F56-IC;14;122.508;1715.112
AC-FA20-OSA;11;11.9966;131.9626
AC-FI7-RU;3;18.86;56.58
AC-FIST7-BAD;60;12.546;752.76
AC-FIST7-QS;19;6.15;116.85
AC-HD1-FU;3;18.86;56.58
AC-IS-TB;128;18.819;2408.832
AC-M2F-MP;5;250.92;1254.6
AC-MK7-BT;64;8.856;566.784
AC-MK7-CL;77;18.819;1449.063
AC-MK7-CP;82;6.4944;532.5408
AC-MK7-CP-BL;115;6.4944;746.856
AC-MK7-FPT;16;2.3616;37.7856
AC-MK7-GFH;23;11.808;271.584
AC-MK7-HPFP;16;182.2614;2916.1824
AC-MK7-IM;7;180.81;1265.67
AC-MK7-IT;67;77.49;5191.83
AC-MK7-MD;18;14.022;252.396
AC-MK7-OC;185;11.07;2047.95
AC-MK7-RL;58;10.701;620.658
AC-MK7-RU;22;17.712;389.664
AC-MK7-TI;43;25.83;1110.69
AC-MK8-DP;1;92.25;92.25
AC-MK8-MD;87;19.557;1701.459
AC-MK8R-DP;9;99.63;896.67
AC-MUS8-EXMDP;2;291.51;583.02
AC-N54-CC;50;22.14;1107
AC-N54-DP;7;92.25;645.75
AC-N54-TB;31;61.992;1921.752
AC-N54-TP;9;44.28;398.52
AC-N55-3IC;8;182.286;1458.288
AC-N55-INLET;25;40.59;1014.75
AC-N55-TP;39;59.04;2302.56
AC-NA-FU;2;22.14;44.28
AC-OPC-DP;20;33.21;664.2
AC-R53-IC;8;41.328;330.624
AC-R56-IC;6;118.08;708.48
AC-R56-TB;46;19.926;916.596
AC-RX8-FU;11;21.402;235.422
AC-RX8-RU;11;21.402;235.422
AC-S1-CF-IP;3;126.4604;379.3812
AC-S55-IC;1;139.482;139.482
AC-S55-INLET;4;99.63;398.52
AC-S55-JP;26;25.83;671.58
AC-S55-MP;8;188.19;1505.52
AC-S55-OTC;89;12.7674;1136.2986
AC-S55-RAD;8;169.74;1357.92
AC-S55-TP;20;62.73;1254.6
AC-S58-FP;4;79.704;318.816
AC-S58-RAD;5;146.862;734.31
AC-S63-IC;10;236.16;2361.6
AC-S63-IT;2;88.56;177.12
AC-S63-TP;2;44.28;88.56
AC-S63.2-DP;9;129.15;1162.35
AC-UNI-WD;16;2.583;41.328
AC-VAG-BC;189;8.118;1534.302
AC-VAG-CC;189;14.76;2789.64
AC-VAG-WB;20;14.76;295.2
AC-W204-EXMDP;5;239.85;1199.25
AC-W205-MP;3;129.15;387.45
AC-W205-RAD;4;287.82;1151.28
AC-WS-15-FK;19;10.5124;199.7356
AC-Z33-CP;258;6.4944;1675.5552
AC-Z33-DP;2;34.44;68.88
AC-Z33-FU;2;21.402;42.804
AC-Z33-HHL;5;49.7822;248.911
AC-Z33-QS;10;19.926;199.26
AC-Z33-RL;1;14.76;14.76
ACCLAMP275;33;0.9266;30.5778
ACCLAMP3;44;0.9266;40.7704
ACSP1;88;3.69;324.72
ALP.07.03.0014-1;1;110.6754;110.6754
ALP.07.03.0016-1;1;498.1172;498.1172
ALP.07.04.0023-1;1;461.2172;461.2172
ALP.07.04.0028-2;1;95.9072;95.9072
ALP.07.05.0001-1;1;614.9672;614.9672
ALP.07.06.0001-1;1;41.2952;41.2952
ALP.07.07.0002-1;1;648.3986;648.3986
ALP.07.07.0010-1;1;1239.8318;1239.8318
ALP.07.08.0007-1;1;49.446;49.446
ALP.07.08.0008-1;1;495.9114;495.9114
ALP.07.08.0101-5;1;2656.7672;2656.7672
ALP.07.09.0006-2;1;587.1282;587.1282
ALP.07.13.0002-1;3;94.0622;282.1866
ALP.19.02.0001-1;3;395.5434;1186.6302
ALP.19.05.0001-2;2;442.7672;885.5344
ALP.19.08.0002-1;1;55.3172;55.3172
ALP.19.09.0001-2;4;718.0494;2872.1976
ALP.37.03.0004-2;1;115.128;115.128
AMS-00.06.0108-1;983;0.3034;298.2422
AMS.04.08.0002-1;1;180.7854;180.7854
AMS.04.09.0001-1;1;374.5104;374.5104
AMS.21.09.0002-1;3;55.3172;165.9516
AMS.31.08.0001-2;1;652.3674;652.3674
AMS.38.02.0001-1;2;498.1172;996.2344
AMS.38.08.0001-1;1;589.4488;589.4488
AMS.38.08.0002-1;1;2213.9918;2213.9918
AMS.38.09.0001-1;1;193.6922;193.6922
AMS.38.14.0003-2;1;3819.1172;3819.1172
AMS.39.08.0001-1;1;1383.7172;1383.7172
AMS.39.09.0001-1;1;258.2754;258.2754
AMS.50.06.0001-1;1;38.7204;38.7204
AMS.50.06.0011-1;1;36.1374;36.1374
ARMAAD08VA-A;3;557.928;1673.784
ARMAAD0RS3-A;4;557.928;2231.712
ARMAAD0RS4-1;5;79.54;397.7
ARMAAD0RS6-A;3;625.086;1875.258
ARMAADR6C8-A;3;424.35;1273.05
ARMAADS5B9-A;1;491.139;491.139
ARMABG82M4-5;3;133.4058;400.2174
ARMABM3034-A;3;475.1244;1425.3732
ARMABM8235-A;1;399.8074;399.8074
ARMABM82M4-A;3;890.766;2672.298
ARMABM87M2-A;3;527.67;1583.01
ARMABM90M5-A;1;718.812;718.812
ARMABMF10M-A;1;752.76;752.76
ARMABMW335-A;1;399.4056;399.4056
ARMABMWF30-A;1;491.508;491.508
ARMABZA250G-A;3;361.62;1084.86
ARMABZA250S;1;437.5602;437.5602
ARMABZA450G-A;2;489.294;978.588
ARMABZC63S-A;1;836.4;836.4
ARMABZS63S-A;1;984.984;984.984
ARMAFDFIST-A;3;154.242;462.726
ARMAFDMK30;2;154.242;308.484
ARMAFDMSTG-A;3;235.422;706.266
ARMAFER488-A;1;1826.55;1826.55
ARMAGM82M4-A-3/4;3;641.322;1923.966
ARMAGOLF6R-A;3;377.856;1133.568
ARMAGOLF7G-A;3;442.0292;1326.0876
ARMAHD2000-A;1;330.624;330.624
ARMAHDATYR-A;2;446.49;892.98
ARMAIMPSTI-A;1;361.62;361.62
ARMAMINR60-A;4;272.322;1089.288
ARMAPORS991-A;1;992.2;992.2
ARMASKSC15-A;3;223.614;670.842
ARMATYFT86-A;3;345.384;1036.152
ARMATYPFK8-A;2;446.49;892.98
ARMATYYAGR-A;2;287.82;575.64
ASAF;5437;0.2542;1382.0854
ASKC;2544;0.2952;750.9888
ATEXHFO6;3;103.7792;311.3376
ATEXHHYU1;3;121.4584;364.3752
ATIKBMW2;2;194.9058;389.8116
ATIKFO21;4;92.0778;368.3112
ATIKFO33;3;155.9148;467.7444
ATIKHYU5;2;156.4724;312.9448
ATIKKIA1;1;166.5256;166.5256
ATIKMAZ01;9;114.0374;1026.3366
ATIKMINI04;3;194.9058;584.7174
ATIKNIS01;2;156.4806;312.9612
ATIKVAG8;1;305.1958;305.1958
ATIKYGR01;1;166.5256;166.5256
ATIKYGR02;1;318.2338;318.2338
ATINTBMW20;1;270.1818;270.1818
ATINTBMW4;1;257.3242;257.3242
ATINTBMW7;2;257.316;514.632
ATINTFO12;2;228.6652;457.3304
ATINTFO20;6;171.8966;1031.3796
ATINTFO22;4;226.3774;905.5096
ATINTFO25;6;129.929;779.574
ATINTFO26;2;285.3928;570.7856
ATINTFO52;1;207.3862;207.3862
ATINTFO55;2;256.5042;513.0084
ATINTHYU1;3;262.359;787.077
ATINTHYU4;2;272.2646;544.5292
ATINTKIA1;1;257.316;257.316
ATINTMAZ01;3;245.0734;735.2202
ATINTMAZ02;2;408.8192;817.6384
ATINTMAZ05;1;215.5944;215.5944
ATINTMB02;1;237.7016;237.7016
ATINTMINI01;2;190.486;380.972
ATINTMINI05;3;270.1818;810.5454
ATINTP&C6;1;283.638;283.638
ATINTP&C7;1;283.638;283.638
ATINTP308;2;222.2856;444.5712
ATINTREN1;1;229.2146;229.2146
ATINTREN3;2;272.363;544.726
ATINTREN8;4;294.5686;1178.2744
ATINTVAG11;1;257.3242;257.3242
ATINTVAG12;4;358.053;1432.212
ATINTVAG13;2;270.1818;540.3636
ATINTVAG18;2;517.9776;1035.9552
ATINTVAG19;2;406.6134;813.2268
ATINTVAG28;2;429.2618;858.5236
ATINTVAG35;3;398.3068;1194.9204
ATINTVAG4;1;215.5944;215.5944
ATINTVAG41;2;569.2112;1138.4224
ATINTVAG43;2;542.102;1084.204
ATINTVAG45;2;344.072;688.144
ATINTVAG46;5;133.6436;668.218
ATINTVAG48;2;542.102;1084.204
ATINTVAG6;1;283.6954;283.6954
ATINTVAG7;2;324.7692;649.5384
ATINTVAG8;2;297.9306;595.8612
ATINTYGR1;2;272.2646;544.5292
ATMSBMW13;1;116.6696;116.6696
ATMSBMW7;2;141.4254;282.8508
ATMSBMW8;2;60.967;121.934
ATMSFK802;1;209.305;209.305
ATMSFO104;5;23.3618;116.809
ATMSFO108;4;55.2352;220.9408
ATMSFO123;1;198.0054;198.0054
ATMSFO128;1;108.7074;108.7074
ATMSFO129;1;214.9794;214.9794
ATMSFO130;1;50.881;50.881
ATMSFO132;1;132.5776;132.5776
ATMSFO134;2;90.1426;180.2852
ATMSFO135;2;67.855;135.71
ATMSFO147;4;84.8454;339.3816
ATMSFO25;2;308.7628;617.5256
ATMSFO4;2;49.6756;99.3512
ATMSFO71;2;58.4578;116.9156
ATMSFT1;1;198.0054;198.0054
ATMSHYU3;4;128.9204;515.6816
ATMSHYU4;1;129.56;129.56
ATMSHYU5;3;104.6648;313.9944
ATMSHYU6;5;33.3576;166.788
ATMSHYU7;6;53.1278;318.7668
ATMSHYU8;3;90.1426;270.4278
ATMSKIA4;2;98.6296;197.2592
ATMSMINI10;3;152.7414;458.2242
ATMSMINI5;4;74.825;299.3
ATMSMINI6;3;214.9794;644.9382
ATMSP3081;3;28.2818;84.8454
ATMSREN10;6;84.8454;509.0724
