REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
MMAF-REOIL-RD;16;8.7904;140.6464
CTS-IT-310;4;73.8;295.2
FMKT135F20;4;57.5148;230.0592
VWR31G70RW;4;96.3582;385.4328
VWR610360GUN;8;186.7304;1493.8432
VWR610360SVR;4;186.7304;746.9216
ACCLAMP3;42;0.9266;38.9172
ACCLAMP275;33;0.9266;30.5778
VWR15G701;1;236.8406;236.8406
FMAUTB2;5;170.9454;854.727
FMRCAM;1;146.78;146.78
FMRCAMF56;1;171.93719;171.93719
FMDVST180R;1;98.9084;98.9084
FM207V;1;98.9084;98.9084
FMBM335DV2;1;283.3428;283.3428
FMDVCS14R;3;76.2354;228.7062
VWR19G706;13;31.8734;414.3542
FMDVF20R;3;89.8146;269.4438
FMDVR56A;6;109.8964;659.3784
FMDVR60R;2;93.5292;187.0584
FMDVF20A;4;75.44;301.76
FMDVMCS;2;35.3994;70.7988
VWR12P0GT-FO;3;54.12;162.36
FMDVR60A;3;115.3986;346.1958
10.127.101K;18;162.3354;2922.0372
10.127.203K;51;137.9814;7037.0514
CTS-MM-TAI-3;3;16.2278;48.6834
AC-200-ND;1;1.6236;1.6236
FMINDK40;1;386.6136;386.6136
VIB-1559;112;0.287;32.144
FMCTMK6;5;195.7176;978.588
CTS-HW-0091;13;68.9948;896.9324
VWR30G500;3;185.1232;555.3696
MMICP-RS-16CBK;3;74.0378;222.1134
DI-BM/CA/1;1;626.1028;626.1028
L3P3AC7X;2;166.5092;333.0184
U3P3ZC25;4;209.3132;837.2528
EVE-E46-INT;7;456.576;3196.032
EVE-RS5-INT;3;1193.1;3579.3
EVE-N55V2-CF-INT;5;646.488;3232.44
EVE-F10M5-INT;1;1038.12;1038.12
EVE-F8XMV2-CF-INT;4;1176.864;4707.456
EVE-FLC;19;13.776;261.744
EVE-151-G2-FTR;9;41.82;376.38
EVE-661-G2-FTR;11;41.82;460.02
AC-200-BT;5;8.2;41
RPF-1742;4;16.5148;66.0592
RPF-1806;5;17.343;86.715
RPF-1813;2;17.343;34.686
RPF-1866;2;18.6714;37.3428
RPF-3115;5;16.5148;82.574
RPF-1929;2;29.4872;58.9744
RPF-1721;3;18.6714;56.0142
RPF-1566;4;16.5148;66.0592
RPF-1512;7;17.343;121.401
RPF-1747;7;18.6714;130.6998
RPF-1744;3;16.5148;49.5444
RPF-1846;2;16.5148;33.0296
RPF-1557;4;16.5148;66.0592
RPF-1992;3;16.5148;49.5444
RPF-1251;2;16.5066;33.0132
VWR13G500;5;217.5378;1087.689
VWR19G703;1;34.3252;34.3252
DP-BM/SS/3;2;826.765;1653.53
FMVWQS;14;60.926;852.964
AC-200-SF;9;44.28;398.52
238SMBO270-PK;2;30.1842;60.3684
238SMOT270-C;4;20.9592;83.8368
238SMOP270-PK;6;36.5638;219.3828
216BFWGBOSM;6;13.2512;79.5072
VWR180000;13;5.658;73.554
ATINTVAG28;2;429.2618;858.5236
ATINTVAG18;1;517.9776;517.9776
ATINTVAG15;2;283.6954;567.3908
ATINTVAG12;4;358.053;1432.212
ATINTVAG11;2;257.3242;514.6484
ATINTVAG6;1;297.8732;297.8732
ATINTVAG8;3;297.9306;893.7918
ATINTMINI01;2;190.486;380.972
ATINTMINI05;3;270.1818;810.5454
ATINTMAZ02;2;408.8192;817.6384
ATINTMAZ01;3;245.0734;735.2202
ATINTFO25;3;136.4316;409.2948
ATINTFO26;1;285.3928;285.3928
ATINTFO44;1;293.15;293.15
ATINTFO22;2;226.3774;452.7548
ATINTREN5-BK;3;297.209;891.627
ATINTREN3;1;272.363;272.363
ATINTREN1;2;229.2146;458.4292
ATINTVAG7;2;324.7692;649.5384
EVE-C7RS6-CF-INT;4;1101.096;4404.384
VWR12G7CUP;2;165.312;330.624
JSK-104;2;67.4614;134.9228
001422.999502;5;353.3544;1766.772
613182.654150;12;37.1952;446.3424
002352.999505;1;376.6014;376.6014
FMBGFK12;2;22.7632;45.5264
001394.999502;5;353.3544;1766.772
CTS-EXH-DP-0001-FSI;1;180.3918;180.3918
CTS-TM-MK56-60D;17;44.28;752.76
CTS-IT-180;2;121.7618;243.5236
CTS-DB-MK4-60D;4;16.2278;64.9112
GTHSB-5;369;1.107;408.483
EVE-E9X-CF-INT;5;407.376;2036.88
EVE-B58-CF-INT;5;609.096;3045.48
AC-180-CPA;89;11.07;985.23
420103485B;248;5.74;1423.52
ASAF;5431;0.2542;1380.5602
CTS-AF-275;8;17.7038;141.6304
883089.000038;1;900.4338;900.4338
FMINDK20;1;125.2878;125.2878
VWR12P1GT;2;165.312;330.624
AC-200-TP;56;22.14;1239.84
001939.001707;2;323.3916;646.7832
MMBCC-N55-11CBE;10;102.12444;1021.2444
MMTS-MIA-99;2;24.641;49.282
MMTS-MIA-90L;3;14.2106;42.6318
MMTS-MB62-08L;1;24.641;24.641
001394.999505;2;376.6014;753.2028
002352.999502;7;353.3544;2473.4808
001394.999998;2;345.6054;691.2108
001394.001735;3;365.2362;1095.7086
999760.999985;2;328.041;656.082
001394.999529;1;317.34;317.34
001243.999978;3;367.8192;1103.4576
001243.999533;1;374.535;374.535
000827.999980;2;381.7674;763.5348
001422.999505;3;368.8524;1106.5572
EVE-S1-CF-INT;8;299.628;2397.024
AC-FI7-RU;3;18.86;56.58
FMMK7DP;1;121.2288;121.2288
AC-200-PCVCC;58;9.84;570.72
FMINT11;1;627.3246;627.3246
JS-090-BK;5;33.743;168.715
10.127.203T;27;5.8712;158.5224
AC-Z33-FU;1;21.402;21.402
AC-MK7-RU;18;17.712;318.816
AC-NA-FU;2;22.14;44.28
210001074;1;177.0216;177.0216
CTS-EXH-DP-0014;2;199.2518;398.5036
FMIND12RF;2;21.648;43.296
FMSCPS53TIK;2;82.4346;164.8692
EVE-8VRS3-CF-LHD-INT;5;810.324;4051.62
200001003;1;362.9894;362.9894
CTS-EXH-TP-0009;2;243.5318;487.0636
AC-RX8-RU;10;21.402;214.02
AC-GR-FU;10;22.14;221.4
ATMSFO71;1;58.4578;58.4578
883089.000034;1;726.3396;726.3396
ATINTMB02;2;237.7016;475.4032
PF05;16;118.9;1902.4
CTS-EM-MK45-6-60D;6;44.28;265.68
CTS-HW-0150;4;24.3458;97.3832
AC-RX8-FU;11;21.402;235.422
FMBGFK18;1;47.2648;47.2648
ATINTVAG19;2;406.6134;813.2268
EVE-FK8-CF-INT;1;678.96;678.96
FMDV13A-P;2;103.279;206.558
FMTUBL2;2;47.2812;94.5624
FMCT4;2;157.5466;315.0932
FMTIA1;5;84.255;421.275
FMDV13R-P;1;83.6646;83.6646
216BFWGFPSM;8;21.5086;172.0688
PSHUDOBDII-2;3;36.9;110.7
001267.001683;2;318.7422;637.4844
CTS-EXH-DP-0017;1;243.5318;243.5318
CTS-EXH-DP-0015;3;202.9418;608.8254
CTS-EXH-DP-0003;2;243.5318;487.0636
CTS-SIL-0070;9;29.52;265.68
AC-Z33-RL;1;14.76;14.76
FMDVF500A;1;109.8964;109.8964
EVE-E9X-CF-ARB;2;330.132;660.264
VWR1130RS;3;32.6114;97.8342
VWR1141S4;3;56.58;169.74
VWR30G700;7;244.0484;1708.3388
EVE-F8xM-PF;7;56.088;392.616
MMTS-TC-05L;3;24.6492;73.9476
MMBCC-MS3-07PBE2;2;91.4136;182.8272
MMBCC-370Z-09PBE;2;186.4106;372.8212
MMBCC-350Z-03PBE;7;140.3266;982.2862
MMICP-FOST-13CBK;1;56.8588;56.8588
MMICP-FOST-13HP;1;67.4532;67.4532
MMAI-CTR-17;2;214.7334;429.4668
FMCT2;3;165.3448;496.0344
FMCC1;2;876.99;1753.98
VWR814100;1;192.2244;192.2244
400001006;1;443.6938;443.6938
FMCTMK7;7;179.8014;1258.6098
001423.000685;2;338.373;676.746
3182654196;2;101.7374;203.4748
06F103483E;16;0.656;10.496
AC-200K04-OT;9;25.83;232.47
CTS-HW-0243;4;35.4158;141.6632
CTS-HW-0248;7;35.4158;247.9106
CTS-EXH-DP-0010;2;248.0418;496.0836
AC-27-DP;8;118.9;951.2
AC-N54-DP;4;92.25;369
AC-200R-DP;28;59.04;1653.12
P3ABS;4;34.2432;136.9728
AC-200-DP;5;45.756;228.78
VWR18G700;9;271.8546;2446.6914
FMCCRAD8;2;372.7064;745.4128
FMCCRAD9;1;510.8026;510.8026
1K0253144BD;96;4.018;385.728
CTS-HW-257;3;44.2718;132.8154
VWR3130RS;6;96.3582;578.1492
VWR3141S4;2;98.072;196.144
SVAGX005;4;301.4402;1205.7608
SHDX014;2;292.1742;584.3484
SAUX045;2;370.3612;740.7224
SAUX074;1;287.082;287.082
SVWX036;4;287.082;1148.328
SAUX075;1;282.4162;282.4162
KTA253;3;180.2442;540.7326
SFDX066;3;233.2162;699.6486
SFDX071;3;243.3924;730.1772
SFDX082;1;251.1988;251.1988
SFDX087;1;340.9478;340.9478
SMNX010;1;324.7118;324.7118
SVWX020;1;268.9682;268.9682
SVWX039;1;570.679;570.679
SRNX023;2;163.4014;326.8028
SRNPX027;2;301.4812;602.9624
EVE-B9S5-CF-INT;3;678.96;2036.88
ILFR7H;64;7.9786;510.6304
IZKR7B;50;5.822;291.1
FMINT14;2;366.7122;733.4244
FMTUBL4;3;72.9144;218.7432
SVWX052;2;239.2432;478.4864
SVWX051;2;310.7718;621.5436
SFTC006;9;117.916;1061.244
SAUC079;3;316.807;950.421
SAUC045;5;224.0404;1120.202
883089.000060;1;679.0912;679.0912
SVWC052;1;136.0954;136.0954
U5014;335;15.8178;5298.963
SVAGC005;7;158.5224;1109.6568
SAUC040;3;166.7716;500.3148
SAUC075;3;175.111;525.333
SAUC074;5;166.8208;834.104
SAUC077;2;382.899;765.798
SBMC066;4;109.7488;438.9952
SBMC067;2;109.7488;219.4976
SBMC074;4;211.9782;847.9128
SBMC068;1;145.8411;145.8411
SBMC075;2;199.096;398.192
SFDC073;3;87.3136;261.9408
SFDC071;1;138.8998;138.8998
SFDC082;5;97.0634;485.317
SFDC087;2;182.9174;365.8348
SHDC014;2;162.1222;324.2444
SMNC011;5;82.8774;414.387
034-1ZZ-0002;4;56.1208;224.4832
883089.000046;2;726.3396;1452.6792
SRNPC027;3;165.353;496.059
SRNC022;5;85.3538;426.769
SVWC042;9;158.5224;1426.7016
SVXC062;2;134.1356;268.2712
SVWX043;3;316.5528;949.6584
034-108-3008;2;51.66;103.32
BKR8EIX;318;6.5764;2091.2952
034-509-4000;2;41.2542;82.5084
034-1ZZ-0001;10;120.8844;1208.844
034-108-5000;1;358.34;358.34
FMTUBL5;4;54.7432;218.9728
FMINT12;2;395.3712;790.7424
FMOC10;1;309.8534;309.8534
CTS-HW-308;9;66.4118;597.7062
CTS-TM-AUDI2-50D;2;31.365;62.73
CTS-EM-B8-50D;2;73.8;147.6
CTS-EM-B567-50D;2;35.055;70.11
FMCT3;3;193.561;580.683
883089.000135A;2;724.2732;1448.5464
883089.000126;4;724.2732;2897.0928
SSTS009;2;365.3346;730.6692
SRNC026;4;77.5556;310.2224
034-108-1005;6;316.602;1899.612
034-108-1011;6;198.03;1188.18
SVWC043;2;170.2238;340.4476
R7437-8;125;25.338;3167.25
KTA252;8;225.418;1803.344
CTS-AF-270;3;18.4418;55.3254
KDT952;1;16.2606;16.2606
JSK-122-BK-TI;5;209.9118;1049.559
SBMB050;4;259.2758;1037.1032
WSK-NIS002;3;78.72;236.16
BBF38Z;3;81.7048;245.1144
BBF15Z;3;81.7048;245.1144
BHF78Z;2;72.98;145.96
BHF97Z;5;85.8212;429.106
BMF49Z;3;72.3322;216.9966
BMF54Z;6;70.5446;423.2676
BMF67Z;3;80.4502;241.3506
BMF65Z;6;92.3894;554.3364
BMF63Z;5;62.402;312.01
BNF33Z;5;85.8212;429.106
BSF39Z;2;73.4884;146.9768
BNF40Z;2;151.5032;303.0064
BNF41Z;2;85.8212;171.6424
BSF45XZ;2;89.9212;179.8424
BWF22Z;5;89.9212;449.606
SAU077;1;450.549;450.549
BMF58X;3;100.5976;301.7928
BMF48;2;73.4966;146.9932
SVWC051;4;204.3768;817.5072
BBR38Z;2;77.5966;155.1932
SBMR050;1;255.0282;255.0282
883089.000127;3;754.7526;2264.2578
BHR97Z;4;62.3118;249.2472
BHR87Z;2;100.5976;201.1952
BMR65XXZ;3;100.5976;301.7928
BMR12Z;6;73.4966;440.9796
PLFR5A;30;5.4284;162.852
SBMC050;2;145.8452;291.6904
BMR81Z;5;65.2802;326.401
BMR77Z;3;69.3884;208.1652
BMR94Z;5;106.3458;531.729
BMR92Z;4;81.7048;326.8192
BMR96Z;4;81.7048;326.8192
BNR30Z;4;77.5966;310.3864
SAUC030;2;85.362;170.724
BNR37Z;2;81.7048;163.4096
BNR36XZ;2;81.7048;163.4096
BSR53Z;3;73.4966;220.4898
BSR49XZ;3;81.7048;245.1144
BWR25XZ;4;89.9212;359.6848
SFD073;2;243.3924;486.7848
BKR7EIX;256;6.3468;1624.7808
SAUS030;2;436.4368;872.8736
ATINTMAZ05;2;215.6026;431.2052
ATINTFO20;3;180.4984;541.4952
ATMSFO25;1;308.7628;308.7628
KBR39;1;52.972;52.972
034-101-3066;8;15.826;126.608
KTA255;1;153.9714;153.9714
KLC167A;12;51.3238;615.8856
KLC173;2;51.3156;102.6312
KLC142;6;51.3238;307.9428
KLC204;5;51.824;259.12
KLC217;4;44.3948;177.5792
KLC205;9;44.3948;399.5532
KLC102;5;51.3238;256.619
KLC110;4;51.3156;205.2624
KLC140-335;4;51.3238;205.2952
KLC106;5;51.3238;256.619
KLC172;2;51.3238;102.6476
KLC202;3;51.3238;153.9714
KLC182;3;51.3238;153.9714
KLC139;7;52.972;370.804
KLC144;29;45.4362;1317.6498
KLC141;18;47.8306;860.9508
KLC163;11;51.3238;564.5618
KLC150;4;47.15;188.6
SBMB062;2;371.1566;742.3132
KDT926;10;18.5566;185.566
KTA107;2;98.1376;196.2752
KCA395;4;77.5966;310.3864
KCA313;5;77.5966;387.983
SVW019;1;202.212;202.212
SRNS026;1;231.7976;231.7976
SBM011;2;231.2974;462.5948
BNR20XZ;6;77.5966;465.5796
BWF19XZ;3;81.7048;245.1144
SAU044;1;534.2054;534.2054
BWR20XZ;10;81.7048;817.048
W13204;6;8.1262;48.7572
W13203;2;6.7814;13.5628
KDT925;5;21.2298;106.149
KDT924;3;36.9574;110.8722
KBR38;1;28.085;28.085
FMCCRAD6;2;364.5064;729.0128
SFDC066;5;72.3404;361.702
SAUC054;4;111.7004;446.8016
SAUP044;2;194.627;389.254
KLC198;9;51.3238;461.9142
KTA216A;4;122.7704;491.0816
SVXC060;2;97.5472;195.0944
SVXC059;1;102.4303;102.4303
BHR67Z;1;77.5966;77.5966
BHF50Z;3;77.5966;232.7898
BFF96Z;3;81.7048;245.1144
BFR78Z;2;81.7048;163.4096
CTS-HW-216-AWD;8;35.4158;283.3264
CTS-HW-216-FWD;4;35.4158;141.6632
034-601-0039;1;65.7148;65.7148
MMTS-EVO-10L;3;24.1654;72.4962
IKR9J8;70;7.093;496.51
AC-200-DVBO;59;2.05;120.95
SRNC023;3;36.5884;109.7652
WSK-VWN002;3;65.2802;195.8406
BHF96Z;2;80.073;160.146
BHR96;3;110.454;331.362
BNF42Z;5;81.7048;408.524
BNF19Z;3;72.5208;217.5624
BNR11XXZ;3;81.7048;245.1144
BBF43;2;65.2802;130.5604
BBR44;2;77.5966;155.1932
BFR80;3;88.2812;264.8436
BHR75Z;4;89.9212;359.6848
BHR84Z;3;77.5966;232.7898
BSF33Z;3;73.4966;220.4898
BSR37Z;5;73.4966;367.483
BSR20XZ;8;81.7048;653.6384
BSF20Z;2;73.4966;146.9932
BWR22XZ;3;81.7048;245.1144
CTS-IT-260;9;109.5848;986.2632
KLC154;4;52.972;211.888
KLC26;5;42.2464;211.232
KLC30;1;42.2464;42.2464
EVE-M2C-CF-INT;2;826.56;1653.12
SAUC036;3;104.5254;313.5762
SAUX036;1;231.7976;231.7976
MMEXH-MUS8-15XP;3;98.195;294.585
MMFS-E36-92P;3;108.0924;324.2772
