REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
UR-RL2-686;3;63.406504;190.219512
UR-RL2-732;2;88.617886;177.235772
UR-RL2-790;2;88.617886;177.235772
UR-RL2-791;1;81.292683;81.292683
UR-RL2-849;1;73.235772;73.235772
UR-RL2-945;2;63.406504;126.813008
UR-RL2-988;3;95.528455;286.585365
UR-RL3-3110;2;134.951220;269.90244
UR-RL4-1259;14;174.796748;2447.154472
UR-RL4-1294;3;134.146341;402.439023
UR-RL4-1423;2;138.203252;276.406504
UR-RL4-1435;2;156.902439;313.804878
UR-RL4-1653;1;126.821138;126.821138
UR-RL4-2960;9;126.016260;1134.14634
UR-RL4-3215;4;137.398374;549.593496
UR-RL4-974P;5;113.008130;565.04065
UR-RL7-3654;2;189.024390;378.04878
UR-RL8-1019P;2;189.024390;378.04878
UR-RL8-3013;4;199.991870;799.96748
UR-RL8-3068;1;201.617886;201.617886
UR-RL8-3706;7;207.308943;1451.162601
UR-RL8-621P;3;189.024390;567.07317
UR-RO2-4263A;2;140.243902;280.487804
UR-ROC4-1260A;4;207.317073;829.268292
UR-RS4-4266P;4;126.016260;504.06504
UR-RT2-1861;3;178.861789;536.585367
UR-RT2-2148;4;77.235772;308.943088
UR-RT2-261;1;92.970000;92.97
UR-RT2-3122;3;95.528455;286.585365
UR-RT2-3216;8;111.788618;894.308944
UR-RT2-329;5;81.292683;406.463415
UR-RT2-3515;2;97.560976;195.121952
UR-RT2-408;3;77.235772;231.707316
UR-RU2-1000;1;97.560976;97.560976
UR-RU2-1109;3;98.365854;295.097562
UR-RU2-407;2;95.528455;191.05691
UR-RU2-679A;4;101.626016;406.504064
UR-RU2-856A;2;126.016260;252.03252
UR-RU2-858;2;95.528455;191.05691
UR-RU2-946A;6;107.723577;646.341462
UR-RU4-2987;5;174.796748;873.98374
UR-SD6-258;1;177.690000;177.69
UR-TW-4261;15;174.796748;2621.95122
UR-TW2-071;4;104.878049;419.512196
UR-TW2-110;2;148.373984;296.747968
UR-TW2-1106;3;113.008130;339.02439
UR-TW2-1170;5;148.373984;741.86992
UR-TW2-1189;1;152.439024;152.439024
UR-TW2-1255;3;126.821138;380.463414
UR-TW2-1289;2;119.918699;239.837398
UR-TW2-1345;3;134.146341;402.439023
UR-TW2-1362;6;148.373984;890.243904
UR-TW2-1412;1;126.016260;126.01626
UR-TW2-1444;4;124.382114;497.528456
UR-TW2-1514;2;155.000000;310
UR-TW2-1514;2;155.000000;310
UR-TW2-1534;5;134.146341;670.731705
UR-TW2-1715;1;119.918699;119.918699
UR-TW2-1820;3;134.146341;402.439023
UR-TW2-1832;2;126.016260;252.03252
UR-TW2-2142;4;162.593496;650.373984
UR-TW2-2431;2;113.813008;227.626016
UR-TW2-2590;1;104.146341;104.146341
UR-TW2-274A;1;150.830000;150.83
UR-TW2-2989;3;151.211382;453.634146
UR-TW2-3021;1;134.146341;134.146341
UR-TW2-3047;6;140.243902;841.463412
UR-TW2-305;2;140.243902;280.487804
UR-TW2-3051;4;140.243902;560.975608
UR-TW2-3081;2;134.146341;268.292682
UR-TW2-3212;3;134.146341;402.439023
UR-TW2-323;6;113.008130;678.04878
UR-TW2-3277;3;104.869919;314.609757
UR-TW2-3300;1;140.243902;140.243902
UR-TW2-339;3;113.008130;339.02439
UR-TW2-340;3;113.008130;339.02439
UR-TW2-359;3;119.918699;359.756097
UR-TW2-3653;3;158.536585;475.609755
UR-TW2-3744;4;140.243902;560.975608
UR-TW2-3932;5;162.593496;812.96748
UR-TW2-4172;1;140.243902;140.243902
UR-TW2-515;2;148.373984;296.747968
UR-TW2-682;1;114.878049;114.878049
UR-TW2-729;1;119.918699;119.918699
UR-TW2-857;3;136.357724;409.073172
UR-TW2-898;3;128.097561;384.292683
UR-TW2-986;2;134.146341;268.292682
UR-TW2-990;4;126.016260;504.06504
UR-TW3-020;6;126.016260;756.09756
UR-TW3-394;2;158.536585;317.07317
UR-TW4-2141P;2;161.788618;323.577236
UR-TW4-2741;2;158.536585;317.07317
UR-TW4-2757;1;161.788618;161.788618
UR-TW4-3717;1;174.796748;174.796748
UR-TW4-4078;3;152.439024;457.317072
UR-TW4-786;7;161.788618;1132.520326
URCN-RL2-2114;1;91.463415;91.463415
URKR-TW2-2649;1;125.983740;125.98374
URKR-TW2-2675;1;115.902439;115.902439
URKR-TW2-2685;1;115.902439;115.902439
URKR-TW2-4201;1;161.788618;161.788618
URTH-TW2-3520;1;136.357724;136.357724
URTW-LA2-4001;1;88.617886;88.617886
URTW-LA2-4009;1;95.528455;95.528455
URTW-LA4-4010;1;140.243902;140.243902
URTW-LA4-4318;4;152.439024;609.756096
URTW-LA4-4319;4;170.731707;682.926828
URTW-ML2-3973;4;161.788618;647.154472
URTW-ML2-3974;4;170.731707;682.926828
URTW-ML4-4002;1;161.788618;161.788618
URTW-ML4-4011;1;134.146341;134.146341
URTW-RE2-2919A;3;158.536585;475.609755
URTW-RL2-3445;2;81.821138;163.642276
URTW-RL2-3975;2;119.918699;239.837398
URTW-RL2-4004;1;88.617886;88.617886
URTW-RL4-3720;4;126.821138;507.284552
URTW-RL5-4003;2;147.821138;295.642276
URTW-TW4-4008;1;161.788618;161.788618
URUS-RE2-2380;1;95.528455;95.528455
URUS-RE2-2410;1;95.528455;95.528455
URUS-TW2-2379;1;152.439024;152.439024
URUS-TW2-2384;1;158.536585;158.536585
URUS-TW2-2409;1;113.008130;113.00813
"VIB 1559";114;4.870000;555.18
VIB-1458;103;6.500000;669.5
VSA22-CUSA1;1;1046.500000;1046.5
VSAPQ-C1AS2;1;1012.000000;1012
VSGB0-C1AA3;1;862.500000;862.5
VSGP4-B1DS2;1;552.000000;552
VSHA2-C1AA1;1;943.000000;943
VSHK8-K1NS4;2;2300.000000;4600
VSK00-K1LS3;1;2185.000000;2185
VSM74-C1SA3;1;770.500000;770.5
VWR030001-CONT;1;759.700000;759.7
VWR030001-GAR;2;759.700000;1519.4
VWR1130RS;6;73.240000;439.44
VWR1140S4;2;105.200000;210.4
VWR1141S4;3;133.170000;399.51
VWR11G501;3;66.580000;199.74
VWR11G502;4;66.585366;266.341464
VWR11G502;4;66.585366;266.341464
VWR11G503;3;66.580000;199.74
VWR11G503;3;66.580000;199.74
VWR11G701;9;79.900000;719.1
VWR11G701;9;79.900000;719.1
VWR11G714;4;86.560000;346.24
VWR11G815;4;88.731707;354.926828
VWR11P0GT;3;98.540000;295.62
VWR11P1GT;4;86.560000;346.24
VWR11UPGT;5;82.560000;412.8
VWR120000;45;29.300813;1318.536585
VWR120001;27;6.650000;179.55
VWR120003;21;249.020000;5229.42
VWR120010;19;249.020000;4731.38
VWR1200BUNG;5;21.300000;106.5
VWR121020;1;504.710000;504.71
VWR123020;2;425.609756;851.219512
VWR1230S3;8;518.030000;4144.24
VWR1241S4;1;1038.730000;1038.73
VWR1241S4;1;1038.730000;1038.73
VWR1241S4FO;1;215.730000;215.73
VWR12A1S1;5;431.470000;2157.35
VWR12G50D;2;331.590000;663.18
VWR12G60D;2;331.590000;663.18
VWR12G60R;7;491.406504;3439.845528
VWR12G614;4;331.590000;1326.36
VWR12G6GT;8;331.590000;2652.72
VWR12G6K03;1;464.760000;464.76
VWR12G70D;1;364.880000;364.88
VWR12G7CUP;2;404.830000;809.66
VWR12G7CUP;2;404.830000;809.66
VWR12G7R600FO;17;99.870000;1697.79
VWR12G7R600ITINLET;60;139.829268;8389.75608
VWR12G7R600ITINLET;60;139.829268;8389.75608
VWR12G7R600OS;15;30.620000;459.3
VWR12G7R601FO;24;146.487805;3515.70732
VWR12G7R602;4;471.420000;1885.68
VWR12G7R602ITBLA;8;106.530000;852.24
VWR12L0CR;1;504.710000;504.71
VWR12P0GT;5;356.890000;1784.45
VWR12P0GT-FO;4;91.050000;364.2
VWR12P1GT;7;398.186992;2787.308944
VWR12P1GTIS38;3;281.707317;845.121951
VWR12PRWRC;2;599.260000;1198.52
VWR12PRWRCFO;1;89.220000;89.22
VWR12UPGTCOMP;4;491.400000;1965.6
VWR12UPITINLET;19;109.200000;2074.8
VWR130006;24;56.590000;1358.16
VWR131000;4;865.590000;3462.36
VWR13G500;5;432.800000;2164
VWR13G700;25;652.536585;16313.414625
VWR13G700;25;652.536585;16313.414625
VWR13G700;25;652.536585;16313.414625
VWR13G700-SERV;10;30.620000;306.2
VWR13G700RFK;32;53.268293;1704.585376
VWR140004;3;220.830000;662.49
VWR140006;5;220.830000;1104.15
VWR140010;3;220.830000;662.49
VWR140011;4;320.100000;1280.4
VWR141000;4;853.650407;3414.601628
VWR143000;4;1015.850000;4063.4
VWR14G700;2;865.609756;1731.219512
VWR150000;12;110.950000;1331.4
VWR150001;3;332.910000;998.73
VWR150002;1;284.980000;284.98
VWR15G501;3;284.980000;854.94
VWR15G501;3;284.980000;854.94
VWR15G501;3;284.980000;854.94
VWR15G502;2;284.980000;569.96
VWR15G502;2;284.980000;569.96
VWR15G502;2;284.980000;569.96
VWR15G503;1;211.740000;211.74
VWR15G701;4;426.140000;1704.56
VWR15G701;4;426.140000;1704.56
VWR15G702;3;399.510000;1198.53
VWR15G702;3;399.510000;1198.53
VWR15G703;2;266.340000;532.68
VWR15G703;2;266.340000;532.68
VWR160000;9;159.800000;1438.2
VWR160001;33;119.850000;3955.05
VWR160001;33;119.850000;3955.05
VWR160001;33;119.850000;3955.05
VWR17G7R600;54;53.268293;2876.487822
VWR17G8R600;19;53.260000;1011.94
VWR180000;23;14.650407;336.959361
VWR180000;23;14.650407;336.959361
VWR180000;23;14.650407;336.959361
VWR180000;23;14.650407;336.959361
VWR180001;10;53.268293;532.68293
VWR180002;17;29.300813;498.113821
VWR180002;17;29.300813;498.113821
VWR180003;9;29.290000;263.61
VWR180003;9;29.290000;263.61
VWR180004;29;37.280000;1081.12
VWR18G700;10;585.951220;5859.5122
VWR18G700-EUBRACKETS;10;46.600000;466
VWR18G700-SERV;5;30.620000;153.1
VWR190000;3;106.530000;319.59
VWR190001;6;130.500000;783
VWR190002;5;79.900000;399.5
VWR190003;10;131.830000;1318.3
VWR190004;8;79.900000;639.2
VWR190006;4;95.980000;383.92
VWR190007;6;24.382114;146.292684
VWR190008;7;61.341463;429.390241
VWR19G701;7;66.580000;466.06
VWR19G702;3;79.900000;239.7
VWR19G703;7;93.210000;652.47
VWR19G704;8;79.900000;639.2
VWR19G707;1;79.900000;79.9
VWR19G711;7;106.530000;745.71
VWR19G711;7;106.530000;745.71
VWR21G701;3;1050.710000;3152.13
VWR21G702CUP;3;466.097561;1398.292683
VWR21G702RCUP;2;466.090000;932.18
VWR29DQ381;4;731.100000;2924.4
VWR29G7250;4;699.140000;2796.56
VWR30G500;5;415.480000;2077.4
VWR30G500;5;415.480000;2077.4
VWR30G5GT;8;639.210000;5113.68
VWR30G60R;9;639.210000;5752.89
VWR30G700;1;526.020000;526.02
VWR30G70R;9;725.780000;6532.02
VWR30G70RW;10;725.780000;7257.8
VWR30G7GT;10;725.780000;7257.8
VWR30S000;10;639.210000;6392.1
VWR30S000;10000;639.210000;6392100
VWR30S000;10000;639.210000;6392100
VWR3130RS;8;262.180000;2097.44
VWR3131S3;3;262.180000;786.54
VWR3141S4;2;262.180000;524.36
VWR31F020;3;262.180000;786.54
VWR31G5GT;4;242.680000;970.72
VWR31G60R;2;242.682927;485.365854
VWR31G70R;12;262.186992;3146.243904
VWR31G70RW;6;262.180000;1573.08
VWR31G7GT;18;262.180000;4719.24
VWR31G7ML;2;262.180000;524.36
VWR31G80R;3;262.180000;786.54
VWR31G8GT;10;262.180000;2621.8
VWR31ID00;1;288.830000;288.83
VWR31P2GT;5;262.180000;1310.9
VWR31S000;1;242.682927;242.682927
VWR31SK01;5;262.180000;1310.9
VWR31T120;2;247.240000;494.48
VWR31TR01;2;247.240000;494.48
VWR31UPGT;4;190.790000;763.16
VWR436000;7;109.740000;768.18
VWR436001;7;109.740000;768.18
VWR501000;3;281.690000;845.07
VWR501001;3;382.860000;1148.58
VWR54G5COMP;3;464.760000;1394.28
VWR600007;9;1463.406504;13170.658536
VWR600360BLK;10;1463.406504;14634.06504
VWR600360BNZ;10;1463.406504;14634.06504
VWR600360GUN;10;1463.406504;14634.06504
VWR600360SVR;10;1463.406504;14634.06504
VWR610007;8;402.470000;3219.76
VWR610360BLK;28;402.470000;11269.16
VWR610360GUN;8;402.470000;3219.76
VWR610360SVR;4;402.470000;1609.88
VWR620005MM;7;99.870000;699.09
VWR630003;3;159.804878;479.414634
VWR630100;5;22.504065;112.520325
VWR670000;2;198.420000;396.84
VWR670001;7;193.090000;1351.63
VWR670002;3;286.310000;858.93
VWR670003;2;326.510000;653.02
VWR670004;7;133.170000;932.19
VWR670006;5;166.460000;832.3
VWR670007;12;83.230000;998.76
VWR670008;2;83.230000;166.46
VWR670011;11;227.634146;2503.975606
VWR680003;2;599.260000;1198.52
VWR680004;2;665.850000;1331.7
VWR680014;2;499.390000;998.78
VWR682000;2;243.890000;487.78
VWR682001;1;975.601626;975.601626
VWR69000BF1;11;18.640000;205.04
VWR69G7KIT;10;146.480000;1464.8
VWR700000;7;133.150000;932.05
VWR810000;36;27.967480;1006.82928
VWR810000;36;27.967480;1006.82928
VWR810000;36;27.967480;1006.82928
VWR810002;22;78.577236;1728.699192
VWR810003;6;266.340000;1598.04
VWR810004;4;199.750000;799
VWR810005;7;173.120000;1211.84
VWR810006;8;279.650000;2237.2
VWR810009;7;55.930000;391.51
VWR814100;2;432.800000;865.6
VWR81G700;13;444.790000;5782.27
VWR90000-4;10;170.723577;1707.23577
VWR90000-5;10;213.813008;2138.13008
VWR90000-6;10;256.089431;2560.89431
VWR900001-4;10;170.723577;1707.23577
VWR900001-5;10;213.813008;2138.13008
VWR900001-6;10;256.089431;2560.89431
VWR900002-4;10;170.723577;1707.23577
VWR900002-5;10;256.089431;2560.89431
VWR900002-6;10;256.089431;2560.89431
VWRA10000;8;7.990000;63.92
W0508;4;44.070000;176.28
W0509;7;49.860000;349.02
W0595;1;114.840000;114.84
W0599;5;37.980000;189.9
W13203;3;17.400000;52.2
W13204;7;20.870000;146.09
W13204;7;20.870000;146.09
W33364;2;48.700000;97.4
W52091;4;32.460000;129.84
W52988;2;46.330000;92.66
W52991;5;63.780000;318.9
W52992;1;41.740000;41.74
W53188;4;45.220000;180.88
W53286;2;31.300000;62.6
W53286;2;31.300000;62.6
W53518;2;98.550000;197.1
W53619;2;27.830000;55.66
W53624;2;34.790000;69.58
W63452G;6;61.460000;368.76
W63491;2;16.250000;32.5
W63584;2;31.300000;62.6
W83389;3;71.540000;214.62
W93189;5;38.032520;190.1626
WA302R+L;12;207.250000;2487
WA402;3;66.100000;198.3
WA402;3;66.100000;198.3
WB-206;3;47.679000;143.037
WB-232;3;38.099500;114.2985
WB-235;3;76.199000;228.597
WB-243;4;105.800000;423.2
WB-257;4;47.679000;190.716
WB-271;3;38.099500;114.2985
WB-280;2;76.199000;152.398
WB-285;4;38.099500;152.398
WB-287;4;47.679000;190.716
WB-288;1;105.800000;105.8
WB-293;2;42.262500;84.525
WB-298;2;38.099500;76.199
WB-301;4;42.262500;169.05
WB-308;4;42.260000;169.04
WB-323;5;47.680000;238.4
WB-336;7;42.262500;295.8375
WB-336;7;42.262500;295.8375
WB-337;1;66.700000;66.7
WB-341;3;47.679000;143.037
WB-350;4;38.099500;152.398
WB-352;3;86.250000;258.75
WB-358;4;47.679000;190.716
WB-370;6;40.642276;243.853656
WB-384;6;42.260000;253.56
WB-384;6;42.260000;253.56
WB-384;6;42.260000;253.56
WB-394;4;66.700000;266.8
WB-402;2;38.099500;76.199
WB-407;2;42.260000;84.52
WB-412;3;42.262500;126.7875
WB-427;3;47.679000;143.037
WB-427;3;47.679000;143.037
WB-427;3;47.679000;143.037
WB-429;4;95.360000;381.44
WB-429;4;95.360000;381.44
WB-432;10;47.680000;476.8
WB-432;10;47.680000;476.8
WB-439;6;52.474500;314.847
WB-446;3;42.262500;126.7875
WB-447;4;42.262500;169.05
WB-482;2;38.099500;76.199
WB-512;5;47.680000;238.4
WB-513;4;69.910569;279.642276
WB-514;3;52.474500;157.4235
WB-520;2;47.679000;95.358
WB-544;6;47.679000;286.074
WB-547;3;47.679000;143.037
WB-567;7;47.679000;333.753
WB-568;1;47.679000;47.679
WB-568;1;47.679000;47.679
WB-576;4;52.474500;209.898
WB-586;5;52.470000;262.35
WB-586;5;52.470000;262.35
WB-607;3;47.679000;143.037
WB-665;6;52.470000;314.82
WB-665;6;52.470000;314.82
WB-750;3;52.474500;157.4235
WEK001;10;219.500000;2195
WEK003;10;284.540000;2845.4
WHT005184;17;8.120000;138.04
WSK-AUD001;7;209.780000;1468.46
WSK-FRD004;2;134.950000;269.9
WSK-FRD006;5;196.740000;983.7
WSK-FRD008;1;204.869919;204.869919
WSK-FRD010;2;173.940000;347.88
WSK-FRD011;2;325.740000;651.48
WSK-HON017;2;223.570000;447.14
WSK-HYU001;2;230.860000;461.72
WSK-MAZ002;1;152.860000;152.86
WSK-MB001;2;167.060000;334.12
WSK-NIS002;3;186.980000;560.94
WSK-OPL003;2;123.570000;247.14
WSK-REN002;2;134.950000;269.9
WSK-SUB001;2;167.610000;335.22
WSK-SUB006;3;135.330000;405.99
WSK-SUB007;3;212.190000;636.57
WSK-TOY001;2;232.800000;465.6
WSK-TOY002;6;201.590000;1209.54
WSK-VWN002;3;148.585366;445.756098
WSK-VWN005;3;167.610000;502.83
WSK-VWN006;3;167.610000;502.83
X-1014-BB;2;56.900000;113.8
X-1015-BB;6;56.900000;341.4
X-1030;17;22.770000;387.09
X-1056-BB;10;66.560000;665.6
XF18950-4005CDG-4;10;1438.560000;14385.6
XF18950-4005GDG-4;10;1438.560000;14385.6
Z-1112203;4;217.140000;868.56
Z-1118302;2;217.140000;434.28
Z-1152987;4;150.000000;600
Z-1212425;5;285.000000;1425
Z-1258835;3;180.000000;540
Z-1313587;4;180.000000;720
Z-1313913;1;213.000000;213
Z-1353914;2;166.500000;333
Z-1355009;1;165.000000;165
Z-2011784;2;225.000000;450
Z-2051793;2;210.000000;420
Z-2113589;4;180.000000;720
Z-2515225;4;180.000000;720
Z-2755347;3;180.000000;540
Z-311555;3;165.000000;495
Z-315561;2;150.000000;300
Z-321467;3;165.000000;495
Z-3250001;13;165.000000;2145
Z-325248;3;150.000000;450
Z-325469;3;150.000000;450
Z-325499;11;150.000000;1650
Z-325499;11;150.000000;1650
Z-325499;11;150.000000;1650
Z-331167;4;165.000000;660
Z-335161;1;150.000000;150
Z-345227;2;150.000000;300
Z-355264;2;150.000000;300
Z-361074;6;165.000000;990
Z-361077;4;165.000000;660
Z-9910017;15;247.500000;3712.5
Z1003100-4;10;130.073171;1300.73171
Z1003100-5;10;162.593496;1625.93496
Z1003100-8;10;260.154472;2601.54472
Z1003101;194;19.504065;3783.78861
Z1003101-4;10;78.040650;780.4065
Z1003101-6;10;117.065041;1170.65041
Z34FK;2;253.080000;506.16
ZKER6A-10EG;15;19.350000;290.25
ZKER6A-10EG-3;10;23.569106;235.69106
