FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;"VAL ESTAT";ADQNIF;ERRO
INTRA-EX;202405;513881387;MS100208;85111000;ES;PT;10;EXW;11;3;;0,3;4,000;99;;ES78832668F;
INTRA-EX;202405;513881387;MS100204;85111000;ES;PT;10;EXW;11;3;;0,3;4,000;149;;ES78832668F;
INTRA-EX;202405;513881387;MS100247;85111000;ES;PT;10;EXW;11;3;;0,4;4,000;149;;ES78832668F;
INTRA-EX;202405;513881387;R7437-8;85111000;ES;PT;10;EXW;11;3;;0,1;4,000;137;;ES78832668F;
INTRA-EX;202405;513881387;AC-300-CP;84099100;ES;PT;10;EXW;11;3;;0,3;8,000;94;;ES78832668F;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
INTRA-EX;202405;513881387;UR-TW2-339;87088055;ES;PT;10;EXW;11;3;;2,1;1,000;103;;QV999999999999;
INTRA-EX;202405;513881387;AC-MK7-CH-RD;40091100;ES;PT;10;EXW;11;3;;0,7;1,000;48;;QV999999999999;
INTRA-EX;202405;513881387;MMTS-350Z-03L;90321020;ES;PT;10;EXW;11;3;;0,3;1,000;45;;QV999999999999;
INTRA-EX;202405;513881387;UR-TW2-323;87088055;ES;PT;10;EXW;11;3;;3;1,000;103;;QV999999999999;
INTRA-EX;202405;513881387;50003-MR45HLZ-4;87089997;ES;PT;10;EXW;11;3;;0,3;1,000;82;;QV999999999999;
INTRA-EX;202405;513881387;4B1609H-STD;40091100;ES;PT;10;EXW;11;3;;0,3;5,000;220;;QV999999999999;
INTRA-EX;202405;513881387;ILZKBR7B8G-4;87089997;ES;PT;10;EXW;11;3;;0,2;1,000;35;;QV999999999999;
INTRA-EX;202405;513881387;MMEXH-MUS8-15HP;87089235;FR;PT;10;EXW;11;3;;5;1,000;189;;QV999999999999;
INTRA-EX;202405;513881387;LTR7IX-11-8;84099100;FR;PT;10;EXW;11;3;;0,5;2,000;143;;QV999999999999;
INTRA-EX;202405;513881387;VWR69000BF1;87089997;FR;PT;10;EXW;11;3;;0,6;1,000;19;;QV999999999999;
INTRA-EX;202405;513881387;MMEXH-MUS8-15HP;87089235;FR;PT;10;EXW;11;3;;5;1,000;189;;QV999999999999;
INTRA-EX;202405;513881387;CTS-IT-275;87089235;FR;PT;10;EXW;11;3;;1,7;1,000;169;;QV999999999999;
INTRA-EX;202405;513881387;VWR17G7R600;40091100;FR;PT;10;EXW;11;3;;0,2;1,000;54;;QV999999999999;
INTRA-EX;202405;513881387;SAU0496-4P-BK;87083091;FR;PT;10;EXW;11;3;;0,5;1,000;78;;QV999999999999;
INTRA-EX;202405;513881387;VWR69000BF1;87089997;FR;PT;10;EXW;11;3;;0,6;3,000;57;;QV999999999999;
INTRA-EX;202405;513881387;SILZKBR8D8S-6;84099100;FR;PT;10;EXW;11;3;;0,2;1,000;62;;QV999999999999;
INTRA-EX;202405;513881387;CI100039-B;40091100;FR;PT;10;EXW;11;3;;1,7;1,000;158;;QV999999999999;
INTRA-EX;202405;513881387;MMBCC-350Z-03PBE;84099100;FR;PT;10;EXW;11;3;;1,5;1,000;280;;QV999999999999;
INTRA-EX;202405;513881387;MMOFC-HN-BK;87089997;FR;PT;10;EXW;11;3;;0,2;1,000;38;;QV999999999999;
INTRA-EX;202405;513881387;MS100208-4;84099100;FR;PT;10;EXW;11;3;;1,1;1,000;124;;QV999999999999;
INTRA-EX;202405;513881387;5B7880H-STD;40091100;FR;PT;10;EXW;11;3;;0,3;1,000;54;;QV999999999999;
INTRA-EX;202405;513881387;MS100192-4;84099100;FR;PT;10;EXW;11;3;;1,2;1,000;184;;QV999999999999;
INTRA-EX;202405;513881387;EVE-FLC;87084099;FR;PT;10;EXW;11;3;;0,6;1,000;29;;QV999999999999;
INTRA-EX;202405;513881387;KDT974;87088055;FR;PT;10;EXW;11;3;;1,5;1,000;155;;QV999999999999;
INTRA-EX;202405;513881387;CTS-IT-220R;84213100;FR;PT;10;EXW;11;3;;4,5;1,000;280;;FR09800029712;
INTRA-EX;202405;513881387;420121321;84099100;RO;PT;10;EXW;11;3;;0,1;1,000;29;;QV999999999999;
INTRA-EX;202405;513881387;BWR20XZ;87088055;RO;PT;10;EXW;11;3;;5,8;1,000;173;;QV999999999999;
INTRA-EX;202405;513881387;CTS-HW-0248;84099100;DE;PT;10;EXW;11;3;;0,4;1,000;72;;QV999999999999;
INTRA-EX;202405;513881387;CI100053;84213100;BE;PT;10;EXW;11;3;;5;1,000;297;;QV999999999999;
INTRA-EX;202405;513881387;SBW0261-4P-BK;87083091;IT;PT;10;EXW;11;3;;0,5;1,000;77;;QV999999999999;
INTRA-EX;202405;513881387;RBF660;27101999;IT;PT;10;EXW;11;3;;0,6;2,000;23;;QV999999999999;
INTRA-EX;202405;513881387;MS100192-4;84099100;NL;PT;10;EXW;11;3;;1,2;2,000;365;;QV999999999999;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
INTRA-EX;202405;513881387;70026-AT007;84213100;ES;PT;10;EXW;11;3;;0,5;1,000;123;;QV999999999999;
INTRA-EX;202405;513881387;NST36B;87088035;ES;PT;10;EXW;11;3;;3;1,000;97;;QV999999999999;
INTRA-EX;202405;513881387;AC-45-DP;87089235;ES;PT;10;EXW;11;3;;7;1,000;342;;QV999999999999;
INTRA-EX;202405;513881387;RPF-3129;84213100;ES;PT;10;EXW;11;3;;0,4;1,000;33;;QV999999999999;
INTRA-EX;202405;513881387;TS-0223-1063;87089997;ES;PT;10;EXW;11;3;;0,4;1,000;235;;ESB36581619;
INTRA-EX;202405;513881387;VIB-1458;87089235;ES;PT;10;EXW;11;3;;0,2;2,000;13;;QV999999999999;
INTRA-EX;202405;513881387;DBA2367S-2;87089997;FR;PT;10;EXW;11;3;;19,2;1,000;248;;QV999999999999;
INTRA-EX;202405;513881387;SILZKGR8B8S-6;85111000;FR;PT;10;EXW;11;3;;0,2;1,000;58;;QV999999999999;
INTRA-EX;202405;513881387;AC-200K04-OT;87089997;FR;PT;10;EXW;11;3;;1,4;1,000;99;;FR53884052614;
INTRA-EX;202405;513881387;FMMD7;87089235;FR;PT;10;EXW;11;3;;0,6;1,000;83;;QV999999999999;
INTRA-EX;202405;513881387;VWR15G503;84099100;FR;PT;10;EXW;11;3;;1,1;1,000;217;;QV999999999999;
INTRA-EX;202405;513881387;CTS-IT-938;40091100;FR;PT;10;EXW;11;3;;3,1;1,000;366;;QV999999999999;
INTRA-EX;202405;513881387;DCPR8EKP-6;85111000;FR;PT;10;EXW;11;3;;0,2;1,000;62;;FR93901613281;
INTRA-EX;202405;513881387;U5055-6;84099100;FR;PT;10;EXW;11;3;;1,5;1,000;132;;FR93901613281;
INTRA-EX;202405;513881387;EVE-FLC;87084099;FR;PT;10;EXW;11;3;;0,6;1,000;29;;QV999999999999;
INTRA-EX;202405;513881387;MMTS-E90-07;87089997;FR;PT;10;EXW;11;3;;0,1;1,000;57;;QV999999999999;
INTRA-EX;202405;513881387;SILZKBR8D8S-6;84099100;FR;PT;10;EXW;11;3;;0,2;1,000;62;;QV999999999999;
INTRA-EX;202405;513881387;MST-BW-S5801;84213100;FR;PT;10;EXW;11;3;;5,8;1,000;662;;FR82530667591;
INTRA-EX;202405;513881387;EVO9202;84213100;FR;PT;10;EXW;11;3;;6,8;1,000;356;;QV999999999999;
INTRA-EX;202405;513881387;FM225IND-RD;40093100;FR;PT;10;EXW;11;3;;1;1,000;188;;QV999999999999;
INTRA-EX;202405;513881387;06F129101P;84814090;FR;PT;10;EXW;11;3;;0,2;1,000;17;;QV999999999999;
INTRA-EX;202405;513881387;06F103483E;87089235;FR;PT;10;EXW;11;3;;0,1;1,000;8;;QV999999999999;
INTRA-EX;202405;513881387;AC-200-CFA-KIT;87089997;FR;PT;10;EXW;11;3;;0,1;1,000;32;;QV999999999999;
INTRA-EX;202405;513881387;ATIKMAZ01;84213100;FR;PT;10;EXW;11;3;;3,6;1,000;211;;QV999999999999;
INTRA-EX;202405;513881387;SVW0608-4P-Y;87083091;FR;PT;10;EXW;11;3;;0,5;1,000;77;;QV999999999999;
INTRA-EX;202405;513881387;FMWS-11;87088099;FR;PT;10;EXW;11;3;;0,8;1,000;52;;QV999999999999;
INTRA-EX;202405;513881387;FMWS-16;87088099;FR;PT;10;EXW;11;3;;0,8;1,000;62;;QV999999999999;
INTRA-EX;202405;513881387;ATMSFO104;87089997;FR;PT;10;EXW;11;3;;0,1;1,000;43;;QV999999999999;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
INTRA-EX;202405;513881387;VWR150004;90269000;SE;PT;10;EXW;11;3;;0,4;1,000;99;;QV999999999999;
INTRA-EX;202405;513881387;D650-0010-6;84099100;FI;PT;10;EXW;11;3;;1,8;2,000;429;;FI24326363;
INTRA-EX;202405;513881387;FMSS3;87089997;HU;PT;10;EXW;11;3;;0,3;1,000;97;;QV999999999999;
INTRA-EX;202405;513881387;CTS-SIL-0070;40091100;SI;PT;10;EXW;11;3;;0,7;1,000;70;;QV999999999999;
INTRA-EX;202405;513881387;NSH21;87088035;HR;PT;10;EXW;11;3;;2,4;1,000;94;;QV999999999999;
INTRA-EX;202405;513881387;NSH12;87088035;HR;PT;10;EXW;11;3;;3;1,000;94;;QV999999999999;
INTRA-EX;202405;513881387;KLC140-295;87088055;GR;PT;10;EXW;11;3;;1;1,000;117;;QV999999999999;
INTRA-EX;202405;513881387;U3P3A8VX;87089997;GR;PT;10;EXW;11;3;;1;1,000;320;;QV999999999999;
INTRA-EX;202405;513881387;AC-300-CP-4;84099100;GR;PT;10;EXW;11;3;;1;1,000;71;;GREL801563540;
INTRA-EX;202405;513881387;WHT005184;40091100;BE;PT;10;EXW;11;3;;0,1;1,000;8;;QV999999999999;
INTRA-EX;202405;513881387;R7437-8-4;84099100;BE;PT;10;EXW;11;3;;0,2;1,000;150;;QV999999999999;
INTRA-EX;202405;513881387;"THE- B5 069 00";40093100;NL;PT;10;EXW;11;3;;0,1;1,000;33;;QV999999999999;
INTRA-EX;202405;513881387;"THE-B5 020 00";84835020;NL;PT;10;EXW;11;3;;1,6;1,000;146;;QV999999999999;
INTRA-EX;202405;513881387;1K0253144AE;87089997;NL;PT;10;EXW;11;3;;0,3;1,000;8;;QV999999999999;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
INTRA-EX;202405;513881387;9-654-1025;84133080;ES;PT;10;EXW;11;3;;0,8;1,000;163;;QV999999999999;
INTRA-EX;202405;513881387;R7437-9-5;85111000;ES;PT;10;EXW;11;3;;0,3;1,000;195;;QV999999999999;
INTRA-EX;202405;513881387;MS100208-4;84099100;ES;PT;10;EXW;11;3;;1,1;1,000;123;;QV999999999999;
INTRA-EX;202405;513881387;BKR7EIX-4;84099100;ES;PT;10;EXW;11;3;;0,8;1,000;38;;QV999999999999;
INTRA-EX;202405;513881387;ILZKBR7B8G-4;87089997;ES;PT;10;EXW;11;3;;0,2;1,000;35;;QV999999999999;
INTRA-EX;202405;513881387;MMTS-GTI-99;90321020;ES;PT;10;EXW;11;3;;0,1;1,000;47;;QV999999999999;
INTRA-EX;202405;513881387;9-654-1025;84133080;ES;PT;10;EXW;11;3;;0,8;1,000;163;;QV999999999999;
INTRA-EX;202405;513881387;RN14;87089235;ES;PT;10;EXW;11;3;;3,5;2,000;311;;QV999999999999;
INTRA-EX;202405;513881387;ASAF;33030010;ES;PT;10;EXW;11;3;;0,1;2,000;3;;QV999999999999;
INTRA-EX;202405;513881387;SP-201;32081090;ES;PT;10;EXW;11;3;;0,5;1,000;27;;QV999999999999;
INTRA-EX;202405;513881387;10.127.101K;84133080;ES;PT;10;EXW;11;3;;0,3;1,000;312;;QV999999999999;
INTRA-EX;202405;513881387;MMFS-RX8-04;84149000;ES;PT;10;EXW;11;3;;5,1;1,000;182;;QV999999999999;
INTRA-EX;202405;513881387;SNN0910-1P-BK;87083091;ES;PT;10;EXW;11;3;;0,3;1,000;22;;QV999999999999;
INTRA-EX;202405;513881387;MMOCC-SAWBK;84099100;ES;PT;10;EXW;11;3;;1;1,000;104;;QV999999999999;
INTRA-EX;202405;513881387;E20-81-016-04-22;73202081;ES;PT;10;EXW;11;3;;7,7;1,000;153;;QV999999999999;
INTRA-EX;202405;513881387;BKR7EIX-4;84099100;ES;PT;10;EXW;11;3;;0,8;1,000;38;;QV999999999999;
INTRA-EX;202405;513881387;06E898001-4;85111000;ES;PT;10;EXW;11;3;;1,2;1,000;104;;QV999999999999;
INTRA-EX;202405;513881387;06F129101P;84814090;ES;PT;10;EXW;11;3;;0,2;1,000;17;;QV999999999999;
INTRA-EX;202405;513881387;JSK-103;84213100;ES;PT;10;EXW;11;3;;1,3;1,000;113;;ESB42771618;
INTRA-EX;202405;513881387;SILZKBR8D8S-6;84099100;ES;PT;10;EXW;11;3;;0,2;3,000;187;;ESB42771618;
INTRA-EX;202405;513881387;JSK-101-DD;84213100;ES;PT;10;EXW;11;3;;4,5;1,000;228;;ESB42771618;
INTRA-EX;202405;513881387;8E0971824S-RD;84099100;ES;PT;10;EXW;11;3;;0,2;1,000;14;;QV999999999999;
INTRA-EX;202405;513881387;034-108-9000TP;87089997;ES;PT;10;EXW;11;3;;0,4;1,000;59;;QV999999999999;
INTRA-EX;202405;513881387;FM225CCHA-BK;40091100;ES;PT;10;EXW;11;3;;0,2;1,000;49;;QV999999999999;
INTRA-EX;202405;513881387;VWR12G7R601FO;842131000;ES;PT;10;EXW;11;3;;0,9;1,000;150;;ESB96394523;
INTRA-EX;202405;513881387;CTS-IT-810;40091100;ES;PT;10;EXW;11;3;;1,4;1,000;218;;QV999999999999;
INTRA-EX;202405;513881387;SBW0901-4P-BK;87083091;ES;PT;10;EXW;11;3;;0,5;1,000;76;;QV999999999999;
INTRA-EX;202405;513881387;400001013;87089997;ES;PT;10;EXW;11;3;;11,6;1,000;1335;;ESB42771618;
INTRA-EX;202405;513881387;SBW1171-4P-BK;87083091;ES;PT;10;EXW;11;3;;0,5;1,000;78;;QV999999999999;
INTRA-EX;202405;513881387;CTS-IGN-009;84099100;ES;PT;10;EXW;11;3;;0,3;4,000;126;;QV999999999999;
INTRA-EX;202405;513881387;CTS-IT-210;40091100;FR;PT;10;EXW;11;3;;1,1;1,000;172;;QV999999999999;
INTRA-EX;202405;513881387;FMTUBL1;87089997;FR;PT;10;EXW;11;3;;0,3;1,000;70;;QV999999999999;
INTRA-EX;202405;513881387;CTS-sil-noise;87089997;FR;PT;10;EXW;11;3;;0,3;1,000;21;;QV999999999999;
INTRA-EX;202405;513881387;FMSTC1-RD;84073410;FR;PT;10;EXW;11;3;;0,2;1,000;59;;QV999999999999;
INTRA-EX;202405;513881387;MMICP-F10-12MWBK;87089997;FR;PT;10;EXW;11;3;;1,5;1,000;183;;QV999999999999;
INTRA-EX;202405;513881387;MMR37-1501-70B;87087099;FR;PT;10;EXW;11;3;;1,9;1,000;97;;QV999999999999;
INTRA-EX;202405;513881387;FO-MK4021L;84213100;FR;PT;10;EXW;11;3;;5,1;1,000;562;;FR63512448010;
INTRA-EX;202405;513881387;022905715B-6;84099100;FR;PT;10;EXW;11;3;;1,4;1,000;161;;QV999999999999;
INTRA-EX;202405;513881387;IZKR7B-6;85111000;FR;PT;10;EXW;11;3;;0,2;1,000;55;;QV999999999999;
INTRA-EX;202405;513881387;E10-20-022-09-22;73202081;FR;PT;10;EXW;11;3;;14,2;1,000;293;;QV999999999999;
INTRA-EX;202405;513881387;CTS-sil-noise;87089997;FR;PT;10;EXW;11;3;;0,3;1,000;21;;QV999999999999;
INTRA-EX;202405;513881387;SHD0397-4P-BK;87083091;FR;PT;10;EXW;11;3;;0,5;1,000;156;;QV999999999999;
INTRA-EX;202405;513881387;SILZKGR8B8S-6;85111000;FR;PT;10;EXW;11;3;;0,2;1,000;58;;QV999999999999;
INTRA-EX;202405;513881387;VWR900002-4;84099100;FR;PT;10;EXW;11;3;;1,2;1,000;174;;QV999999999999;
INTRA-EX;202405;513881387;AC-200-TBH-BK;40093100;FR;PT;10;EXW;11;3;;0,2;1,000;18;;QV999999999999;
INTRA-EX;202405;513881387;SFDP066;87089235;FR;PT;10;EXW;11;3;;5,4;1,000;263;;FR70821313731;
INTRA-EX;202405;513881387;KCA520;87088055;FR;PT;10;EXW;11;3;;1;1,000;97;;QV999999999999;
INTRA-EX;202405;513881387;CTS-IT-255R;87089135;FR;PT;10;EXW;11;3;;8;1,000;322;;QV999999999999;
INTRA-EX;202405;513881387;VWR120001;87089997;FR;PT;10;EXW;11;3;;0,1;2,000;13;;QV999999999999;
INTRA-EX;202405;513881387;MMRAD-GLF-99;87089135;FR;PT;10;EXW;11;3;;7,5;1,000;279;;QV999999999999;
INTRA-EX;202405;513881387;10.127.101TK;87089997;FR;PT;10;EXW;11;3;;0,3;1,000;23;;QV999999999999;
INTRA-EX;202405;513881387;RF100029;84099100;FR;PT;10;EXW;11;3;;0,5;1,000;44;;QV999999999999;
INTRA-EX;202405;513881387;SILZKBR8D8S-8;85111000;FR;PT;10;EXW;11;3;;0,4;1,000;83;;QV999999999999;
INTRA-EX;202405;513881387;SAU0496-4P-BK;87083091;FR;PT;10;EXW;11;3;;0,5;1,000;78;;QV999999999999;
INTRA-EX;202405;513881387;RBF660;27101999;FR;PT;10;EXW;11;3;;0,6;2,000;24;;QV999999999999;
INTRA-EX;202405;513881387;ATMSREN7;87089997;FR;PT;10;EXW;11;3;;0,9;1,000;117;;QV999999999999;
INTRA-EX;202405;513881387;51007-AK553;87089997;FR;PT;10;EXW;11;3;;0,3;1,000;4;;QV999999999999;
INTRA-EX;202405;513881387;MMSK-PGR-BK;87089997;FR;PT;10;EXW;11;3;;0,3;1,000;76;;QV999999999999;
INTRA-EX;202405;513881387;ILZKAR8H8S-4;85111000;FR;PT;10;EXW;11;3;;0,2;1,000;66;;QV999999999999;
INTRA-EX;202405;513881387;RBF600;27101999;FR;PT;10;EXW;11;3;;0,6;2,000;19;;QV999999999999;
INTRA-EX;202405;513881387;VWR19G709;87089997;FR;PT;10;EXW;11;3;;0,5;1,000;102;;QV999999999999;
INTRA-EX;202405;513881387;FMRLH-BK;40093100;FR;PT;10;EXW;11;3;;0,7;1,000;58;;QV999999999999;
INTRA-EX;202405;513881387;CTS-IT-110;40091100;FR;PT;10;EXW;11;3;;1,3;1,000;193;;QV999999999999;
INTRA-EX;202405;513881387;RE8C-L+RE9B-T;84099100;FR;PT;10;EXW;11;3;;0,4;1,000;99;;QV999999999999;
INTRA-EX;202405;513881387;FMDVK04D;84814090;FR;PT;10;EXW;11;3;;0,2;1,000;142;;QV999999999999;
INTRA-EX;202405;513881387;FMACAVXR;84099100;FR;PT;10;EXW;11;3;;0,6;1,000;175;;QV999999999999;
INTRA-EX;202405;513881387;AC-MK5-FU-BL;87088055;FR;PT;10;EXW;11;3;;5;1,000;97;;QV999999999999;
INTRA-EX;202405;513881387;AC-MK45-RU-BK;87088055;FR;PT;10;EXW;11;3;;2,1;1,000;74;;QV999999999999;
INTRA-EX;202405;513881387;034-108-Z055;87089997;FR;PT;10;EXW;11;3;;0,4;1,000;126;;QV999999999999;
INTRA-EX;202405;513881387;4B5562H-25;40091100;FR;PT;10;EXW;11;3;;0,2;Uni.;64;;QV999999999999;
INTRA-EX;202405;513881387;CTS-HW-360;40091100;FR;PT;10;EXW;11;3;;1,4;1,000;249;;FR36852855436;
INTRA-EX;202405;513881387;FMINT4;87089997;FR;PT;10;EXW;11;3;;20,5;1,000;1150;;FR36852855436;
INTRA-EX;202405;513881387;CTS-IT-348;84213100;FR;PT;10;EXW;11;3;;3,6;1,000;269;;QV999999999999;
INTRA-EX;202405;513881387;4B1609H-STD;40091100;FR;PT;10;EXW;11;3;;0,3;1,000;44;;QV999999999999;
INTRA-EX;202405;513881387;ES-335112;87089997;FR;PT;10;EXW;11;3;;1;1,000;46;;QV999999999999;
INTRA-EX;202405;513881387;FMIND5R32-BK;84213100;FR;PT;10;EXW;11;3;;4,1;1,000;267;;FR76811546803;
INTRA-EX;202405;513881387;IZKR7B-6;85111000;FR;PT;10;EXW;11;3;;0,2;1,000;55;;QV999999999999;
INTRA-EX;202405;513881387;Z-315561;87089997;FR;PT;10;EXW;11;3;;1,3;1,000;153;;QV999999999999;
INTRA-EX;202405;513881387;Z-311555;87089997;FR;PT;10;EXW;11;3;;2,6;1,000;169;;QV999999999999;
INTRA-EX;202405;513881387;ILFR7H-5;85111000;FR;PT;10;EXW;11;3;;0,2;1,000;63;;QV999999999999;
INTRA-EX;202405;513881387;SILZKGR8B8S-6;85111000;FR;PT;10;EXW;11;3;;0,2;1,000;58;;QV999999999999;
INTRA-EX;202405;513881387;AC-300-CP-6;84099100;FR;PT;10;EXW;11;3;;1,6;1,000;107;;QV999999999999;
INTRA-EX;202405;513881387;06J998907A;87089997;FR;PT;10;EXW;11;3;;0,1;4,000;23;;QV999999999999;
INTRA-EX;202405;513881387;AC-WS-12-BT;87088099;FR;PT;10;EXW;11;3;;1,2;2,000;93;;QV999999999999;
INTRA-EX;202405;513881387;ILZKAR7A10-8;85111000;FR;PT;10;EXW;11;3;;0,4;1,000;69;;QV999999999999;
INTRA-EX;202405;513881387;AC-WS-BM-10-BT;87088099;FR;PT;10;EXW;11;3;;1,7;1,000;45;;FR35504243288;
INTRA-EX;202405;513881387;CTS-IGN-008;84099100;FR;PT;10;EXW;11;3;;0,3;18,000;630;;FR35504243288;
INTRA-EX;202405;513881387;11427566327;84099100;FR;PT;10;EXW;11;3;;0,1;4,000;20;;FR35504243288;
INTRA-EX;202405;513881387;CTS-IT-805;40091100;FR;PT;10;EXW;11;3;;1,4;1,000;219;;FR35504243288;
INTRA-EX;202405;513881387;BKR8EIX-4;85111000;FR;PT;10;EXW;11;3;;0,2;1,000;40;;QV999999999999;
INTRA-EX;202405;513881387;AC-MK7R-DPHS;87089235;FR;PT;10;EXW;11;3;;11,3;1,000;352;;FR17521211201;
INTRA-EX;202405;513881387;06K103484F;87089997;FR;PT;10;EXW;11;3;;0,1;1,000;6;;QV999999999999;
INTRA-EX;202405;513881387;MS100192-4;84099100;FR;PT;10;EXW;11;3;;1,2;1,000;184;;QV999999999999;
INTRA-EX;202405;513881387;MST-MB-A4501;84213100;FR;PT;10;EXW;11;3;;2,7;1,000;347;;QV999999999999;
INTRA-EX;202405;513881387;MS100192-4;84099100;FR;PT;10;EXW;11;3;;1,2;1,000;184;;QV999999999999;
INTRA-EX;202405;513881387;SAU0630-4P-BK;87083091;FR;PT;10;EXW;11;3;;0,5;1,000;82;;FR28824546048;
INTRA-EX;202405;513881387;DILKAR8R9HS-4;85111000;FR;PT;10;EXW;11;3;;0,6;1,000;62;;QV999999999999;
INTRA-EX;202405;513881387;WB-336;84213100;FR;PT;10;EXW;11;3;;0,2;1,000;43;;QV999999999999;
INTRA-EX;202405;513881387;KDT911;87089997;FR;PT;10;EXW;11;3;;0,8;1,000;79;;QV999999999999;
INTRA-EX;202405;513881387;U5001-4;84099100;FR;PT;10;EXW;11;3;;1,2;1,000;79;;FR90910847292;
INTRA-EX;202405;513881387;IFR7X8G-4;84099100;FR;PT;10;EXW;11;3;;0,2;1,000;61;;FR90910847292;
INTRA-EX;202405;513881387;CTS-IT-105R;84213100;FR;PT;10;EXW;11;3;;5;1,000;256;;QV999999999999;
INTRA-EX;202405;513881387;MMSD-G80-21WBK;87089135;LT;PT;10;EXW;11;3;;4,8;1,000;269;;LT100016248411;
INTRA-EX;202405;513881387;MMOC-G80-21;87089135;LT;PT;10;EXW;11;3;;5,4;1,000;449;;LT100016248411;
INTRA-EX;202405;513881387;SVWS056;87089235;CZ;PT;10;EXW;11;3;;22;1,000;571;;CZ05681197;
INTRA-EX;202405;513881387;MS100192;85111000;CZ;PT;10;EXW;11;3;;0,3;9,000;336;;CZ05681197;
INTRA-EX;202405;513881387;AC-MK7-CP;84099100;CZ;PT;10;EXW;11;3;;0,3;4,000;71;;CZ05681197;
