REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
MMTS-WRX-01;2;26.3056;52.6112
MMTS-BRZ-13;2;22.55;45.1
MMTS-RX8-04L;3;25.1412;75.4236
MMTS-RSX-02;2;24.6;49.2
MMTS-VR6-93L;3;23.6898;71.0694
MMTS-EVO-01;2;23.6898;47.3796
MMTS-FIST-14;2;24.6492;49.2984
CTS-CC-GOLFR;1;177.1118;177.1118
CTS-CC-MK5FSI;5;177.1118;885.559
MMDP-MUS4-15CAT;3;238.0952;714.2856
216EVOOT-RB;4;21.1068;84.4272
216EVOWT-C;5;21.1068;105.534
CTS-HS-150;9;11.07;99.63
CTS-IT-285;15;35.4158;531.237
CTS-HW-003;2;26.5598;53.1196
CTS-IT-600;13;62.73;815.49
CTS-IT-210;5;81.1718;405.859
"CTS-HW-036 ARP";16;69.3638;1109.8208
CTS-HW-0199;13;32.4638;422.0294
MMOC-E46-01;6;364.777;2188.662
FMARSDV;1;188.7148;188.7148
FMMK5FMIC;1;358.463;358.463
FMINT32;3;402.2346;1206.7038
FMINDST180;2;88.765;177.53
FMIND05;3;126.3128;378.9384
216EVOEGT;9;38.6384;347.7456
MMOC-MIA-99T;1;178.473;178.473
MMOC-EVO-08;2;268.7796;537.5592
EVO9200;7;150.5438;1053.8066
EVO300E;12;157.1612;1885.9344
MMBCC-FIST-14PBE;4;87.8712;351.4848
MMBCC-FOST-13PBE2;2;90.1426;180.2852
MMBCC-MUS4-15PBE;1;76.4158;76.4158
MMBCC-BRZ-13PBE;3;89.6506;268.9518
MMBCC-STI-08SBE;1;201.146;201.146
CTS-IT-020;3;62.73;188.19
MMHOSE-MIA-90HHBK;2;28.5606;57.1212
MMHOSE-MIA-94HHBK;1;28.3966;28.3966
216BFWAWTSM;16;15.9408;255.0528
216BFWAVOSM;23;14.6124;336.0852
216BFWGEBOSM;4;23.2798;93.1192
216BFWGOPSM;8;20.4836;163.8688
216BFWGOTSM;2;17.8186;35.6372
MMHOSE-R35-09BK;1;43.0336;43.0336
FMBGFK3;4;23.903;95.612
FMDVRMR;3;68.1584;204.4752
MMRAD-K20-EK;1;145.2384;145.2384
MMRAD-K20-EG;2;130.4128;260.8256
FMDVCS14A;3;76.2354;228.7062
FMBM335DV1;6;197.1362;1182.8172
CTS-HW-028;7;40.5818;284.0726
JSK-118;1;204.2784;204.2784
S-RE/T/1;1;1424.4712;1424.4712
M-BM/T/8H+TP-CT/26;1;5835.0544;5835.0544
E-BM/T/3;1;1266.0554;1266.0554
FMINTRM;1;217.6854;217.6854
CTS-EXH-DP-0007;3;324.7118;974.1354
FMINTRS3;2;666.045;1332.09
FMINT2TTRS;1;666.045;666.045
FMINTTTS;1;315.8476;315.8476
FMINT135F20;1;369.8282;369.8282
FMINTBM;2;347.2782;694.5564
FMINTR56;2;305.491;610.982
FMINTMF56;1;291.4608;291.4608
FMRADRS250;1;432.8534;432.8534
MMFS-S2K-00;3;85.3128;255.9384
MMFS-MIA-90;4;104.9026;419.6104
MMFS-MIA-99;2;96.9076;193.8152
PF04;20;108.24;2164.8
CTS-EXH-DP-0008;1;121.77;121.77
SES1987TT;7;701.5264;4910.6848
Evo1102;9;319.3162;2873.8458
SES9001TT;2;466.867;933.734
10.127.100K;48;137.9814;6623.1072
MMEXH-WRX-15;2;499.872;999.744
MMRAD-FIST-14K;2;257.4226;514.8452
MMRAD-FOST-13;2;226.4266;452.8532
CTS-IT-190;3;110.7;332.1
CTS-HW-0133;12;64.9358;779.2296
AC-200-OSA;16;12.505;200.08
MMTS-GTI-99;5;24.6492;123.246
CTS-HW-262;1;93.3488;93.3488
CTS-HW-118;2;19.9178;39.8356
TTE80;1;54.571;54.571
CTS-HW-046;7;53.1278;371.8946
FMMD1;3;76.1944;228.5832
CTS-CPA-001;6;25.83;154.98
EVO1801;2;148.4774;296.9548
SES1230TT;3;552.6144;1657.8432
EVO2001;5;150.5438;752.719
FMMD2;7;65.1572;456.1004
MMFS-CIV-92;1;71.29408;71.29408
MMFS-WRX-01P;3;111.4544;334.3632
MMFS-S14-95SR;3;94.9724;284.9172
MMFS-EVO-01;2;87.0184;174.0368
MMFS-B4-90;3;89.626;268.878
MMFS-BRZ-13P;2;135.33157;270.66314
MMFS-240-89KA;3;96.9076;290.7228
MMEXH-MUS4-15;2;444.4154;888.8308
FMCCRADS53T;2;462.07;924.14
MMFS-350Z-03;4;96.9076;387.6304
MMFS-EVO-10;1;89.626;89.626
FMBGFK4;2;21.4594;42.9188
FMMD3;2;71.4712;142.9424
VWR12G6GT;7;147.108;1029.756
VWR12G7R600ITINLET;32;56.6374;1812.3968
005001005;3;398.6266;1195.8798
VWR12L0CR;2;234.1674;468.3348
VWR12G60R;1;215.7584;215.7584
FMSCPS53T;3;94.259;282.777
FMDVV4010;2;60.7866;121.5732
VWR160001;12;51.4796;617.7552
VWR31G5GT;3;112.2908;336.8724
VWR31G60R;2;117.8996;235.7992
VWR31G7GT;15;96.3582;1445.373
VWR31G70R;11;101.3684;1115.0524
VWR31S000;1;112.5942;112.5942
VWR19G701;3;24.518;73.554
VWR12P0GT;5;158.875;794.375
VWR1230S3;8;240.342;1922.736
FD84;1;163.0406;163.0406
11002BK;428;1.9762;845.8136
MMGP-RS-16BK;2;36.7196;73.4392
VWR11G502;3;29.5692;88.7076
VWR11G503;2;27.552;55.104
VWR11P1GT;4;41.7872;167.1488
VWR11P0GT;3;51.1516;153.4548
VWR11G501;3;27.0026;81.0078
VWR11G701;7;35.5962;249.1734
VWR1140S4;1;54.5218;54.5218
VWR12PRWRC;2;362.768;725.536
VWR12G6K03;1;205.82;205.82
VWR121020;1;243.6548;243.6548
FMBGFK7;2;19.0814;38.1628
VWR69G7KIT;9;67.9616;611.6544
VWR15G503;2;109.839;219.678
VWR15G502;2;158.383;316.766
VWR15G501;2;158.383;316.766
MMTS-240-89KA;2;24.6492;49.2984
MMSTB-FIST-14TB;2;72.8242;145.6484
MMSK-TUE-16;3;27.388;82.164
MMSK-RKST;1;34.2022;34.2022
MMSK-PGR-BK;1;39.3354;39.3354
MMSK-FSB;2;27.06;54.12
MMSK-CF;1;21.3446;21.3446
216EVOBO;9;27.6422;248.7798
216BFWABOSM;14;12.0294;168.4116
216BFWAFPSM;3;21.1068;63.3204
VWR13G700;17;290.2964;4935.0388
VWR13G700RFK;26;30.8894;803.1244
MMGRT-215;1;14.8994;14.8994
MMGRT-235;5;28.1916;140.958
FMIND16;1;212.4292;212.4292
FMINTS3FS;2;315.8558;631.7116
FMINTSCIR;1;263.22;263.22
FMINTMK7;4;295.405;1181.62
TTE780;2;2555.981;5111.962
CTS-EXH-CB-0007.0;3;354.2318;1062.6954
CTS-EXH-CB-0002;3;332.0918;996.2754
CTS-EXH-CB-0020-2;2;442.7918;885.5836
CTS-EXH-CB-0008;2;398.5118;797.0236
AC-200-HS;3;7.011;21.033
CTS-EXH-CB-0001;1;309.9518;309.9518
CTS-EXH-CB-0003;2;431.7218;863.4436
CTS-EXH-CB-0015;1;568.2518;568.2518
CTS-EXH-CB-0017;1;243.5318;243.5318
FMDV7;2;188.7148;377.4296
FMCCRAD7;2;594.951;1189.902
FMINT7;1;395.3794;395.3794
FMTUBL1;4;38.5892;154.3568
FMRMCLMP;3;16.8264;50.4792
FMSBCVXR;3;22.3614;67.0842
FMHTR56;2;130.7162;261.4324
FMBGFK11;1;24.2474;24.2474
FMWBSCI-BK;2;53.628;107.256
FMBP135F20;4;170.109;680.436
CTS-IT-300R;14;121.7618;1704.6652
FMSS2;1;54.8662;54.8662
FMBGKS53T;1;23.1896;23.1896
FMBGMCS;4;14.145;56.58
FMBPVXA;2;18.9994;37.9988
FMBPVRM;2;19.5406;39.0812
FMBSMP18T;4;141.6796;566.7184
FMWS11BB;5;24.1654;120.827
JSK-111-70;1;73.5376;73.5376
JSK-110;3;119.9496;359.8488
JSK-119-BK;4;119.9496;479.7984
FMOCRS4;4;552.4996;2209.9984
JSK-115-BOLT;1;127.059;127.059
JSK-115-TWIST;2;149.937;299.874
JSK-103;7;69.4458;486.1206
JSK-103-80;11;69.4458;763.9038
CK-003;6;10.4714;62.8284
MMAF-REOIL-RD;17;8.7904;149.4368
CTS-IT-310;4;73.8;295.2
FMKT135F20;6;57.5148;345.0888
VWR31G70RW;5;96.3582;481.791
VWR15G702;2;222.1298;444.2596
VWR610360GUN;8;186.7304;1493.8432
VWR610360SVR;4;186.7304;746.9216
ACCLAMP3;43;0.9266;39.8438
ACCLAMP275;33;0.9266;30.5778
VWR12G7R600FO;11;48.1504;529.6544
VWR15G701;3;236.8406;710.5218
FMAUTB2;2;170.9454;341.8908
FMRCAM;1;146.78;146.78
FMRCAMF56;1;171.93719;171.93719
FMDVST180R;2;98.9084;197.8168
FM207V;1;98.9084;98.9084
FMBM335DV2;2;283.3428;566.6856
FMDVCS14R;1;76.2354;76.2354
VWR19G704;4;27.552;110.208
FMDVF20R;3;89.8146;269.4438
FMDVR56A;6;109.8964;659.3784
FMDVR60R;2;93.5292;187.0584
FMDVBM35-A;2;84.3042;168.6084
FMDVF20A;4;75.44;301.76
FMDVMCS;1;35.3994;35.3994
VWR12P0GT-FO;4;54.12;216.48
FMDVR60A;4;115.3986;461.5944
10.127.101K;9;162.3354;1461.0186
10.127.203K;45;137.9814;6209.163
CTS-MM-TAI-3;4;16.2278;64.9112
AC-200-ND;11;1.6236;17.8596
FMINDK40;1;386.6136;386.6136
"VIB 1559";112;0.287;32.144
FMCTMK6;5;195.7176;978.588
CTS-HW-0091;14;68.9948;965.9272
VWR30G500;4;185.1232;740.4928
MMICP-RS-16CBK;3;74.0378;222.1134
DI-BM/CA/1;1;626.1028;626.1028
L3P3AC7X;2;166.5092;333.0184
U3P3ZC25;4;209.3132;837.2528
EVE-E46-INT;7;456.576;3196.032
EVE-RS5-INT;5;1193.1;5965.5
EVE-N55V2-CF-INT;5;646.488;3232.44
EVE-F10M5-INT;1;1038.12;1038.12
EVE-F8XMV2-CF-INT;6;1176.864;7061.184
EVE-FLC;10;13.776;137.76
EVE-151-G2-FTR;10;41.82;418.2
EVE-661-G2-FTR;9;41.82;376.38
AC-200-BT;6;8.2;49.2
RPF-1742;4;16.5148;66.0592
RPF-1806;6;17.343;104.058
RPF-1813;2;17.343;34.686
RPF-1866;1;18.6714;18.6714
RPF-3115;5;16.5148;82.574
RPF-3129;2;17.7038;35.4076
RPF-1929;2;29.4872;58.9744
RPF-1721;1;18.6714;18.6714
RPF-1566;4;16.5148;66.0592
RPF-1512;7;17.343;121.401
RPF-1747;3;18.6714;56.0142
RPF-1744;3;16.5148;49.5444
RPF-1846;2;16.5148;33.0296
RPF-1557;4;16.5148;66.0592
RPF-1992;3;16.5148;49.5444
RPF-1251;2;16.5066;33.0132
VWR13G500;5;217.5378;1087.689
VWR19G703;5;34.3252;171.626
DP-MINR56/57;1;547.35;547.35
DP-BM/SS/3;2;826.765;1653.53
FMVWQS;4;60.926;243.704
AC-200-SF;13;44.28;575.64
238SMBO270-PK;2;30.1842;60.3684
238SMOT270-C;5;20.9592;104.796
238SMOP270-PK;6;36.5638;219.3828
216BFWGBOSM;6;13.2512;79.5072
VWR180000;13;5.658;73.554
ATINTVAG28;2;429.2618;858.5236
ATINTVAG18;2;517.9776;1035.9552
ATINTVAG15;1;297.8732;297.8732
ATINTVAG12;4;358.053;1432.212
ATINTVAG8;2;297.9306;595.8612
ATINTMINI01;2;190.486;380.972
ATINTMINI05;3;270.1818;810.5454
ATINTMAZ02;2;408.8192;817.6384
ATINTMAZ01;3;245.0734;735.2202
ATINTFO25;5;129.929;649.645
ATINTFO26;2;285.3928;570.7856
ATINTFO12;2;228.6652;457.3304
ATINTFO22;2;226.3774;452.7548
ATINTREN5-BK;3;297.209;891.627
ATINTREN3;2;272.363;544.726
ATINTREN1;1;229.2146;229.2146
ATINTVAG7;2;324.7692;649.5384
EVE-C7RS6-CF-INT;8;1101.096;8808.768
VWR12G7CUP;2;165.312;330.624
JSK-104;2;67.4614;134.9228
FMXOST180;1;86.1246;86.1246
001422.999502;9;353.3544;3180.1896
613182.654150;27;37.1952;1004.2704
002352.999505;2;368.8524;737.7048
FMBGFK12;2;22.7632;45.5264
001394.999502;8;345.6054;2764.8432
CTS-EXH-DP-0001-FSI;2;180.3918;360.7836
CTS-TM-MK56-60D;16;44.28;708.48
CTS-IT-180;3;121.7618;365.2854
CTS-DB-MK4-60D;5;16.2278;81.139
GTHSB-5;377;1.107;417.339
EVE-E9X-CF-INT;4;407.376;1629.504
EVE-B58-CF-INT;1;609.096;609.096
420103485B;252;5.74;1446.48
ASAF;5433;0.2542;1381.0686
CTS-AF-275;13;17.7038;230.1494
ESR912;1;107.543;107.543
883089.000038;1;900.4338;900.4338
FMINDK20;3;125.2878;375.8634
VWR12P1GT;4;165.312;661.248
AC-200-TP;74;22.14;1638.36
001939.001707;2;323.3916;646.7832
MMBCC-N55-11CBE;2;104.1646;208.3292
MMTS-MIA-99;2;22.55;45.1
MMTS-MIA-90L;3;14.2106;42.6318
001394.999505;3;368.8524;1106.5572
002352.999502;8;353.3544;2826.8352
001394.999998;2;345.6054;691.2108
001394.001735;3;365.2362;1095.7086
999760.999985;2;328.041;656.082
001394.999529;1;317.34;317.34
001243.999978;3;367.8192;1103.4576
001243.999533;2;374.535;749.07
000827.999980;2;381.7674;763.5348
001422.999505;3;368.8524;1106.5572
EVE-S1-CF-INT;7;299.628;2097.396
AC-FI7-RU;3;18.86;56.58
FMMK7DP;2;121.2288;242.4576
AC-200-PCVCC;59;9.84;580.56
FMINT11;1;627.3246;627.3246
JS-090-BK;2;33.743;67.486
10.127.203T;33;5.8712;193.7496
AC-Z33-FU;1;21.402;21.402
AC-MK7-RU;22;17.712;389.664
AC-NA-FU;2;22.14;44.28
210001074;1;177.0216;177.0216
CTS-EXH-DP-0014;3;199.2518;597.7554
EVE-8VRS3-CF-LHD-INT;6;810.324;4861.944
200001003;1;362.9894;362.9894
CTS-EXH-TP-0009;2;243.5318;487.0636
AC-RX8-RU;10;21.402;214.02
ATMSFO71;2;58.4578;116.9156
883089.000034;1;724.2732;724.2732
ATINTMB02;2;237.7016;475.4032
PF05;11;118.08;1298.88
883089.000035;2;754.7526;1509.5052
CTS-EM-MK45-6-60D;6;44.28;265.68
CTS-TM-MK4-60D;1;44.28;44.28
CTS-HW-0150;4;24.3458;97.3832
AC-RX8-FU;11;21.402;235.422
FMBGFK18;2;47.2648;94.5296
ATINTVAG19;2;406.6134;813.2268
EVE-FK8-CF-INT;4;678.96;2715.84
FMDV13A-P;2;103.279;206.558
FMTUBL2;2;47.2812;94.5624
FMCT4;2;157.5466;315.0932
FMTIA1;3;84.255;252.765
FMDV13R-P;1;83.6646;83.6646
216BFWGFPSM;8;21.5086;172.0688
PSHUDOBDII-2;3;36.9;110.7
001267.001683;2;318.7422;637.4844
CTS-EXH-DP-0017;2;243.5318;487.0636
CTS-EXH-DP-0015;3;202.9418;608.8254
CTS-EXH-DP-0003;2;243.5318;487.0636
CTS-SIL-0070;9;29.52;265.68
AC-Z33-RL;1;14.76;14.76
FMDVF500A;1;109.8964;109.8964
EVE-E9X-CF-ARB;3;330.132;990.396
VWR1130RS;3;32.6114;97.8342
VWR1141S4;3;56.58;169.74
EVE-F8xM-PF;9;56.088;504.792
MMBCC-MS3-07PBE2;2;91.4136;182.8272
MMBCC-370Z-09PBE;2;186.4106;372.8212
MMBCC-350Z-03PBE;6;140.3266;841.9596
MMICP-FOST-13CBK;2;56.8588;113.7176
MMICP-FOST-13HP;1;67.4532;67.4532
MMAI-CTR-17;2;219.0302;438.0604
FMCT2;3;165.3448;496.0344
FMCC1;2;876.99;1753.98
VWR814100;2;192.2244;384.4488
400001006;1;443.6938;443.6938
FMCTMK7;10;179.8014;1798.014
001423.000685;2;338.373;676.746
3182654196;2;101.7374;203.4748
06F103483E;29;0.656;19.024
AC-200K04-OT;24;25.83;619.92
CTS-HW-0243;4;35.4158;141.6632
CTS-HW-0248;7;35.4158;247.9106
CTS-EXH-DP-0010;2;248.0418;496.0836
AC-27-DP;8;118.9;951.2
AC-N54-DP;5;92.25;461.25
AC-200R-DP;52;59.04;3070.08
P3ABS;5;34.2432;171.216
AC-200-DP;6;45.756;274.536
VWR18G700;6;271.8546;1631.1276
FMCCRAD8;2;372.7064;745.4128
FMCCRAD9;1;510.8026;510.8026
1K0253144BD;115;4.018;462.07
CTS-HW-257;4;44.2718;177.0872
VWR3130RS;7;96.3582;674.5074
VWR3141S4;2;98.072;196.144
SVAGX005;4;301.4402;1205.7608
SHDX014;2;292.1742;584.3484
SAUX045;2;370.3612;740.7224
SAUX074;2;287.082;574.164
SVWX036;4;287.082;1148.328
SAUX075;1;282.4162;282.4162
KTA253;3;180.2442;540.7326
SFDX073;2;231.6828;463.3656
SFDX066;3;233.2162;699.6486
SFDX071;3;243.3924;730.1772
SFDX082;1;251.1988;251.1988
SFDX087;1;340.9478;340.9478
SMNX010;2;324.7118;649.4236
SVWX020;1;268.9682;268.9682
SVWX039;1;570.679;570.679
SRNX023;2;163.4014;326.8028
SRNPX027;2;301.4812;602.9624
500001024;1;558.0838;558.0838
ILFR7H;89;7.9786;710.0954
IZKR7B;98;5.822;570.556
FMINT14;2;366.7122;733.4244
FMTUBL4;5;72.9144;364.572
SVWX052;2;239.2432;478.4864
SVWX051;2;310.7718;621.5436
SFTC006;9;117.916;1061.244
SAUC079;3;316.807;950.421
SAUC045;5;224.0404;1120.202
883089.000060;1;679.0912;679.0912
SVWC052;1;136.0954;136.0954
U5014;478;14.8748;7110.1544
SVAGC005;7;158.5224;1109.6568
SAUC040;3;166.7716;500.3148
SAUC075;3;175.111;525.333
SAUC074;5;166.8208;834.104
SAUC077;2;382.899;765.798
SBMC066;5;109.7488;548.744
SBMC067;5;109.7488;548.744
SBMC074;4;211.9782;847.9128
SBMC068;2;145.8411;291.6822
SBMC075;2;199.096;398.192
SFDC073;6;87.3136;523.8816
SFDC071;2;138.8998;277.7996
SFDC082;6;97.0634;582.3804
SFDC087;3;182.9174;548.7522
SHDC014;2;162.1222;324.2444
SMBP003;1;97.5554;97.5554
SMBC003;1;292.166;292.166
SMNC011;10;82.8774;828.774
034-1ZZ-0002;7;56.1208;392.8456
883089.000047;1;770.2506;770.2506
883089.000046;2;726.3396;1452.6792
SRNPC027;3;165.353;496.059
SRNC022;6;85.3538;512.1228
SVWC042;9;158.5224;1426.7016
SVXC062;2;134.1356;268.2712
SVWX043;3;316.5528;949.6584
034-108-3008;2;51.66;103.32
BKR8EIX;94;6.191;581.954
034-509-4000;2;41.2542;82.5084
034-1ZZ-0001;10;120.8844;1208.844
034-108-5000;1;358.34;358.34
SVWC039;1;274.0768;274.0768
FMTUBL5;5;54.7432;273.716
FMINT12;2;395.3712;790.7424
FMOC10;1;309.8534;309.8534
CTS-TM-AUDI2-50D;2;31.365;62.73
CTS-EM-B8-50D;2;73.8;147.6
CTS-EM-B567-50D;1;35.055;35.055
FMCT3;2;193.561;387.122
883089.000135A;2;724.2732;1448.5464
883089.000126;4;724.2732;2897.0928
SSTS009;2;365.3346;730.6692
SRNC026;4;77.5556;310.2224
034-108-1005;6;316.602;1899.612
034-108-1011;6;198.03;1188.18
SVWC043;5;170.2238;851.119
R7437-8;175;23.8702;4177.285
R7437-9;161;24.7968;3992.2848
AC-45-DP;5;88.56;442.8
KTA252;8;225.418;1803.344
CTS-AF-270;5;18.4418;92.209
KDT952;1;16.2606;16.2606
JSK-122-BK-TI;5;209.9118;1049.559
SBMB050;4;259.2758;1037.1032
WSK-NIS002;3;78.72;236.16
BBF38Z;4;81.7048;326.8192
BBF15Z;4;81.7048;326.8192
BHF78Z;2;72.98;145.96
BHF97Z;5;85.8212;429.106
BMF49Z;3;72.3322;216.9966
BMF54Z;7;70.5446;493.8122
BMF67Z;4;80.4502;321.8008
BMF65Z;6;92.3894;554.3364
BMF63Z;5;62.402;312.01
BNF33Z;5;85.8212;429.106
BSF39Z;2;73.4884;146.9768
BNF40Z;2;151.5032;303.0064
BNF41Z;2;85.8212;171.6424
BSF45XZ;3;89.9212;269.7636
BWF22Z;6;89.9212;539.5272
SAU077;1;450.549;450.549
BMF58X;3;100.5976;301.7928
BMF48;2;73.4966;146.9932
SVWC051;4;204.3768;817.5072
BBR38Z;4;77.5966;310.3864
SBMR050;1;255.0282;255.0282
883089.000127;3;754.7526;2264.2578
BHR97Z;4;62.3118;249.2472
BHR87Z;2;100.5976;201.1952
BMR65XXZ;3;100.5976;301.7928
BMR12Z;6;73.4966;440.9796
PLFR5A;30;5.4284;162.852
SBMC050;2;145.8452;291.6904
BMR81Z;7;65.2802;456.9614
BMR77Z;3;69.3884;208.1652
BMR94Z;5;106.3458;531.729
BMR92Z;4;81.7048;326.8192
BMR96Z;5;81.7048;408.524
BNR30Z;4;77.5966;310.3864
SAUC030;4;85.362;341.448
BNR37Z;2;81.7048;163.4096
BNR36XZ;2;81.7048;163.4096
BSR53Z;4;73.4966;293.9864
BSR49XZ;3;81.7048;245.1144
BWR25XZ;6;89.9212;539.5272
SFD073;2;243.3924;486.7848
BKR7EIX;160;6.0352;965.632
SAUS030;2;436.4368;872.8736
ATINTMAZ05;1;215.6026;215.6026
ATINTFO20;4;171.8966;687.5864
ATMSFO25;1;308.7628;308.7628
KBR39;2;52.972;105.944
034-101-3066;9;15.826;142.434
KTA255;3;153.9714;461.9142
KLC167A;22;51.3238;1129.1236
KLC173;2;51.3156;102.6312
KLC142;6;51.3238;307.9428
KLC204;5;51.824;259.12
KLC217;4;44.3948;177.5792
KLC205;9;44.3948;399.5532
KLC102;5;51.3238;256.619
KLC110;4;51.3156;205.2624
KLC140-335;4;51.3238;205.2952
KLC106;5;51.3238;256.619
KLC172;2;51.3238;102.6476
KLC202;8;51.3238;410.5904
KLC182;3;51.3238;153.9714
KLC139;8;52.972;423.776
KLC144;30;45.4362;1363.086
KLC141;19;47.8306;908.7814
KLC163;12;51.3238;615.8856
KLC150;4;47.15;188.6
SBMB062;2;371.1566;742.3132
KDT926;10;18.5566;185.566
KTA107;2;98.1376;196.2752
KCA395;4;77.5966;310.3864
KCA313;8;77.5966;620.7728
SVW019;1;202.212;202.212
SRNS026;1;231.7976;231.7976
SBM011;2;231.2974;462.5948
BNR20XZ;6;77.5966;465.5796
BWF19XZ;5;81.7048;408.524
SAU044;2;534.2054;1068.4108
BWR20XZ;11;81.7048;898.7528
W13204;6;8.1262;48.7572
W13203;3;6.7814;20.3442
KDT925;5;21.2298;106.149
KDT924;4;36.9574;147.8296
KBR38;2;28.085;56.17
FMCCRAD6;2;364.5064;729.0128
SFDC066;8;72.3404;578.7232
SAUC054;5;111.7004;558.502
SAUP044;2;194.627;389.254
KLC198;9;51.3238;461.9142
KLC140-295;2;43.2304;86.4608
KTA216A;5;122.7704;613.852
SVXC060;2;97.5472;195.0944
SVXC059;2;102.4303;204.8606
BHR67Z;3;77.5966;232.7898
BHF50Z;3;77.5966;232.7898
BFF96Z;3;81.7048;245.1144
BFR78Z;2;81.7048;163.4096
CTS-HW-216-AWD;8;35.4158;283.3264
CTS-HW-216-FWD;5;35.4158;177.079
034-601-0039;2;65.7148;131.4296
MMRAD-MAC-06;5;144.7218;723.609
MMTS-EVO-10L;3;24.1654;72.4962
IKR9J8;52;6.8224;354.7648
WHT005184;12;1.148;13.776
AC-200-DVBO;60;2.05;123
SRNC023;3;36.5884;109.7652
WSK-VWN002;3;65.2802;195.8406
BHF96Z;2;80.073;160.146
BHR96;3;110.454;331.362
BNF42Z;5;81.7048;408.524
BNF19Z;3;72.5208;217.5624
BNR11XXZ;3;81.7048;245.1144
BBF43;2;65.2802;130.5604
BBR44;2;77.5966;155.1932
BFR80;3;88.2812;264.8436
BHR75Z;4;89.9212;359.6848
BHR84Z;3;77.5966;232.7898
BSF33Z;3;73.4966;220.4898
BSR37Z;5;73.4966;367.483
BSR20XZ;8;81.7048;653.6384
BSF20Z;2;73.4966;146.9932
BWR22XZ;3;81.7048;245.1144
CTS-IT-260;12;109.5848;1315.0176
KLC154;4;52.972;211.888
KLC26;5;42.2464;211.232
KLC30;2;42.2464;84.4928
EVE-M2C-CF-INT;4;826.56;3306.24
SAUC036;3;104.5254;313.5762
SAUX036;1;231.7976;231.7976
MMEXH-MUS8-15XP;2;98.195;196.39
MMFS-E36-92P;2;108.09568;216.19136
L3P3AB9X;2;141.1056;282.2112
