FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;"VAL ESTAT";ADQNIF;ERRO
INTRA-EX;202404;513881387;9-654-1025;84133080;FR;PT;10;EXW;11;3;;0,8;1;165;;QV999999999999;
INTRA-EX;202404;513881387;BMR12Z;87088055;FR;PT;10;EXW;11;3;;2,1;1;174;;QV999999999999;
INTRA-EX;202404;513881387;BMF23Z;87088055;FR;PT;10;EXW;11;3;;5;1;193;;QV999999999999;
INTRA-EX;202404;513881387;AC-200-QS;87089997;FR;PT;10;EXW;11;3;;0,4;1;74;;QV999999999999;
INTRA-EX;202404;513881387;SVW0608-4P-BK;87083091;FR;PT;10;EXW;11;3;;0,5;1;77;;QV999999999999;
INTRA-EX;202404;513881387;SILFER8C7ES-8;85111000;FR;PT;10;EXW;11;3;;0,4;1;102;;QV999999999999;
INTRA-EX;202404;513881387;TS-0203-1066;87089997;FR;PT;10;EXW;11;3;;0,4;1;202;;QV999999999999;
INTRA-EX;202404;513881387;AC-MQB-FD;87089997;FR;PT;10;EXW;11;3;;0,1;1;59;;FR84912296761;
INTRA-EX;202404;513881387;CTS-TM-MK4-60D;87089235;FR;PT;10;EXW;11;3;;2;1;107;;QV999999999999;
INTRA-EX;202404;513881387;MMEXH-MUS8-15XP;87089235;FR;PT;10;EXW;11;3;;8,7;1;189;;QV999999999999;
INTRA-EX;202404;513881387;SSE0433-4P-RD;87083091;FR;PT;10;EXW;11;3;;0,5;1;82;;QV999999999999;
INTRA-EX;202404;513881387;MMICP-FOST-13HP;84213100;FR;PT;10;EXW;11;3;;2,7;1;130;;QV999999999999;
INTRA-EX;202404;513881387;MMICP-FOST-13CBK;84213100;FR;PT;10;EXW;11;3;;2;1;109;;QV999999999999;
INTRA-EX;202404;513881387;KCA428;87088055;FR;PT;10;EXW;11;3;;3;1;188;;FR68915024525;
INTRA-EX;202404;513881387;1K0253144AE;87089997;FR;PT;10;EXW;11;3;;0,3;1;8;;QV999999999999;
INTRA-EX;202404;513881387;AC-MK7-DPHS;87089235;FR;PT;10;EXW;11;3;;7,6;1;341;;QV999999999999;
INTRA-EX;202404;513881387;ITGFST8;84213100;FR;PT;10;EXW;11;3;;1,9;1;167;;QV999999999999;
INTRA-EX;202404;513881387;FOFI8STCNC-FD1B;87081090;FR;PT;10;EXW;11;3;;5;1;104;;QV999999999999;
INTRA-EX;202404;513881387;MS100192-4;84099100;FR;PT;10;EXW;11;3;;1,2;1;184;;QV999999999999;
INTRA-EX;202404;513881387;JSK-101-DD;84213100;LT;PT;10;EXW;11;3;;4,5;1;227;;QV999999999999;
INTRA-EX;202404;513881387;BKR8EIX-4;85111000;DK;PT;10;EXW;11;3;;0,2;1;38;;QV999999999999;
INTRA-EX;202404;513881387;CI100039-B;40091100;DK;PT;10;EXW;11;3;;1,7;1;151;;QV999999999999;
INTRA-EX;202404;513881387;CI100039;40091100;DK;PT;10;EXW;11;3;;2;1;230;;QV999999999999;
INTRA-EX;202404;513881387;AC-MK7-RL;87088055;FI;PT;10;EXW;11;3;;0,5;1;58;;QV999999999999;
INTRA-EX;202404;513881387;06K103213A;40091100;FI;PT;10;EXW;11;3;;0,1;1;16;;QV999999999999;
INTRA-EX;202404;513881387;06K129717A;87089997;FI;PT;10;EXW;11;3;;0,1;1;6;;QV999999999999;
INTRA-EX;202404;513881387;PF04;90262020;SK;PT;10;EXW;11;3;;0,2;1;206;;QV999999999999;
INTRA-EX;202404;513881387;KCA476;87088055;HR;PT;10;EXW;11;3;;2,1;1;330;;QV999999999999;
INTRA-EX;202404;513881387;EVE-AMGGT-CF-INT;84213100;GR;PT;10;EXW;11;3;;7,8;1;2191;;GREL102911918;
INTRA-EX;202404;513881387;AC-190-DP;87089997;GR;PT;10;EXW;11;3;;10,6;1;622;;GREL102911918;
INTRA-EX;202404;513881387;D760-0067;84099100;GR;PT;10;EXW;11;3;;1,5;1;139;;GREL102911918;
INTRA-EX;202404;513881387;MS100210-6;84099100;RO;PT;10;EXW;11;3;;2,2;1;126;;QV999999999999;
INTRA-EX;202404;513881387;E10-20-049-06-22;87088035;RO;PT;10;EXW;11;3;;12;1;206;;RO28084575;
INTRA-EX;202404;513881387;SBW0271-4P-RD;87083091;RO;PT;10;EXW;11;3;;0,4;1;77;;RO28084575;
INTRA-EX;202404;513881387;AC-MK7-FU-P;87088055;DE;PT;10;EXW;11;3;;2,2;1;83;;QV999999999999;
INTRA-EX;202404;513881387;06K103495AC;87089997;DE;PT;10;EXW;11;3;;0,6;1;32;;QV999999999999;
INTRA-EX;202404;513881387;PF04;90262020;DE;PT;10;EXW;11;3;;0,2;1;207;;QV999999999999;
INTRA-EX;202404;513881387;MMAI-BRZ-13WBK;84213100;DE;PT;10;EXW;11;3;;3,6;1;261;;QV999999999999;
INTRA-EX;202404;513881387;MMODP-1615B;70102000;DE;PT;10;EXW;11;3;;0,1;1;12;;QV999999999999;
INTRA-EX;202404;513881387;AC-BRZ-BK;87089499;DE;PT;10;EXW;11;3;;0,3;1;18;;QV999999999999;
INTRA-EX;202404;513881387;9-307-1059;84133080;DE;PT;10;EXW;11;3;;0,5;1;156;;QV999999999999;
INTRA-EX;202404;513881387;06J103600AFKIT;84099100;BE;PT;10;EXW;11;3;;2,5;1;49;;QV999999999999;
INTRA-EX;202404;513881387;IFR7G-11KS-4;85111000;BE;PT;10;EXW;11;3;;0,2;1;59;;QV999999999999;
INTRA-EX;202404;513881387;UR-LA2-4264;87088055;BE;PT;10;EXW;11;3;;1,6;1;92;;QV999999999999;
INTRA-EX;202404;513881387;UR-LA4-4265;87088055;BE;PT;10;EXW;11;3;;2,5;1;162;;QV999999999999;
INTRA-EX;202404;513881387;SAU0631-4P-BK;87083091;BE;PT;10;EXW;11;3;;0,5;1;76;;QV999999999999;
INTRA-EX;202404;513881387;RBF600;27101999;BE;PT;10;EXW;11;3;;0,6;3;28;;QV999999999999;
INTRA-EX;202404;513881387;VWR180003;87089997;BE;PT;10;EXW;11;3;;0,1;1;29;;QV999999999999;
INTRA-EX;202404;513881387;06D115562;84099100;BE;PT;10;EXW;11;3;;0,1;1;4;;QV999999999999;
INTRA-EX;202404;513881387;MS100208-4;84099100;BE;PT;10;EXW;11;3;;1,1;1;123;;QV999999999999;
INTRA-EX;202404;513881387;BKR8EIX-4;85111000;BE;PT;10;EXW;11;3;;0,2;1;39;;QV999999999999;
INTRA-EX;202404;513881387;WHT005184;40091100;BE;PT;10;EXW;11;3;;0,1;1;8;;QV999999999999;
INTRA-EX;202404;513881387;AC-200-CFA;87089997;BE;PT;10;EXW;11;3;;0,1;1;24;;QV999999999999;
INTRA-EX;202404;513881387;420103485B;70102000;BE;PT;10;EXW;11;3;;0,1;1;23;;QV999999999999;
INTRA-EX;202404;513881387;420121321;84099100;BE;PT;10;EXW;11;3;;0,1;1;28;;QV999999999999;
INTRA-EX;202404;513881387;VIB-1458;87089235;BE;PT;10;EXW;11;3;;0,2;2;13;;QV999999999999;
INTRA-EX;202404;513881387;06K103495AC;87089997;IT;PT;10;EXW;11;3;;0,6;1;31;;QV999999999999;
INTRA-EX;202404;513881387;06K103213A;40091100;IT;PT;10;EXW;11;3;;0,1;1;16;;QV999999999999;
INTRA-EX;202404;513881387;TBP-001;87089997;IT;PT;10;EXW;11;3;;0,3;1;20;;QV999999999999;
INTRA-EX;202404;513881387;SVW0630-4P-BK;87083091;IT;PT;10;EXW;11;3;;0,5;1;76;;QV999999999999;
INTRA-EX;202404;513881387;MMICP-FIST-14HP;40091100;IT;PT;10;EXW;11;3;;2,4;1;129;;QV999999999999;
INTRA-EX;202404;513881387;FMTIA3;40091100;IT;PT;10;EXW;11;3;;0,6;1;132;;IT03656931205;
INTRA-EX;202404;513881387;RPF-3129;84213100;NL;PT;10;EXW;11;3;;0,4;1;33;;QV999999999999;
INTRA-EX;202404;513881387;AC-MK7-IND-BK;40091100;NL;PT;10;EXW;11;3;;0,9;1;48;;QV999999999999;
INTRA-EX;202404;513881387;AC-MK7-INLET;40091100;NL;PT;10;EXW;11;3;;0,3;1;66;;QV999999999999;
INTRA-EX;202404;513881387;3182654196;84836080;NL;PT;10;EXW;11;3;;0,5;1;160;;QV999999999999;
INTRA-EX;202404;513881387;TS-0203-1261;87089997;NL;PT;10;EXW;11;3;;0,4;1;135;;QV999999999999;
INTRA-EX;202404;513881387;EVE-TRB8V8S-LHD-STK;84213100;NL;PT;10;EXW;11;3;;1,4;1;612;;NL007460843B01;
INTRA-EX;202404;513881387;SVW0630-4P-BK;87083091;ES;PT;10;EXW;11;3;;0,5;1;77;;ES42417571M;
INTRA-EX;202404;513881387;VWR800003;58109210;ES;PT;10;EXW;11;3;;0,1;1;10;;ES42417571M;
INTRA-EX;202404;513881387;06K129717A;87089997;ES;PT;10;EXW;11;3;;0,1;1;6;;ES42417571M;
INTRA-EX;202404;513881387;DILKAR8R9HS-4;85111000;ES;PT;10;EXW;11;3;;0,6;1;62;;QV999999999999;
INTRA-EX;202404;513881387;RBF600;27101999;ES;PT;10;EXW;11;3;;0,6;1;9;;QV999999999999;
INTRA-EX;202404;513881387;SVW0622-4P-BK;87083091;ES;PT;10;EXW;11;3;;0,5;1;76;;QV999999999999;
INTRA-EX;202404;513881387;AC-200-HS;87089997;ES;PT;10;EXW;11;3;;0,5;1;22;;QV999999999999;
INTRA-EX;202404;513881387;ATINTVAG46;87089135;ES;PT;10;EXW;11;3;;1,9;1;262;;QV999999999999;
INTRA-EX;202404;513881387;BKR7EIX-4;84099100;ES;PT;10;EXW;11;3;;0,8;1;38;;QV999999999999;
INTRA-EX;202404;513881387;L3P3VGT7;87089997;ES;PT;10;EXW;11;3;;1;1;320;;QV999999999999;
INTRA-EX;202404;513881387;FMCTA4B9;87089997;ES;PT;10;EXW;11;3;;1,3;1;266;;QV999999999999;
INTRA-EX;202404;513881387;1K0121407A;87089997;ES;PT;10;EXW;11;3;;0,8;1;9;;QV999999999999;
INTRA-EX;202404;513881387;AC-VAG-CC;87089997;ES;PT;10;EXW;11;3;;0,3;1;44;;QV999999999999;
INTRA-EX;202404;513881387;06D115562;84099100;ES;PT;10;EXW;11;3;;0,1;1;4;;QV999999999999;
INTRA-EX;202404;513881387;DBA42830S-2;87089997;ES;PT;10;EXW;11;3;;23,3;1;256;;QV999999999999;
INTRA-EX;202404;513881387;AC-N55-TP;40091100;ES;PT;10;EXW;11;3;;1,7;1;148;;QV999999999999;
INTRA-EX;202404;513881387;JSK-101-DD;84213100;ES;PT;10;EXW;11;3;;4,5;1;228;;ESB42771618;
INTRA-EX;202404;513881387;JSK-103;84213100;ES;PT;10;EXW;11;3;;1,3;1;113;;ESB42771618;
INTRA-EX;202404;513881387;CTS-HW-0099;84099100;ES;PT;10;EXW;11;3;;1;1;153;;QV999999999999;
INTRA-EX;202404;513881387;AC-UNI-WD;87089997;ES;PT;10;EXW;11;3;;0,1;1;13;;QV999999999999;
INTRA-EX;202404;513881387;PT0009B;87089997;ES;PT;10;EXW;11;3;;0,2;1;210;;QV999999999999;
INTRA-EX;202404;513881387;VWR90000-4;84099100;ES;PT;10;EXW;11;3;;1,2;1;173;;QV999999999999;
INTRA-EX;202404;513881387;FMDVC200R-BK;84814090;ES;PT;10;EXW;11;3;;1,1;1;136;;QV999999999999;
INTRA-EX;202404;513881387;BKR8EIX-4;85111000;ES;PT;10;EXW;11;3;;0,2;1;39;;QV999999999999;
INTRA-EX;202404;513881387;9-201-0791;84133080;ES;PT;10;EXW;11;3;;0,5;1;89;;QV999999999999;
INTRA-EX;202404;513881387;RBF660;27101999;ES;PT;10;EXW;11;3;;0,6;2;23;;QV999999999999;
INTRA-EX;202404;513881387;MMODP-1615B;70102000;ES;PT;10;EXW;11;3;;0,1;1;12;;QV999999999999;
INTRA-EX;202404;513881387;SHY0900-4P-BK;87083091;ES;PT;10;EXW;11;3;;0,8;1;76;;QV999999999999;
INTRA-EX;202404;513881387;R7437-9-4;87089997;ES;PT;10;EXW;11;3;;0,2;1;156;;QV999999999999;
INTRA-EX;202404;513881387;MMBCC-S4-18PBE;87089997;ES;PT;10;EXW;11;3;;2;1;278;;QV999999999999;
INTRA-EX;202404;513881387;MMFS-B4-90;84149000;ES;PT;10;EXW;11;3;;5,3;1;173;;QV999999999999;
INTRA-EX;202404;513881387;8E0971824S-BL;84099100;ES;PT;10;EXW;11;3;;0,2;1;18;;QV999999999999;
INTRA-EX;202404;513881387;CTS-HW-031;87089235;ES;PT;10;EXW;11;3;;0,1;1;99;;QV999999999999;
INTRA-EX;202404;513881387;SVW0607-4P-BL;87083091;ES;PT;10;EXW;11;3;;0,5;1;76;;QV999999999999;
INTRA-EX;202404;513881387;FMACVAG08;84099100;ES;PT;10;EXW;11;3;;0,5;1;133;;QV999999999999;
INTRA-EX;202404;513881387;UR-TW3-020;87088055;ES;PT;10;EXW;11;3;;3,7;1;115;;QV999999999999;
INTRA-EX;202404;513881387;SVW0610-4P-RD;87083091;ES;PT;10;EXW;11;3;;0,5;1;76;;QV999999999999;
INTRA-EX;202404;513881387;MS100208-4;84099100;ES;PT;10;EXW;11;3;;1,1;1;123;;ESB56647142;
INTRA-EX;202404;513881387;BKR8EIX-4;85111000;ES;PT;10;EXW;11;3;;0,2;1;39;;QV999999999999;
INTRA-EX;202404;513881387;1K0253144BD;40091100;ES;PT;10;EXW;11;3;;0,2;1;9;;QV999999999999;
INTRA-EX;202404;513881387;AC-200-HS;87089997;ES;PT;10;EXW;11;3;;0,5;1;22;;QV999999999999;
INTRA-EX;202404;513881387;FMDV23A-BK;87089997;ES;PT;10;EXW;11;3;;0,6;1;194;;QV999999999999;
INTRA-EX;202404;513881387;RBF700;27101999;ES;PT;10;EXW;11;3;;0,6;5;72;;ES53284853V;
INTRA-EX;202404;513881387;SVW0630-4P-BK;87083091;ES;PT;10;EXW;11;3;;0,5;1;76;;QV999999999999;
INTRA-EX;202404;513881387;VIB-1458;87089235;ES;PT;10;EXW;11;3;;0,2;4;26;;QV999999999999;
INTRA-EX;202404;513881387;SBW1171-4P-BK;87083091;ES;PT;10;EXW;11;3;;0,5;1;76;;QV999999999999;
INTRA-EX;202404;513881387;CTS-IT-105R;84213100;ES;PT;10;EXW;11;3;;5;1;254;;QV999999999999;
INTRA-EX;202404;513881387;KH422674;87089997;ES;PT;10;EXW;11;3;;6;1;282;;QV999999999999;
INTRA-EX;202404;513881387;9-655-1025;84133080;ES;PT;10;EXW;11;3;;0,8;1;163;;QV999999999999;
INTRA-EX;202404;513881387;AC-MK7-OC;87089997;ES;PT;10;EXW;11;3;;0,3;1;37;;QV999999999999;
INTRA-EX;202404;513881387;06K103213A;40091100;ES;PT;10;EXW;11;3;;0,1;1;16;;QV999999999999;
INTRA-EX;202404;513881387;06K103495AC;87089997;ES;PT;10;EXW;11;3;;0,6;1;31;;QV999999999999;
INTRA-EX;202404;513881387;MS100208-4;84099100;ES;PT;10;EXW;11;3;;1,1;1;123;;QV999999999999;
INTRA-EX;202404;513881387;A1000008;87089997;ES;PT;10;EXW;11;3;;0,1;1;15;;QV999999999999;
INTRA-EX;202404;513881387;50003-M50-HL-4;84213100;FR;PT;10;EXW;11;3;;0,2;1;78;;FR62494547177;
INTRA-EX;202404;513881387;52006-AK004;84213100;FR;PT;10;EXW;11;3;;0,6;1;13;;FR86820526937;
INTRA-EX;202404;513881387;1J0819644A;84099100;FR;PT;10;EXW;11;3;;0,5;1;7;;FR86820526937;
INTRA-EX;202404;513881387;4B1609H-25;40091100;FR;PT;10;EXW;11;3;;0,3;Uni.;44;;QV999999999999;
INTRA-EX;202404;513881387;UE-TW2-1212;87088055;FR;PT;10;EXW;11;3;;1,7;1;104;;QV999999999999;
INTRA-EX;202404;513881387;RE2-1891;87088055;FR;PT;10;EXW;11;3;;2,5;1;104;;QV999999999999;
INTRA-EX;202404;513881387;MS100208-4;84099100;FR;PT;10;EXW;11;3;;1,1;1;124;;QV999999999999;
INTRA-EX;202404;513881387;ATINTP&C7;87089997;FR;PT;10;EXW;11;3;;12,9;1;562;;QV999999999999;
INTRA-EX;202404;513881387;ILFR6B-5;84099100;FR;PT;10;EXW;11;3;;0,8;1;44;;QV999999999999;
INTRA-EX;202404;513881387;KCA472;87088035;FR;PT;10;EXW;11;3;;1,7;1;172;;QV999999999999;
INTRA-EX;202404;513881387;R7437-8-4;84099100;FR;PT;10;EXW;11;3;;0,2;1;152;;QV999999999999;
INTRA-EX;202404;513881387;AC-MK7-CP-4;84099100;FR;PT;10;EXW;11;3;;1;1;112;;QV999999999999;
INTRA-EX;202404;513881387;MMBCC-FOST-13PBE2;87089997;FR;PT;10;EXW;11;3;;1,8;1;160;;QV999999999999;
INTRA-EX;202404;513881387;CTS-IT-800;84213100;FR;PT;10;EXW;11;3;;3,6;1;277;;QV999999999999;
INTRA-EX;202404;513881387;AC-MK7-DP;87089235;FR;PT;10;EXW;11;3;;7,6;1;266;;QV999999999999;
INTRA-EX;202404;513881387;LTR7IX-11-8;84099100;FR;PT;10;EXW;11;3;;0,5;1;68;;QV999999999999;
INTRA-EX;202404;513881387;06J998907A;87089997;FR;PT;10;EXW;11;3;;0,1;4;23;;QV999999999999;
INTRA-EX;202404;513881387;AC-200-CFA;87089997;FR;PT;10;EXW;11;3;;0,1;1;24;;QV999999999999;
INTRA-EX;202404;513881387;10.127.100K;84132000;FR;PT;10;EXW;11;3;;0,3;1;314;;QV999999999999;
INTRA-EX;202404;513881387;SILZKBR8D8S-6;84099100;FR;PT;10;EXW;11;3;;0,2;1;62;;QV999999999999;
INTRA-EX;202404;513881387;U5055-6;84099100;FR;PT;10;EXW;11;3;;1,5;1;129;;QV999999999999;
INTRA-EX;202404;513881387;AC-200-CP-4;84099100;FR;PT;10;EXW;11;3;;1;1;82;;QV999999999999;
INTRA-EX;202404;513881387;FMCB-RD;87089997;FR;PT;10;EXW;11;3;;0,1;2;28;;QV999999999999;
INTRA-EX;202404;513881387;238CLSDWAWT-R;87089997;FR;PT;10;EXW;11;3;;0,6;1;48;;QV999999999999;
INTRA-EX;202404;513881387;238CLSDWAOT-R;87089997;FR;PT;10;EXW;11;3;;0,5;1;48;;QV999999999999;
INTRA-EX;202404;513881387;238CLSDWABO-R;87089997;FR;PT;10;EXW;11;3;;0,6;1;61;;QV999999999999;
INTRA-EX;202404;513881387;SHDC015;87089235;FR;PT;10;EXW;11;3;;3,5;1;258;;QV999999999999;
INTRA-EX;202404;513881387;JSK-140-RD;842131000;FR;PT;10;EXW;11;3;;1,6;1;200;;QV999999999999;
INTRA-EX;202404;513881387;8E0971824S-RD;84099100;FR;PT;10;EXW;11;3;;0,2;1;14;;QV999999999999;
INTRA-EX;202404;513881387;AC-200-VRH-RD;40093100;FR;PT;10;EXW;11;3;;0,6;1;23;;QV999999999999;
INTRA-EX;202404;513881387;AC-S55-JP;40091100;FR;PT;10;EXW;11;3;;0,6;1;89;;QV999999999999;
INTRA-EX;202404;513881387;KLC180-335;87088055;FR;PT;10;EXW;11;3;;1,1;1;121;;FR86502936230;
INTRA-EX;202404;513881387;KLC218;87088055;FR;PT;10;EXW;11;3;;1;1;107;;FR86502936230;
INTRA-EX;202404;513881387;MMEXH-MUS8-15HP;87089235;FR;PT;10;EXW;11;3;;5;1;189;;QV999999999999;
INTRA-EX;202404;513881387;MS100210-4;84099100;FR;PT;10;EXW;11;3;;1,1;1;124;;QV999999999999;
INTRA-EX;202404;513881387;AC-WS-15-BT;87088099;FR;PT;10;EXW;11;3;;1,2;1;50;;QV999999999999;
INTRA-EX;202404;513881387;06E898001-5;84099100;FR;PT;10;EXW;11;3;;1,6;1;131;;QV999999999999;
INTRA-EX;202404;513881387;ILFR7H-5;85111000;FR;PT;10;EXW;11;3;;0,2;1;63;;QV999999999999;
INTRA-EX;202404;513881387;"THE-B5 027 00";87089997;FR;PT;10;EXW;11;3;;0,2;1;24;;QV999999999999;
INTRA-EX;202404;513881387;IKR9J8-4;87089997;FR;PT;10;EXW;11;3;;0,2;1;43;;QV999999999999;
INTRA-EX;202404;513881387;CTS-TM-MK56-60D;84099100;FR;PT;10;EXW;11;3;;2;1;107;;QV999999999999;
INTRA-EX;202404;513881387;CTS-EM-MK456-4-60D;84099100;FR;PT;10;EXW;11;3;;2,5;1;116;;QV999999999999;
INTRA-EX;202404;513881387;SBMC067;87089235;FR;PT;10;EXW;11;3;;2,3;1;240;;QV999999999999;
INTRA-EX;202404;513881387;8B1578H-STD;40091100;FR;PT;10;EXW;11;3;;0,4;1;173;;QV999999999999;
INTRA-EX;202404;513881387;CTS-EXH-TP-0007;87089235;FR;PT;10;EXW;11;3;;3;1;149;;QV999999999999;
INTRA-EX;202404;513881387;SILZKBR8D8S-6;84099100;FR;PT;10;EXW;11;3;;0,2;1;62;;QV999999999999;
INTRA-EX;202404;513881387;AC-N55-INLET;40091100;FR;PT;10;EXW;11;3;;1,4;1;104;;QV999999999999;
INTRA-EX;202404;513881387;AC-300-CP-6;84099100;FR;PT;10;EXW;11;3;;1,6;1;107;;QV999999999999;
INTRA-EX;202404;513881387;EVE-N55-PF;84212300;FR;PT;10;EXW;11;3;;0,9;1;80;;QV999999999999;
INTRA-EX;202404;513881387;AC-200-VRH-BK;40093100;FR;PT;10;EXW;11;3;;0,6;1;23;;QV999999999999;
INTRA-EX;202404;513881387;AC-MK7-CL;87088055;FR;PT;10;EXW;11;3;;1,3;1;74;;QV999999999999;
INTRA-EX;202404;513881387;AC-MK7-RL;87088055;FR;PT;10;EXW;11;3;;0,5;1;59;;QV999999999999;
INTRA-EX;202404;513881387;VWR19G702;70102000;FR;PT;10;EXW;11;3;;0,1;1;81;;QV999999999999;
INTRA-EX;202404;513881387;VWR19G701;87089997;FR;PT;10;EXW;11;3;;0,2;1;68;;QV999999999999;
INTRA-EX;202404;513881387;BKR8EIX-4;85111000;FR;PT;10;EXW;11;3;;0,2;1;40;;FR11829492040;
