Tipo Doc.;N.º Doc.;Refª Cliente;Data;Cliente;Contribuinte;País;Zona geográfica;Vendedor;Método de Pagamento;Valor Pgto.;Comissão Pgto.;Cód. Artigo;Código EAN;Artigos;Qtd.;Uni.;Preço unitário sem IVA;Total Artigo;Total Ilíq.;Desc.;Total Liq.;Impostos;Desc. Financeiro;Total;Acumulado;Local de Descarga;Observações
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/516;;17/06/2024;24TUNED;NL002254344B79;Países Baixos;;;Card;952,94;---;;;;;;;;952,94;0;952,94;0;0;952,94;444157,88;Tromputte 9;
Fatura-Recibo;2024NL/516;;17/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;EVE-F4XB48-CF-INT;;Eventuri BMW F40 M135i, F44 M235i;1;Uni.;928,5;928,5;928,5;0;928,5;0;0;928,5;928,5;;
Fatura-Recibo;2024NL/516;;17/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;SHIPPING-NL-0-10;;HOLLAND (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;943,5;;
Fatura-Recibo;2024NL/516;;17/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;ccFee;;CREDIT CARD FEE;1;Uni.;9,44;9,44;9,44;0;9,44;0;0;9,44;952,94;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/517;;17/06/2024;JT-products;NL002241494B08;Países Baixos;;;Card;77,12;---;;;;;;;;77,12;0;77,12;0;0;77,12;444235;Joseé Nicola erf 26;
Fatura-Recibo;2024NL/517;;17/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;VWR640012;;RacingLine RL Spacers (Pair) 12.5mm OEM Bolts;1;Uni.;62,1179;62,12;62,12;0;62,12;0;0;62,12;62,12;;
Fatura-Recibo;2024NL/517;;17/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-BE-0-10;;BELGIUM (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;77,12;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/839;;17/06/2024;Spec4Race;PT999999990;Portugal;;;Transferência Bancária;289,87;---;;;;;;;;235,66;0;235,66;54,21;0;289,87;444524,87;Av. da Indústria 150;
Fatura-Recibo;2024WEB/839;;17/06/2024;Spec4Race;PT999999990;França;;;;;;AC-200-TP;;Alpha Competition Throttle Pipe for Audi S3 8P / Leon 2 Cupra / Golf 5 GTI / Golf 6 R 2.0 TFSI EA113;1;Uni.;109,74797;109,75;109,75;0;109,75;25,25;0;135;135;;
Fatura-Recibo;2024WEB/839;;17/06/2024;Spec4Race;PT999999990;França;;;;;;AC-200K04-OT;;Alpha Competition Turbo Outlet Discharge pipe for Audi S3 8P / Leon 2 Cupra / Golf 6 R  / TTS 2.0 TFSI K04;1;Uni.;96,73984;96,74;96,74;0;96,74;22,25;0;118,99;253,99;;
Fatura-Recibo;2024WEB/839;;17/06/2024;Spec4Race;PT999999990;França;;;;;;AC-200-VRH-RD;;S3 8P / Golf 6 R / Leon 2 Cupra / Scirocco R 2.0 TFSI EA113 Alpha Competition Dump Valve Silicone Return Hose - Color : Red;1;Uni.;22,6748;22,67;22,67;0;22,67;5,22;0;27,89;281,88;;
Fatura-Recibo;2024WEB/839;;17/06/2024;Spec4Race;PT999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,50407;6,5;6,5;0;6,5;1,5;0;8;289,88;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/840;;17/06/2024;António Ferrão;PT999999990;Portugal;;;Transferência Bancária;1013,44;---;;;;;;;;823,93;0;823,93;189,51;0;1013,44;445538,31;Campo Grande, 6, 2C;
Fatura-Recibo;2024WEB/840;;17/06/2024;António Ferrão;PT999999990;França;;;;;;VWR670004;;Racingline Performance Front Brake Pads for Golf 7 GTI / Polo AW GTI / A3 8V / TT Mk3;1;Uni.;133,17073;133,17;133,17;0;133,17;30,63;0;163,8;163,8;;
Fatura-Recibo;2024WEB/840;;17/06/2024;António Ferrão;PT999999990;França;;;;;;SVW0707-4P-BK;;Polo AW GTI 2.0 TSI Goodridge Braided Brake Hose Lines Kit - Color : Black;1;Uni.;75,73171;75,73;75,73;0;75,73;17,42;0;93,15;256,95;;
Fatura-Recibo;2024WEB/840;;17/06/2024;António Ferrão;PT999999990;França;;;;;;VWR141001;;Racingline Performance Intercooler for Polo AW GTI;1;Uni.;608,52846;608,53;608,53;0;608,53;139,96;0;748,49;1005,44;;
Fatura-Recibo;2024WEB/840;;17/06/2024;António Ferrão;PT999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,50407;6,5;6,5;0;6,5;1,5;0;8;1013,44;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/841;;17/06/2024;Yannel Carmel;GP999999990;Guadalupe;;;Transferência Bancária;621,08;---;;;;;;;;621,08;0;621,08;0;0;621,08;446159,39;Montebello petit-bourg;
Fatura-Recibo;2024WEB/841;;17/06/2024;Yannel Carmel;GP999999990;França;;;;;;WKE259M77;;Pistons forgés Wiseco pour Cooper S R56 / Citroen DS3 / Peugeot 208 GTI - Alesage : 77.0mm;1;Uni.;579,04;579,04;579,04;0;579,04;0;0;579,04;579,04;;
Fatura-Recibo;2024WEB/841;;17/06/2024;Yannel Carmel;GP999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;42,04;42,04;42,04;0;42,04;0;0;42,04;621,08;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/842;;17/06/2024;Halvor Nordseth;NO999999990;Noruega;;;Transferência Bancária;348,59;---;;;;;;;;348,59;0;348,59;0;0;348,59;446507,98;Jernbanegata 4;
Fatura-Recibo;2024WEB/842;;17/06/2024;Halvor Nordseth;NO999999990;França;;;;;;MMAI-MK7-15WBK;;Mishimoto air intake for Audi S3 8V / TT MK3 / Octavia 5E VRS - Color : Black;1;Uni.;272,98;272,98;272,98;0;272,98;0;0;272,98;272,98;;
Fatura-Recibo;2024WEB/842;;17/06/2024;Halvor Nordseth;NO999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;75,61;75,61;75,61;0;75,61;0;0;75,61;348,59;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/843;;17/06/2024;Dylan  Grondin;RE999999990;Reunião;;;Transferência Bancária;770,19;---;;;;;;;;770,19;0;770,19;0;0;770,19;447278,17;14 impasse des chandelles  Chemin des remparts;
Fatura-Recibo;2024WEB/843;;17/06/2024;Dylan  Grondin;RE999999990;França;;;;;;MMFS-B4-90;;Kit ventilateur Mishimoto pour Subaru Impreza GT GC8 96-00;1;Uni.;187,21;187,21;187,21;0;187,21;0;0;187,21;187,21;;
Fatura-Recibo;2024WEB/843;;17/06/2024;Dylan  Grondin;RE999999990;França;;;;;;MMRAD-B4-90;;Radiateur Mishimoto pour Subaru Impreza GT GC8;1;Uni.;263,08;263,08;263,08;0;263,08;0;0;263,08;450,29;;
Fatura-Recibo;2024WEB/843;;17/06/2024;Dylan  Grondin;RE999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;319,9;319,9;319,9;0;319,9;0;0;319,9;770,19;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/844;;17/06/2024;Pedro Miguel Rosa Loureiro;PT999999990;Portugal;;;Transferência Bancária;80,32;---;;;;;;;;65,29;0;65,29;15,03;0;80,32;447358,49;Rua São Francisco Xavier 92A;
Fatura-Recibo;2024WEB/844;;17/06/2024;Pedro Miguel Rosa Loureiro;PT999999990;França;;;;;;BKR7EIX-4;;Bougies NGK BKR7EIX pour VAG 2.0 TFSI / TSI Stage 1;1;Uni.;37,72358;37,72;37,72;0;37,72;8,68;0;46,4;46,4;;
Fatura-Recibo;2024WEB/844;;17/06/2024;Pedro Miguel Rosa Loureiro;PT999999990;França;;;;;;AC-VAG-ODP;;Bouchon de vidange magnetique Alpha Competition pour 2.0 TFSI / 2.0 TSI;1;Uni.;8,07317;8,07;8,07;0;8,07;1,86;0;9,93;56,33;;
Fatura-Recibo;2024WEB/844;;17/06/2024;Pedro Miguel Rosa Loureiro;PT999999990;França;;;;;;52006-AK004;;Additif avant vidange moteur HKS DSR;1;Uni.;13;13;13;0;13;2,99;0;15,99;72,32;;
Fatura-Recibo;2024WEB/844;;17/06/2024;Pedro Miguel Rosa Loureiro;PT999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,50407;6,5;6,5;0;6,5;1,5;0;8;80,32;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/845;;17/06/2024;Bouças morais e Fernandes;PT999999990;Portugal;;;Transferência Bancária;85,17;---;;;;;;;;69,24;0;69,24;15,93;0;85,17;447443,66;Largo de S.Francisco 10/12;
Fatura-Recibo;2024WEB/845;;17/06/2024;Bouças morais e Fernandes;PT999999990;França;;;;;;SILFER8C7ES-5;;Bougies NGK SILFER8C7ES pour Audi RS3 8V / 8Y et TTRS 8S;1;Uni.;62,73984;62,74;62,74;0;62,74;14,43;0;77,17;77,17;;
Fatura-Recibo;2024WEB/845;;17/06/2024;Bouças morais e Fernandes;PT999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,50407;6,5;6,5;0;6,5;1,5;0;8;85,17;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/846;;17/06/2024;Seijy LERIDER;MQ999999990;Martinica;;;Transferência Bancária;484,37;---;;;;;;;;484,37;0;484,37;0;0;484,37;447928,03;79 Lot Pointe Lynch;
Fatura-Recibo;2024WEB/846;;17/06/2024;Seijy LERIDER;MQ999999990;França;;;;;;ILZKBR7B8G-4;;Bougies NGK ILZKBR7B8G pour Citroen DS3 / Peugeot 208 GTI 1.6THP;1;Uni.;37,27;37,27;37,27;0;37,27;0;0;37,27;37,27;;
Fatura-Recibo;2024WEB/846;;17/06/2024;Seijy LERIDER;MQ999999990;França;;;;;;FMINDDS3-BK;;Admission Forge Motorsport pour Citroen DS3 1.6 THP - Couleur : Noir;1;Uni.;126,09;126,09;126,09;0;126,09;0;0;126,09;163,36;;
Fatura-Recibo;2024WEB/846;;17/06/2024;Seijy LERIDER;MQ999999990;França;;;;;;SCNC014;;Downpipe decata Scorpion pour Citroen DS3 1.6 THP / Peugeot 208 GTI;1;Uni.;141,58;141,58;141,58;0;141,58;0;0;141,58;304,94;;
Fatura-Recibo;2024WEB/846;;17/06/2024;Seijy LERIDER;MQ999999990;França;;;;;;AC-300-CP-4;;Bobine d allumage Alpha Competition rouge pour Mini Cooper S / JCW R56 et Citroen DS3 / 208 GTI;1;Uni.;71,24;71,24;71,24;0;71,24;0;0;71,24;376,18;;
Fatura-Recibo;2024WEB/846;;17/06/2024;Seijy LERIDER;MQ999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;108,19;108,19;108,19;0;108,19;0;0;108,19;484,37;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/847;;17/06/2024;Simon Malet;RE999999990;Reunião;;;Transferência Bancária;583,18;---;;;;;;;;583,18;0;583,18;0;0;583,18;448511,21;106 Allee Des Grevileas;
Fatura-Recibo;2024WEB/847;;17/06/2024;Simon Malet;RE999999990;França;;;;;;VWR12G60R;;Admission Racingline pour Golf 6 R / Scirocco R;1;Uni.;503,69;503,69;503,69;0;503,69;0;0;503,69;503,69;;
Fatura-Recibo;2024WEB/847;;17/06/2024;Simon Malet;RE999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;79,49;79,49;79,49;0;79,49;0;0;79,49;583,18;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/848;;17/06/2024;Synthesis Performance Lda;PT514993545;Portugal;;;Transferência Bancária;117,99;---;;;;;;;;95,92;0;95,92;22,07;0;117,99;448629,2;Estrada da Lagoa Cheia Nº 618;
Fatura-Recibo;2024WEB/848;;17/06/2024;Synthesis Performance Lda;PT514993545;Portugal;;;;;;AC-500-CH-RD;;Abarth 595 / 695 Alpha Competition Silicone Coolant Hoses - Color : Red;1;Uni.;89,42276;89,42;89,42;0;89,42;20,57;0;109,99;109,99;;
Fatura-Recibo;2024WEB/848;;17/06/2024;Synthesis Performance Lda;PT514993545;Portugal;;;;;;Portes;;Custo de Portes;1;Uni.;6,50407;6,5;6,5;0;6,5;1,5;0;8;117,99;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/849;;17/06/2024;Carvroom;AU999999990;Austrália;;;Transferência Bancária;60,54;---;;;;;;;;60,54;0;60,54;0;0;60,54;448689,74;31 Talltrees Cct Queensland;
Fatura-Recibo;2024WEB/849;;17/06/2024;Carvroom;AU999999990;França;;;;;;EVE-Vbadge;;Eventuri sticker signature badge;2;Uni.;14,16;28,32;28,32;0;28,32;0;0;28,32;28,32;;
Fatura-Recibo;2024WEB/849;;17/06/2024;Carvroom;AU999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;32,22;32,22;32,22;0;32,22;0;0;32,22;60,54;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1772;;17/06/2024;JRParts Madrid SL;ESB86420924;Espanha;;;Card;483,2;---;;;;;;;;483,2;0;483,2;0;0;483,2;449172,94;AVENIDA DE SOMOSIERRA 12 GARAGE 6;
Fatura-Recibo;2024ES/1772;;17/06/2024;JRParts Madrid SL;ESB86420924;Espanha;;;;;;VWR13G700;;RacingLine Oil Management Kit / MQB / EA888.3 1.8 & 2.0 TSI Catch Can Kit;1;Uni.;468,195;468,2;468,2;0;468,2;0;0;468,2;468,2;;
Fatura-Recibo;2024ES/1772;;17/06/2024;JRParts Madrid SL;ESB86420924;Espanha;;;;;;SHIPPING-ES-0-10;;SPAIN ( CONTINENTAL ) (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;483,2;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1773;;17/06/2024;Royal Body Kits S.L.;ESB88553946;Espanha;;;Card;2087,24;---;;;;;;;;2087,24;0;2087,24;0;0;2087,24;451260,18;Calle Valdemorillo, 101;
Fatura-Recibo;2024ES/1773;;17/06/2024;Royal Body Kits S.L.;ESB88553946;Espanha;;;;;;EVE-4V8TT-CF-INT;;Eventuri Audi SQ7 / SQ8 2020+ 4.0 TFSI V8 Twin Turbo Intake;1;Uni.;2039,25;2039,25;2039,25;0;2039,25;0;0;2039,25;2039,25;;
Fatura-Recibo;2024ES/1773;;17/06/2024;Royal Body Kits S.L.;ESB88553946;Espanha;;;;;;AC-MK7-IND-BK;;S3 8V / TT 8S / GOLF 7 GTI / R / LEON 3 CUPRA MQB ALPHA INTAKE HOSE - BLACK;1;Uni.;32,994;32,99;32,99;0;32,99;0;0;32,99;2072,24;;
Fatura-Recibo;2024ES/1773;;17/06/2024;Royal Body Kits S.L.;ESB88553946;Espanha;;;;;;SHIPPING-ES-0-10;;SPAIN ( CONTINENTAL ) (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;2087,24;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1774;;17/06/2024;Royal Body Kits S.L.;ESB88553946;Espanha;;;Card;79,99;---;;;;;;;;79,99;0;79,99;0;0;79,99;451340,17;Linburn Road 219;
Fatura-Recibo;2024ES/1774;;17/06/2024;Royal Body Kits S.L.;ESB88553946;Espanha;;;;;;AC-MK7-FU-RD;;S3 8V / GOLF 7 / LEON 3 ALPHA COMPETITION FRONT STRUT BRACE - RED;1;Uni.;59,994;59,99;59,99;0;59,99;0;0;59,99;59,99;;
Fatura-Recibo;2024ES/1774;;17/06/2024;Royal Body Kits S.L.;ESB88553946;Espanha;;;;;;SHIPPING-GB-0-10;;U.K. (0-10KG);1;Uni.;20;20;20;0;20;0;0;20;79,99;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1775;;17/06/2024;ANCustoms Motorsport;ES38873546G;Espanha;;;Transferência Bancária;114,76;---;;;;;;;;114,76;0;114,76;0;0;114,76;451454,93;C/Marques de Viana, 11 3ºD;
Fatura-Recibo;2024ES/1775;;17/06/2024;ANCustoms Motorsport;ES38873546G;Espanha;;;;;;SCNC014;;Scorpion SCNC014 De-cat downpipe;1;Uni.;99,7555;99,76;99,76;0;99,76;0;0;99,76;99,76;;
Fatura-Recibo;2024ES/1775;;17/06/2024;ANCustoms Motorsport;ES38873546G;Espanha;;;;;;SHIPPING-ES-0-10;;SPAIN ( CONTINENTAL ) (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;114,76;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1776;;17/06/2024;SpainRacingParts y VogueMotor;ES44534463T;Espanha;;;Card;258,84;---;;;;;;;;258,84;0;258,84;0;0;258,84;451713,77;C/Puig de Pollensa, 32;
Fatura-Recibo;2024ES/1776;;17/06/2024;SpainRacingParts y VogueMotor;ES44534463T;Espanha;;;;;;U5014;;NGK U5014 IGNITION COIL;8;Uni.;21,208;169,66;169,66;0;169,66;0;0;169,66;169,66;;
Fatura-Recibo;2024ES/1776;;17/06/2024;SpainRacingParts y VogueMotor;ES44534463T;Espanha;;;;;;BKR8EIX;;NGK BKR8EIX IRIDIUM IX SPARK PLUG;8;Uni.;8,897;71,18;71,18;0;71,18;0;0;71,18;240,84;;
Fatura-Recibo;2024ES/1776;;17/06/2024;SpainRacingParts y VogueMotor;ES44534463T;Espanha;;;;;;SHIPPING-ES/B-0-10;;SPAIN ( BALEARES ) (0-10KG);1;Uni.;18;18;18;0;18;0;0;18;258,84;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1777;;17/06/2024;DIMSPORT SPAIN SL;ESB63132823;Espanha;;;Card;262,49;---;;;;;;;;262,49;0;262,49;0;0;262,49;451976,26;CARRETERA DE RUBÍ, 286B;
Fatura-Recibo;2024ES/1777;;17/06/2024;DIMSPORT SPAIN SL;ESB63132823;Espanha;;;;;;CTS-IT-270R;;CTS TURBO MK7/7.5 VW GOLF, GTI, A3, AUDI TT INTAKE 2015+ MQB;1;Uni.;247,4925;247,49;247,49;0;247,49;0;0;247,49;247,49;;
Fatura-Recibo;2024ES/1777;;17/06/2024;DIMSPORT SPAIN SL;ESB63132823;Espanha;;;;;;SHIPPING-ES-0-10;;SPAIN ( CONTINENTAL ) (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;262,49;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1778;;17/06/2024;antonio prats ribas;ES999999990;Espanha;;;Transferência Bancária;108,15;---;;;;;;;;89,38;0;89,38;18,77;0;108,15;452084,41;avenida doctor fleming n1  cafeteria sou  san antonio de portmany;
Fatura-Recibo;2024ES/1778;;17/06/2024;antonio prats ribas;ES999999990;França;;;;;;SVW0621-4P-BK;;Latiguillos de freno metalicos Goodridge para Golf 6 GTI - Color : Negro, Version : Pinza trasera con Banjo;1;Uni.;76,98347;76,98;76,98;0;76,98;16,17;0;93,15;93,15;;
Fatura-Recibo;2024ES/1778;;17/06/2024;antonio prats ribas;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;12,39669;12,4;12,4;0;12,4;2,6;0;15;108,15;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1779;;17/06/2024;Adria Civico besora;ES999999990;Espanha;;;Transferência Bancária;128,14;---;;;;;;;;105,9;0;105,9;22,24;0;128,14;452212,55;Calle prat 40;
Fatura-Recibo;2024ES/1779;;17/06/2024;Adria Civico besora;ES999999990;França;;;;;;KCA485;;Rotulas de suspension Whiteline para Hyundai I30N;1;Uni.;99,28926;99,29;99,29;0;99,29;20,85;0;120,14;120,14;;
Fatura-Recibo;2024ES/1779;;17/06/2024;Adria Civico besora;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;128,14;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1780;;17/06/2024;Altec Line S.L.;ESB98520521;Espanha;;;Card;66,27;---;;;;;;;;66,27;0;66,27;0;0;66,27;452278,82;Avinguda Rei Joan Carles I, Edificio 7B, puerta 9, piso 2;
Fatura-Recibo;2024ES/1780;;17/06/2024;Altec Line S.L.;ESB98520521;Espanha;;;;;;SILZKGR8B8S-6;;Bujías NGK SILZKGR8B8S para Toyota Supra GR 3.0 A90 MK5;1;Uni.;58,27;58,27;58,27;0;58,27;0;0;58,27;58,27;;
Fatura-Recibo;2024ES/1780;;17/06/2024;Altec Line S.L.;ESB98520521;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;66,27;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1781;;17/06/2024;ANGEL LUIS DEL PRADO GOMEZ;ES999999990;Espanha;;;Transferência Bancária;372,36;---;;;;;;;;307,73;0;307,73;64,63;0;372,36;452651,18;SINDICALISMO 7 NAVE GLS;
Fatura-Recibo;2024ES/1781;;17/06/2024;ANGEL LUIS DEL PRADO GOMEZ;ES999999990;França;;;;;;Z-1314738;;Pastillas de freno delanteras Dixcel Z Type para Golf 7 R / S3 8V / Leon 3 Cupra;1;Uni.;216,52066;216,52;216,52;0;216,52;45,47;0;261,99;261,99;;
Fatura-Recibo;2024ES/1781;;17/06/2024;ANGEL LUIS DEL PRADO GOMEZ;ES999999990;França;;;;;;VWR670007;;Pastillas de freno traseras Racingline Performance para Golf 7 GTI / Golf 7 R / S3 8V / Leon 3 Cupra / TT 8S;1;Uni.;84,60331;84,6;84,6;0;84,6;17,77;0;102,37;364,36;;
Fatura-Recibo;2024ES/1781;;17/06/2024;ANGEL LUIS DEL PRADO GOMEZ;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;372,36;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1782;;17/06/2024;Luis Rivas peralta;ES999999990;Espanha;;;Transferência Bancária;107,99;---;;;;;;;;89,25;0;89,25;18,74;0;107,99;452759,17;Av Victoriano Muñoz Nº31 la pizzería;
Fatura-Recibo;2024ES/1782;;17/06/2024;Luis Rivas peralta;ES999999990;França;;;;;;R01-10-2;;Supresion de reflectores traseros Acexxon para BMW M2 / M2 Comp F87;1;Uni.;82,63636;82,64;82,64;0;82,64;17,35;0;99,99;99,99;;
Fatura-Recibo;2024ES/1782;;17/06/2024;Luis Rivas peralta;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;107,99;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1783;;17/06/2024;v8carssl;ESB44645331;Espanha;;;Card;83,53;---;;;;;;;;83,53;0;83,53;0;0;83,53;452842,7;Av: Valles 38 Nave 4 (p.i: Cantallops).;
Fatura-Recibo;2024ES/1783;;17/06/2024;v8carssl;ESB44645331;Espanha;;;;;;MMHOSE-MIA-94BK;;Mangueras de radiadior de silicona  Mishimoto para Mazda MX5 NA 94-98 - Color : Negro;1;Uni.;75,53;75,53;75,53;0;75,53;0;0;75,53;75,53;;
Fatura-Recibo;2024ES/1783;;17/06/2024;v8carssl;ESB44645331;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;83,53;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1784;;17/06/2024;adrian serna marcos;ES999999990;Espanha;;;Transferência Bancária;392,12;---;;;;;;;;324,06;0;324,06;68,06;0;392,12;453234,82;c/ mediavilla 13 654644750;
Fatura-Recibo;2024ES/1784;;17/06/2024;adrian serna marcos;ES999999990;França;;;;;;8E0971824S-RD;;Canaleta roja o azul para cables de bobinas de 2.0 TFSI / 2.0 TSI y 1.8T 20V - Color : Rojo;1;Uni.;14,04132;14,04;14,04;0;14,04;2,95;0;16,99;16,99;;
Fatura-Recibo;2024ES/1784;;17/06/2024;adrian serna marcos;ES999999990;França;;;;;;FMKCTT225-BK;;Mangueras de enfriamiento Forge para Audi S3 8L / TT 8N 225 - Color : Negro, Opción : Con abrazaderas;1;Uni.;303,41322;303,41;303,41;0;303,41;63,72;0;367,13;384,12;;
Fatura-Recibo;2024ES/1784;;17/06/2024;adrian serna marcos;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;392,12;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1785;;17/06/2024;BLAS JAVIER VIEDMA VILLAR;ES999999990;Espanha;;;Transferência Bancária;127,69;---;;;;;;;;105,53;0;105,53;22,16;0;127,69;453362,51;AVD.ALCALDE EUSEBIO ORTEGA MOLINA 39 661404026;
Fatura-Recibo;2024ES/1785;;17/06/2024;BLAS JAVIER VIEDMA VILLAR;ES999999990;França;;;;;;RE8C-L+RE9B-T;;Bujías NGK RE8C-L y RE9B-T para Mazda RX8;1;Uni.;98,91736;98,92;98,92;0;98,92;20,77;0;119,69;119,69;;
Fatura-Recibo;2024ES/1785;;17/06/2024;BLAS JAVIER VIEDMA VILLAR;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;127,69;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024FR/2633;;17/06/2024;SAS FB EVOLUTION;FR26750353237;França;;;Card;729;---;;;;;;;;729;0;729;0;0;729;454091,51;22 RUE CAMILLE DESMOULINS;
Fatura-Recibo;2024FR/2633;;17/06/2024;SAS FB EVOLUTION;FR26750353237;França;;;;;;EVE-F56-LCI-PL-INT;;Eventuri Mini Cooper S / JCW Facelift Plastic intake with Carbon Scoop;1;Uni.;714;714;714;0;714;0;0;714;714;;
Fatura-Recibo;2024FR/2633;;17/06/2024;SAS FB EVOLUTION;FR26750353237;França;;;;;;SHIPPING-FR-0-10;;FRANCE (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;729;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024FR/2634;;17/06/2024;EA PERFORMANCE;FR94827543661;França;;;Transferência Bancária;614,99;---;;;;;;;;614,99;0;614,99;0;0;614,99;454706,5;433 Rue Baron Dominique Larrey;
Fatura-Recibo;2024FR/2634;;17/06/2024;EA PERFORMANCE;FR94827543661;França;;;;;;CTS-TR-1000;;CTS TURBO IS38 TYPE TURBO FOR MQB GOLF/GTI/GOLF R, AUDI A3/S3 (2015+);1;Uni.;599,9925;599,99;599,99;0;599,99;0;0;599,99;599,99;;
Fatura-Recibo;2024FR/2634;;17/06/2024;EA PERFORMANCE;FR94827543661;França;;;;;;SHIPPING-FR-0-10;;FRANCE (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;614,99;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024FR/2635;;17/06/2024;Sebastien Boullenger;FR999999990;França;;;Transferência Bancária;188,96;---;;;;;;;;157,47;0;157,47;31,49;0;188,96;454895,46;14 Rue Raymond Cosson;
Fatura-Recibo;2024FR/2635;;17/06/2024;Sebastien Boullenger;FR999999990;França;;;;;;IKR9J8-4;;Bougies NGK IKR9J8 pour Fiat 500 / 595 Abarth;1;Uni.;44,75833;44,76;44,76;0;44,76;8,95;0;53,71;53,71;;
